base_name_en,rank,condition_en,item_en,stack,percentage
Anjanath,HR,Tail Carve,Anjanath Plate,1,7
Anjanath,HR,Tail Carve,Anjanath Gem,1,3
Anjanath,HR,Palico Bonus,Anjanath Scale+,1,50
Anjanath,HR,Palico Bonus,Anjanath Fang+,1,28
Anjanath,HR,Palico Bonus,Wyvern Tear,1,22
Anjanath,HR,Plunderblade,Anjanath Scale+,1,40
Anjanath,HR,Plunderblade,Anjanath Pelt+,1,33
Anjanath,HR,Plunderblade,Anjanath Fang+,1,26
Anjanath,HR,Plunderblade,Anjanath Gem,1,1
Anjanath,HR,Bandit Mantle,Beautiful Scale,1,70
Anjanath,HR,Bandit Mantle,Lustrous Scale,1,30
Anjanath,HR,Hunt (Bronze),Anjanath Pelt+,1,27
Anjanath,HR,Hunt (Bronze),Anjanath Scale+,1,21
Anjanath,HR,Hunt (Bronze),Inferno Sac,1,18
Anjanath,HR,Hunt (Bronze),Anjanath Nosebone+,1,12
Anjanath,HR,Hunt (Bronze),Monster Keenbone,2,10
Anjanath,HR,Hunt (Bronze),Anjanath Tail,1,9
Anjanath,HR,Hunt (Bronze),Anjanath Plate,1,3
Anjanath,HR,Investigation (Silver),Anjanath Fang+,1,24
Anjanath,HR,Investigation (Silver),Anjanath Nosebone+,1,20
Anjanath,HR,Investigation (Silver),Anjanath Pelt+,2,14
Anjanath,HR,Investigation (Silver),Inferno Sac,2,14
Anjanath,HR,Investigation (Silver),Anjanath Scale+,2,12
Anjanath,HR,Investigation (Silver),Anjanath Plate,1,10
Anjanath,HR,Investigation (Silver),Anjanath Gem,1,6
Anjanath,HR,Investigation (Gold),Anjanath Fang+,1,23
Anjanath,HR,Investigation (Gold),Anjanath Nosebone+,1,19
Anjanath,HR,Investigation (Gold),Anjanath Gem,1,13
Anjanath,HR,Investigation (Gold),Anjanath Pelt+,3,12
Anjanath,HR,Investigation (Gold),Inferno Sac,3,12
Anjanath,HR,Investigation (Gold),Anjanath Scale+,3,11
Anjanath,HR,Investigation (Gold),Anjanath Plate,1,10
Anjanath,HR,Investigation (Purple),Mysterious Feystone,1,55
Anjanath,HR,Investigation (Purple),Glowing Feystone,1,25
Anjanath,HR,Investigation (Purple),Worn Feystone,1,15
Anjanath,HR,Investigation (Purple),Warped Feystone,1,5
Anjanath,MR,Track,Anjanath Shard,1,100
Anjanath,MR,Carve / Capture,Anjanath Shard,1,34
Anjanath,MR,Carve / Capture,Anjanath Fur,1,24
Anjanath,MR,Carve / Capture,Heavy Anjanath Nosebone,1,20
Anjanath,MR,Carve / Capture,Anjanath Hardfang,1,15
Anjanath,MR,Carve / Capture,Anjanath Gem,1,5
Anjanath,MR,Carve / Capture,Anjanath Mantle,1,2
Anjanath,MR,Wound Head,Anjanath Hardfang,1,62
Anjanath,MR,Wound Head,Heavy Anjanath Nosebone,1,35
Anjanath,MR,Wound Head,Anjanath Mantle,1,3
Anjanath,MR,Wound Hindlegs,Anjanath Shard,2,100
Anjanath,MR,Shiny Drop,Conflagrant Sac,1,50
Anjanath,MR,Shiny Drop,Anjanath Hardfang,1,28
Anjanath,MR,Shiny Drop,Large Wyvern Tear,1,22
Anjanath,MR,Tail Carve,Anjanath Lash,1,70
Anjanath,MR,Tail Carve,Anjanath Shard,1,20
Anjanath,MR,Tail Carve,Anjanath Gem,1,7
Anjanath,MR,Tail Carve,Anjanath Mantle,1,3
Anjanath,MR,Palico Bonus,Anjanath Shard,1,50
Anjanath,MR,Palico Bonus,Anjanath Hardfang,1,28
Anjanath,MR,Palico Bonus,Large Wyvern Tear,1,22
Anjanath,MR,Plunderblade,Anjanath Shard,1,40
Anjanath,MR,Plunderblade,Anjanath Fur,1,33
Anjanath,MR,Plunderblade,Anjanath Hardfang,1,26
Anjanath,MR,Plunderblade,Anjanath Mantle,1,1
Anjanath,MR,Bandit Mantle,Lustrous Scale,1,100
Anjanath,MR,Hunt (Bronze),Anjanath Fur,1,29
Anjanath,MR,Hunt (Bronze),Anjanath Shard,1,23
Anjanath,MR,Hunt (Bronze),Conflagrant Sac,1,21
Anjanath,MR,Hunt (Bronze),Heavy Anjanath Nosebone,1,14
Anjanath,MR,Hunt (Bronze),Anjanath Lash,1,10
Anjanath,MR,Hunt (Bronze),Anjanath Gem,1,3
Anjanath,MR,Investigation (Silver),Anjanath Lash,1,23
Anjanath,MR,Investigation (Silver),Anjanath Hardfang,1,19
Anjanath,MR,Investigation (Silver),Heavy Anjanath Nosebone,1,19
Anjanath,MR,Investigation (Silver),Anjanath Fur,2,16
Anjanath,MR,Investigation (Silver),Anjanath Shard,2,13
Anjanath,MR,Investigation (Silver),Anjanath Mantle,1,10
Anjanath,MR,Investigation (Gold),Anjanath Hardfang,1,21
Anjanath,MR,Investigation (Gold),Heavy Anjanath Nosebone,1,21
Anjanath,MR,Investigation (Gold),Anjanath Lash,1,19
Anjanath,MR,Investigation (Gold),Anjanath Mantle,1,18
Anjanath,MR,Investigation (Gold),Anjanath Fur,3,12
Anjanath,MR,Investigation (Gold),Anjanath Shard,3,9
Anjanath,MR,Investigation (Purple),Ancient Feystone,1,70
Anjanath,MR,Investigation (Purple),Carved Feystone,1,30
Anjanath,MR,Guiding Lands (Low),Fierce Dragonvein Bone,1,63
Anjanath,MR,Guiding Lands (Low),Flickering Flamepelt,1,37
Anjanath,MR,Guiding Lands (Mid),Flickering Flamepelt,1,63
Anjanath,MR,Guiding Lands (Mid),Fierce Dragonvein Bone,1,37
Anjanath,MR,Guiding Lands (High),Flickering Flamepelt,1,100
Anjanath,MR,Guiding Lands (Tempered),Tempered Flamepelt,1,54
Anjanath,MR,Guiding Lands (Tempered),Spiritvein Slogbone,1,25
Anjanath,MR,Guiding Lands (Tempered),Spiritvein Gem Shard,1,21
Rathian,LR,Track,Rathian Scale,1,100
Rathian,LR,Carve / Capture,Rathian Scale,1,35
Rathian,LR,Carve / Capture,Rathian Shell,1,25
Rathian,LR,Carve / Capture,Rathian Webbing,1,15
Rathian,LR,Carve / Capture,Rath Wingtalon,1,12
Rathian,LR,Carve / Capture,Rathian Spike,1,8
Rathian,LR,Carve / Capture,Rathian Plate,1,5
Rathian,LR,Wound Head,Rathian Shell,1,71
Rathian,LR,Wound Head,Rathian Scale,1,25
Rathian,LR,Wound Head,Rathian Plate,1,4
Rathian,LR,Wound Wings,Rath Wingtalon,1,65
Rathian,LR,Wound Wings,Rathian Webbing,1,35
Rathian,LR,Wound Back,Rathian Shell,1,69
Rathian,LR,Wound Back,Rathian Spike,1,30
Rathian,LR,Wound Back,Rathian Plate,1,1
Rathian,LR,Shiny Drop,Rathian Scale,1,50
Rathian,LR,Shiny Drop,Rathian Shell,1,28
Rathian,LR,Shiny Drop,Wyvern Tear,1,22
Rathian,LR,Tail Carve,Rathian Spike,1,70
Rathian,LR,Tail Carve,Rathian Scale,1,25
Rathian,LR,Tail Carve,Rathian Plate,1,5
Rathian,LR,Palico Bonus,Rathian Scale,1,50
Rathian,LR,Palico Bonus,Rathian Shell,1,28
Rathian,LR,Palico Bonus,Wyvern Tear,1,22
Rathian,LR,Plunderblade,Rathian Scale,1,44
Rathian,LR,Plunderblade,Rathian Shell,1,34
Rathian,LR,Plunderblade,Rath Wingtalon,1,20
Rathian,LR,Plunderblade,Rathian Plate,1,2
Rathian,LR,Bandit Mantle,Large Scale,1,70
Rathian,LR,Bandit Mantle,Beautiful Scale,1,30
Rathian,LR,Hunt (Bronze),Rathian Shell,1,27
Rathian,LR,Hunt (Bronze),Rathian Scale,1,21
Rathian,LR,Hunt (Bronze),Flame Sac,1,18
Rathian,LR,Hunt (Bronze),Rath Wingtalon,1,12
Rathian,LR,Hunt (Bronze),Monster Bone L,2,10
Rathian,LR,Hunt (Bronze),Rathian Webbing,1,9
Rathian,LR,Hunt (Bronze),Rathian Plate,1,3
Rathian,LR,Investigation (Silver),Rathian Spike,1,22
Rathian,LR,Investigation (Silver),Rath Wingtalon,1,17
Rathian,LR,Investigation (Silver),Rathian Webbing,1,16
Rathian,LR,Investigation (Silver),Rathian Shell,2,14
Rathian,LR,Investigation (Silver),Flame Sac,2,12
Rathian,LR,Investigation (Silver),Rathian Scale,2,11
Rathian,LR,Investigation (Silver),Rathian Plate,1,8
Rathian,LR,Investigation (Gold),Rathian Spike,1,20
Rathian,LR,Investigation (Gold),Rath Wingtalon,1,16
Rathian,LR,Investigation (Gold),Rathian Webbing,1,16
Rathian,LR,Investigation (Gold),Rathian Plate,1,16
Rathian,LR,Investigation (Gold),Rathian Shell,3,12
Rathian,LR,Investigation (Gold),Rathian Scale,3,10
Rathian,LR,Investigation (Gold),Flame Sac,3,10
Rathian,HR,Track,Rathian Scale+,1,100
Rathian,HR,Carve / Capture,Rathian Scale+,1,34
Rathian,HR,Carve / Capture,Rathian Carapace,1,24
Rathian,HR,Carve / Capture,Rathian Webbing,1,20
Rathian,HR,Carve / Capture,Rathian Spike+,1,16
Rathian,HR,Carve / Capture,Rathian Plate,1,5
Rathian,HR,Carve / Capture,Rathian Ruby,1,1
Rathian,HR,Wound Head,Rathian Carapace,1,72
Rathian,HR,Wound Head,Rathian Scale+,1,25
Rathian,HR,Wound Head,Rathian Ruby,1,3
Rathian,HR,Wound Wings,Rath Wingtalon,2,65
Rathian,HR,Wound Wings,Rathian Webbing,2,35
Rathian,HR,Wound Back,Rathian Carapace,1,69
Rathian,HR,Wound Back,Rathian Spike+,1,30
Rathian,HR,Wound Back,Rathian Ruby,1,1
Rathian,HR,Shiny Drop,Rathian Scale+,1,50
Rathian,HR,Shiny Drop,Rathian Carapace,1,28
Rathian,HR,Shiny Drop,Wyvern Tear,1,22
Rathian,HR,Tail Carve,Rathian Spike+,1,70
Rathian,HR,Tail Carve,Rathian Scale+,1,21
Rathian,HR,Tail Carve,Rathian Plate,1,7
Rathian,HR,Tail Carve,Rathian Ruby,1,2
Rathian,HR,Palico Bonus,Rathian Scale+,1,50
Rathian,HR,Palico Bonus,Rathian Carapace,1,28
Rathian,HR,Palico Bonus,Wyvern Tear,1,22
Rathian,HR,Plunderblade,Rathian Scale+,1,44
Rathian,HR,Plunderblade,Rathian Carapace,1,34
Rathian,HR,Plunderblade,Rath Wingtalon,1,21
Rathian,HR,Plunderblade,Rathian Ruby,1,1
Rathian,HR,Bandit Mantle,Beautiful Scale,1,70
Rathian,HR,Bandit Mantle,Lustrous Scale,1,30
Rathian,HR,Hunt (Bronze),Rathian Carapace,1,27
Rathian,HR,Hunt (Bronze),Rathian Scale+,1,21
Rathian,HR,Hunt (Bronze),Inferno Sac,1,18
Rathian,HR,Hunt (Bronze),Rath Wingtalon,2,12
Rathian,HR,Hunt (Bronze),Monster Keenbone,2,10
Rathian,HR,Hunt (Bronze),Rathian Webbing,2,9
Rathian,HR,Hunt (Bronze),Rathian Plate,1,3
Rathian,HR,Investigation (Silver),Rathian Spike+,1,22
Rathian,HR,Investigation (Silver),Rathian Carapace,2,18
Rathian,HR,Investigation (Silver),Rathian Scale+,2,16
Rathian,HR,Investigation (Silver),Rathian Webbing,2,14
Rathian,HR,Investigation (Silver),Inferno Sac,2,14
Rathian,HR,Investigation (Silver),Rathian Plate,1,10
Rathian,HR,Investigation (Silver),Rathian Ruby,1,6
Rathian,HR,Investigation (Gold),Rathian Spike+,1,22
Rathian,HR,Investigation (Gold),Rathian Carapace,2,17
Rathian,HR,Investigation (Gold),Rathian Scale+,2,14
Rathian,HR,Investigation (Gold),Rathian Ruby,1,13
Rathian,HR,Investigation (Gold),Rathian Webbing,3,12
Rathian,HR,Investigation (Gold),Inferno Sac,2,12
Rathian,HR,Investigation (Gold),Rathian Plate,1,10
Rathian,HR,Investigation (Purple),Mysterious Feystone,1,55
Rathian,HR,Investigation (Purple),Glowing Feystone,1,25
Rathian,HR,Investigation (Purple),Worn Feystone,1,15
Rathian,HR,Investigation (Purple),Warped Feystone,1,5
Rathian,MR,Track,Rathian Shard,1,100
Rathian,MR,Carve / Capture,Rathian Shard,1,34
Rathian,MR,Carve / Capture,Rathian Cortex,1,24
Rathian,MR,Carve / Capture,Rathian Weave,1,20
Rathian,MR,Carve / Capture,Rathian Surspike,1,16
Rathian,MR,Carve / Capture,Rathian Ruby,1,5
Rathian,MR,Carve / Capture,Rathian Mantle,1,1
Rathian,MR,Wound Head,Rathian Cortex,1,67
Rathian,MR,Wound Head,Rathian Shard,1,27
Rathian,MR,Wound Head,Rathian Ruby,1,5
Rathian,MR,Wound Head,Rathian Mantle,1,1
Rathian,MR,Wound Wings,Rath Wingtalon+,1,65
Rathian,MR,Wound Wings,Rathian Weave,1,35
Rathian,MR,Wound Back,Rathian Cortex,1,69
Rathian,MR,Wound Back,Rathian Surspike,1,30
Rathian,MR,Wound Back,Rathian Mantle,1,1
Rathian,MR,Shiny Drop,Rathian Shard,1,50
Rathian,MR,Shiny Drop,Rathian Cortex,1,28
Rathian,MR,Shiny Drop,Large Wyvern Tear,1,22
Rathian,MR,Tail Carve,Rathian Surspike,1,70
Rathian,MR,Tail Carve,Rathian Shard,1,21
Rathian,MR,Tail Carve,Rathian Ruby,1,7
Rathian,MR,Tail Carve,Rathian Mantle,1,2
Rathian,MR,Palico Bonus,Rathian Shard,1,50
Rathian,MR,Palico Bonus,Rathian Cortex,1,28
Rathian,MR,Palico Bonus,Large Wyvern Tear,1,22
Rathian,MR,Plunderblade,Rathian Shard,1,44
Rathian,MR,Plunderblade,Rathian Cortex,1,34
Rathian,MR,Plunderblade,Rath Wingtalon+,1,21
Rathian,MR,Plunderblade,Rathian Mantle,1,1
Rathian,MR,Bandit Mantle,Lustrous Scale,1,100
Rathian,MR,Hunt (Bronze),Rathian Cortex,1,29
Rathian,MR,Hunt (Bronze),Rathian Shard,1,23
Rathian,MR,Hunt (Bronze),Conflagrant Sac,1,21
Rathian,MR,Hunt (Bronze),Rath Wingtalon+,1,14
Rathian,MR,Hunt (Bronze),Rathian Weave,1,10
Rathian,MR,Hunt (Bronze),Rathian Ruby,1,3
Rathian,MR,Investigation (Silver),Rathian Surspike,1,22
Rathian,MR,Investigation (Silver),Rathian Cortex,2,18
Rathian,MR,Investigation (Silver),Rathian Shard,2,16
Rathian,MR,Investigation (Silver),Rathian Weave,1,14
Rathian,MR,Investigation (Silver),Conflagrant Sac,2,14
Rathian,MR,Investigation (Silver),Rathian Ruby,1,10
Rathian,MR,Investigation (Silver),Rathian Mantle,1,6
Rathian,MR,Investigation (Gold),Rathian Surspike,1,22
Rathian,MR,Investigation (Gold),Rathian Cortex,3,17
Rathian,MR,Investigation (Gold),Rathian Shard,3,14
Rathian,MR,Investigation (Gold),Rathian Mantle,1,13
Rathian,MR,Investigation (Gold),Rathian Weave,2,12
Rathian,MR,Investigation (Gold),Conflagrant Sac,2,12
Rathian,MR,Investigation (Gold),Rathian Ruby,1,10
Rathian,MR,Investigation (Purple),Ancient Feystone,1,70
Rathian,MR,Investigation (Purple),Carved Feystone,1,30
Rathian,MR,Guiding Lands (Low),Fierce Dragonvein Bone,1,63
Rathian,MR,Guiding Lands (Low),Queen's Scale,1,37
Rathian,MR,Guiding Lands (Mid),Queen's Scale,1,63
Rathian,MR,Guiding Lands (Mid),Fierce Dragonvein Bone,1,37
Rathian,MR,Guiding Lands (High),Queen's Scale,1,100
Rathian,MR,Guiding Lands (Tempered),Tempered Green Scale,1,54
Rathian,MR,Guiding Lands (Tempered),Spiritvein Slogbone,1,25
Rathian,MR,Guiding Lands (Tempered),Spiritvein Gem Shard,1,21
Tzitzi-Ya-Ku,LR,Track,Tzitzi-Ya-Ku Scale,1,100
Tzitzi-Ya-Ku,LR,Carve / Capture,Tzitzi-Ya-Ku Scale,1,36
Tzitzi-Ya-Ku,LR,Carve / Capture,Tzitzi-Ya-Ku Hide,1,28
Tzitzi-Ya-Ku,LR,Carve / Capture,Tzitzi-Ya-Ku Photophore,1,21
Tzitzi-Ya-Ku,LR,Carve / Capture,Tzitzi-Ya-Ku Claw,1,15
Tzitzi-Ya-Ku,LR,Wound Head,Tzitzi-Ya-Ku Photophore,1,100
Tzitzi-Ya-Ku,LR,Shiny Drop,Tzitzi-Ya-Ku Scale,1,50
Tzitzi-Ya-Ku,LR,Shiny Drop,Tzitzi-Ya-Ku Claw,1,28
Tzitzi-Ya-Ku,LR,Shiny Drop,Wyvern Tear,1,22
Tzitzi-Ya-Ku,LR,Palico Bonus,Tzitzi-Ya-Ku Scale,1,50
Tzitzi-Ya-Ku,LR,Palico Bonus,Tzitzi-Ya-Ku Claw,1,28
Tzitzi-Ya-Ku,LR,Palico Bonus,Wyvern Tear,1,22
Tzitzi-Ya-Ku,LR,Plunderblade,Tzitzi-Ya-Ku Scale,1,43
Tzitzi-Ya-Ku,LR,Plunderblade,Tzitzi-Ya-Ku Hide,1,35
Tzitzi-Ya-Ku,LR,Plunderblade,Tzitzi-Ya-Ku Claw,1,22
Tzitzi-Ya-Ku,LR,Bandit Mantle,Large Scale,1,100
Tzitzi-Ya-Ku,LR,Hunt (Bronze),Tzitzi-Ya-Ku Hide,1,27
Tzitzi-Ya-Ku,LR,Hunt (Bronze),Tzitzi-Ya-Ku Scale,1,21
Tzitzi-Ya-Ku,LR,Hunt (Bronze),Monster Bone L,1,16
Tzitzi-Ya-Ku,LR,Hunt (Bronze),Tzitzi-Ya-Ku Claw,1,15
Tzitzi-Ya-Ku,LR,Hunt (Bronze),Dash Extract,1,12
Tzitzi-Ya-Ku,LR,Hunt (Bronze),Tzitzi-Ya-Ku Photophore,1,9
Tzitzi-Ya-Ku,LR,Investigation (Silver),Tzitzi-Ya-Ku Claw,1,32
Tzitzi-Ya-Ku,LR,Investigation (Silver),Tzitzi-Ya-Ku Photophore,1,25
Tzitzi-Ya-Ku,LR,Investigation (Silver),Tzitzi-Ya-Ku Hide,2,18
Tzitzi-Ya-Ku,LR,Investigation (Silver),Dash Extract,2,14
Tzitzi-Ya-Ku,LR,Investigation (Silver),Tzitzi-Ya-Ku Scale,2,11
Tzitzi-Ya-Ku,LR,Investigation (Gold),Tzitzi-Ya-Ku Claw,1,36
Tzitzi-Ya-Ku,LR,Investigation (Gold),Tzitzi-Ya-Ku Photophore,1,30
Tzitzi-Ya-Ku,LR,Investigation (Gold),Tzitzi-Ya-Ku Hide,3,14
Tzitzi-Ya-Ku,LR,Investigation (Gold),Dash Extract,3,12
Tzitzi-Ya-Ku,LR,Investigation (Gold),Tzitzi-Ya-Ku Scale,3,8
Tzitzi-Ya-Ku,HR,Track,Tzitzi-Ya-Ku Scale+,1,100
Tzitzi-Ya-Ku,HR,Carve / Capture,Tzitzi-Ya-Ku Scale+,1,35
Tzitzi-Ya-Ku,HR,Carve / Capture,Tzitzi-Ya-Ku Hide+,1,27
Tzitzi-Ya-Ku,HR,Carve / Capture,Tzitzi-Ya-Ku Photophore+,1,20
Tzitzi-Ya-Ku,HR,Carve / Capture,Tzitzi-Ya-Ku Claw+,1,14
Tzitzi-Ya-Ku,HR,Carve / Capture,Bird Wyvern Gem,1,4
Tzitzi-Ya-Ku,HR,Wound Head,Tzitzi-Ya-Ku Photophore+,1,100
Tzitzi-Ya-Ku,HR,Shiny Drop,Tzitzi-Ya-Ku Scale+,1,50
Tzitzi-Ya-Ku,HR,Shiny Drop,Tzitzi-Ya-Ku Claw+,1,28
Tzitzi-Ya-Ku,HR,Shiny Drop,Wyvern Tear,1,22
Tzitzi-Ya-Ku,HR,Palico Bonus,Tzitzi-Ya-Ku Scale+,1,50
Tzitzi-Ya-Ku,HR,Palico Bonus,Tzitzi-Ya-Ku Claw+,1,28
Tzitzi-Ya-Ku,HR,Palico Bonus,Wyvern Tear,1,22
Tzitzi-Ya-Ku,HR,Plunderblade,Tzitzi-Ya-Ku Scale+,1,43
Tzitzi-Ya-Ku,HR,Plunderblade,Tzitzi-Ya-Ku Hide+,1,35
Tzitzi-Ya-Ku,HR,Plunderblade,Tzitzi-Ya-Ku Claw+,1,20
Tzitzi-Ya-Ku,HR,Plunderblade,Bird Wyvern Gem,1,2
Tzitzi-Ya-Ku,HR,Bandit Mantle,Large Scale,1,70
Tzitzi-Ya-Ku,HR,Bandit Mantle,Beautiful Scale,1,30
Tzitzi-Ya-Ku,HR,Hunt (Bronze),Tzitzi-Ya-Ku Hide+,1,26
Tzitzi-Ya-Ku,HR,Hunt (Bronze),Tzitzi-Ya-Ku Scale+,1,20
Tzitzi-Ya-Ku,HR,Hunt (Bronze),Monster Bone+,1,16
Tzitzi-Ya-Ku,HR,Hunt (Bronze),Tzitzi-Ya-Ku Claw+,1,14
Tzitzi-Ya-Ku,HR,Hunt (Bronze),Dash Extract,2,12
Tzitzi-Ya-Ku,HR,Hunt (Bronze),Tzitzi-Ya-Ku Photophore+,1,9
Tzitzi-Ya-Ku,HR,Hunt (Bronze),Bird Wyvern Gem,1,3
Tzitzi-Ya-Ku,HR,Investigation (Silver),Tzitzi-Ya-Ku Claw+,1,32
Tzitzi-Ya-Ku,HR,Investigation (Silver),Tzitzi-Ya-Ku Photophore+,1,23
Tzitzi-Ya-Ku,HR,Investigation (Silver),Tzitzi-Ya-Ku Hide+,2,14
Tzitzi-Ya-Ku,HR,Investigation (Silver),Dash Extract,2,12
Tzitzi-Ya-Ku,HR,Investigation (Silver),Tzitzi-Ya-Ku Scale+,2,11
Tzitzi-Ya-Ku,HR,Investigation (Silver),Bird Wyvern Gem,1,8
Tzitzi-Ya-Ku,HR,Investigation (Gold),Tzitzi-Ya-Ku Claw+,1,30
Tzitzi-Ya-Ku,HR,Investigation (Gold),Tzitzi-Ya-Ku Photophore+,1,24
Tzitzi-Ya-Ku,HR,Investigation (Gold),Bird Wyvern Gem,1,16
Tzitzi-Ya-Ku,HR,Investigation (Gold),Tzitzi-Ya-Ku Hide+,3,12
Tzitzi-Ya-Ku,HR,Investigation (Gold),Dash Extract,3,10
Tzitzi-Ya-Ku,HR,Investigation (Gold),Tzitzi-Ya-Ku Scale+,3,8
Tzitzi-Ya-Ku,MR,Track,Tzitzi-Ya-Ku Shard,1,100
Tzitzi-Ya-Ku,MR,Carve / Capture,Tzitzi-Ya-Ku Shard,1,35
Tzitzi-Ya-Ku,MR,Carve / Capture,Tzitzi-Ya-Ku Thickhide,1,27
Tzitzi-Ya-Ku,MR,Carve / Capture,Tzitzi-Ya-Ku Photomembrane,1,20
Tzitzi-Ya-Ku,MR,Carve / Capture,Tzitzi-Ya-Ku Hardclaw,1,14
Tzitzi-Ya-Ku,MR,Carve / Capture,Fey Wyvern Gem,1,4
Tzitzi-Ya-Ku,MR,Wound Head,Tzitzi-Ya-Ku Photomembrane,1,100
Tzitzi-Ya-Ku,MR,Shiny Drop,Tzitzi-Ya-Ku Shard,1,50
Tzitzi-Ya-Ku,MR,Shiny Drop,Tzitzi-Ya-Ku Hardclaw,1,28
Tzitzi-Ya-Ku,MR,Shiny Drop,Large Wyvern Tear,1,22
Tzitzi-Ya-Ku,MR,Palico Bonus,Tzitzi-Ya-Ku Shard,1,50
Tzitzi-Ya-Ku,MR,Palico Bonus,Tzitzi-Ya-Ku Hardclaw,1,28
Tzitzi-Ya-Ku,MR,Palico Bonus,Large Wyvern Tear,1,22
Tzitzi-Ya-Ku,MR,Plunderblade,Tzitzi-Ya-Ku Shard,1,43
Tzitzi-Ya-Ku,MR,Plunderblade,Tzitzi-Ya-Ku Thickhide,1,35
Tzitzi-Ya-Ku,MR,Plunderblade,Tzitzi-Ya-Ku Hardclaw,1,20
Tzitzi-Ya-Ku,MR,Plunderblade,Fey Wyvern Gem,1,2
Tzitzi-Ya-Ku,MR,Bandit Mantle,Beautiful Scale,1,70
Tzitzi-Ya-Ku,MR,Bandit Mantle,Lustrous Scale,1,30
Tzitzi-Ya-Ku,MR,Hunt (Bronze),Tzitzi-Ya-Ku Thickhide,1,30
Tzitzi-Ya-Ku,MR,Hunt (Bronze),Tzitzi-Ya-Ku Shard,1,23
Tzitzi-Ya-Ku,MR,Hunt (Bronze),Dash Extract,2,18
Tzitzi-Ya-Ku,MR,Hunt (Bronze),Tzitzi-Ya-Ku Hardclaw,1,16
Tzitzi-Ya-Ku,MR,Hunt (Bronze),Tzitzi-Ya-Ku Photomembrane,1,10
Tzitzi-Ya-Ku,MR,Hunt (Bronze),Fey Wyvern Gem,1,3
Tzitzi-Ya-Ku,MR,Investigation (Silver),Tzitzi-Ya-Ku Hardclaw,1,32
Tzitzi-Ya-Ku,MR,Investigation (Silver),Tzitzi-Ya-Ku Photomembrane,1,23
Tzitzi-Ya-Ku,MR,Investigation (Silver),Tzitzi-Ya-Ku Thickhide,2,14
Tzitzi-Ya-Ku,MR,Investigation (Silver),Dash Extract,3,12
Tzitzi-Ya-Ku,MR,Investigation (Silver),Tzitzi-Ya-Ku Shard,2,11
Tzitzi-Ya-Ku,MR,Investigation (Silver),Fey Wyvern Gem,1,8
Tzitzi-Ya-Ku,MR,Investigation (Gold),Tzitzi-Ya-Ku Hardclaw,1,30
Tzitzi-Ya-Ku,MR,Investigation (Gold),Tzitzi-Ya-Ku Photomembrane,1,24
Tzitzi-Ya-Ku,MR,Investigation (Gold),Fey Wyvern Gem,1,16
Tzitzi-Ya-Ku,MR,Investigation (Gold),Tzitzi-Ya-Ku Thickhide,3,12
Tzitzi-Ya-Ku,MR,Investigation (Gold),Dash Extract,5,10
Tzitzi-Ya-Ku,MR,Investigation (Gold),Tzitzi-Ya-Ku Shard,3,8
Tzitzi-Ya-Ku,MR,Guiding Lands (Low),Fierce Dragonvein Bone,1,63
Tzitzi-Ya-Ku,MR,Guiding Lands (Low),Dazzling Photophore+,1,37
Tzitzi-Ya-Ku,MR,Guiding Lands (Mid),Dazzling Photophore+,1,63
Tzitzi-Ya-Ku,MR,Guiding Lands (Mid),Fierce Dragonvein Bone,1,37
Tzitzi-Ya-Ku,MR,Guiding Lands (High),Dazzling Photophore+,1,100
Tzitzi-Ya-Ku,MR,Guiding Lands (Tempered),Dazzling Photophore+,1,100
Paolumu,LR,Track,Paolumu Scale,1,100
Paolumu,LR,Carve / Capture,Paolumu Scale,1,36
Paolumu,LR,Carve / Capture,Paolumu Pelt,1,28
Paolumu,LR,Carve / Capture,Paolumu Webbing,1,21
Paolumu,LR,Carve / Capture,Paolumu Shell,1,15
Paolumu,LR,Wound Neck Pouch,Paolumu Pelt,1,100
Paolumu,LR,Wound Wings,Paolumu Webbing,1,100
Paolumu,LR,Wound Back,Paolumu Pelt,1,100
Paolumu,LR,Wound Tail,Paolumu Shell,1,100
Paolumu,LR,Shiny Drop,Paolumu Scale,1,50
Paolumu,LR,Shiny Drop,Paolumu Shell,1,28
Paolumu,LR,Shiny Drop,Wyvern Tear,1,22
Paolumu,LR,Palico Bonus,Paolumu Scale,1,50
Paolumu,LR,Palico Bonus,Paolumu Shell,1,28
Paolumu,LR,Palico Bonus,Wyvern Tear,1,22
Paolumu,LR,Plunderblade,Paolumu Scale,1,43
Paolumu,LR,Plunderblade,Paolumu Pelt,1,35
Paolumu,LR,Plunderblade,Paolumu Shell,1,22
Paolumu,LR,Bandit Mantle,Large Scale,1,100
Paolumu,LR,Hunt (Bronze),Paolumu Pelt,1,27
Paolumu,LR,Hunt (Bronze),Paolumu Scale,1,21
Paolumu,LR,Hunt (Bronze),Monster Bone L,1,16
Paolumu,LR,Hunt (Bronze),Paolumu Shell,1,15
Paolumu,LR,Hunt (Bronze),Nourishing Extract,1,12
Paolumu,LR,Hunt (Bronze),Paolumu Webbing,1,9
Paolumu,LR,Investigation (Silver),Paolumu Shell,1,32
Paolumu,LR,Investigation (Silver),Paolumu Webbing,1,25
Paolumu,LR,Investigation (Silver),Paolumu Pelt,2,18
Paolumu,LR,Investigation (Silver),Nourishing Extract,2,14
Paolumu,LR,Investigation (Silver),Paolumu Scale,2,11
Paolumu,LR,Investigation (Gold),Paolumu Shell,1,36
