name_en,description_en,name_ja,description_ja,name_fr,description_fr,name_it,description_it,name_de,description_de,name_es,description_es,name_pt,description_pt,name_pl,description_pl,name_ru,description_ru,name_ko,description_ko,name_zh,description_zh,name_ar,description_ar
Anjanath,"The Anjanath patrols the Ancient Forest, looking for its favorite meal, Aptonoth. This belligerent monster will attack anything without hesitation.",アンジャナフ,捕食対象の草食種が多く棲息する古代樹の森を 縄張りとするモンスター。非常に好戦的で、 他のモンスターに対しても躊躇なく襲い掛かる。,Anjanath,"L'Anjanath parcourt la Forêt ancienne à la recherche d'Aptonoth, son met favori. Ce monstre belliqueux attaque sans hésitation.",Anjanath,"L'Anjanath si aggira per la Foresta antica in cerca degli Aptonoth, il suo pasto preferito. Questo mostro attacca senza alcuna esitazione tutto ciò che gli si para davanti.",Anjanath,Der Anjanath durchstreift den Uralten Wald auf der Suche nach seinem Lieblingsmahl: Aptonoths. Dieses streitsüchtige Monster stürzt sich ohne zu zögern auf jeden!,Anjanath,"Los Anjanath patrullan por el Bosque Primigenio en busca de su comida preferida, los Aptonoth. Este agresivo monstruo ataca a cualquiera sin titubear.",Anjanath,"O Anjanath patrulha a Floresta Ancestral atrás da sua refeição, o Aptonote. Este monstro hostil ataca a todos sem hesitar.",Anjanath,"Anjanath krąży po Starodrzewie, szukając ulubionego posiłku - Aptonotha. Ten bojowy potwór atakuje wszystko bez wahania.",Аньянат,Аньянаты рыщут по Древнему лесу в поисках любимой добычи: аптонотов. Чудовище свирепо и крайне агрессивно.,안쟈나프,포식 대상인 초식종이 서식하는 고대수의 숲을 영역으로 하는 몬스터. 매우 호전적이기에 다른 몬스터에게도 주저 없이 달려든다.,蠻顎龍,以捕食對象草食種大量棲息的古代樹森林 為地盤的魔物。非常好戰， 會毫不猶豫地襲擊其他魔物。,أنجاناث,تجوب الأنجاناث الغابة العتيقة بحثًا عن وجبتها المفضلة، أبتونوث. سيهاجم هذا الوحش العدواني أي شيء من دون تردد.
Rathian,"Wyverns known as the ""Queens of the Land."" Terrestrial predators, they overpower prey with their venomous tails and powerful legs.",リオレイア,地上を中心に狩りを行なう、別名≪陸の女王≫。 つがいで狩りを行なう様子も目撃されており、 優れた脚力と毒を含んだ尾で獲物を仕留める。,Rathian,"Wyverne femelle surnommée ""Reine de la terre"", elle chasse principalement au sol utilisant ses pattes puissantes et sa queue sécrétant du poison.",Rathian,"Wyvern femmina, conosciuta anche con il nome di ""Regina delle terre"". Caccia prevalentemente a terra grazie alla coda, da cui secerne un veleno mortale, e alle sue possenti zampe.",Rathian,"Eine weibliche Wyvern, auch als ""Königin des Landes"" bekannt. Mit ihrem giftabsondernden Schwanz und kräftigen Beinen jagt sie Beute bevorzugt am Boden.",Rathian,"Wyverns conocidas como ""reinas de la tierra"". Depredadoras terrestres que dominan a sus presas con su cola venenosa y poderosas patas.",Rathian,"Serpes conhecidas como ""Rainhas da Terra"". Predadores terrestres que subjugam presas com suas caudas venenosas e pernas fortes.",Rathiana,"Wiwerny znane jako „królowe lądu”. Lądowe drapieżniki, obezwładniające ofiary jadowitymi ogonami i potężnymi nogami.",Ратиана,"Этих виверн называют ""Королевами земель"". Это сухопутные хищники, убивающие добычу мощными лапами и ядовитыми хвостами.",리오레이아,지상을 중심으로 사냥하는 일명 ≪육지의 여왕≫. 한 쌍이 사냥하는 모습도 목격되고 있으며 우수한 각력과 독 꼬리로 사냥감을 끝장낸다.,雌火龍,以地面為狩獵重心，別名《陸之女王》。 曾有雌雄一同狩獵的目擊情報， 會用優秀的腳力和含有毒的尾巴解決獵物。,راثيان,"التنانين المجنحة المعروفة باسم ""ملكات الأرض."" مفترسة أرضية، تتغلب على ضحيتها باستخدام ذيولها السامة وأقدامها القوية."
Tzitzi-Ya-Ku,This odd monster blinds both prey and enemies with a special pulsing organ near its head. It then uses its strong legs to deliver finishing blows.,ツィツィヤック,獲物や天敵を発見すると発光器官を大きく広げ、 閃光で目を眩まし隙を生み出すようだ。獲物を 仕留める際は脚力を活かした攻撃を用いてくる。,Tzitzi-Ya-Ku,"Cette étrange créature aveugle ses ennemis avec un organe spécial situé près de sa tête, et utilise ses pattes pour porter le coup de grâce.",Tzitzi-Ya-Ku,"Questa singolare creatura acceca le prede e i suoi nemici attraverso uno speciale organo che ha all'altezza della testa, dopodiché usa le sue forti zampe per sferrare il colpo di grazia.",Tzitzi-Ya-Ku,"Dieses seltsame Monster blendet sowohl Beute als auch Feinde mit einem speziellen pulsierenden Organ in der Nähe seines Kopfs, bevor es mit seinen kräftigen Beinen tödlich zutritt.",Tzitzi-Ya-Ku,"Un extraño monstruo que ciega tanto a presas como a enemigos con los destellos de un órgano especial cerca de su cabeza, para a continuación rematarlos con sus fuertes patas.",Tzitzi-Ya-Ku,Este monstro estranho cega a presa e os inimigos com um órgão pulsante na cabeça e usa pernas fortes para finalizar o ataque.,Tzitzi-Ya-Ku,Ten dziwny potwór oślepia ofiary i wrogów specjalnym pulsującym narządem przy głowie. Następnie zadaje zabójcze ciosy nogami.,Цици-йа-ку,"Странное чудовище, ослепляющее добычу и врагов за счет импульсного органа у головы В качестве оружия использует мощные ноги.",치치야크,사냥감이나 천적을 발견하면 발광 기관을 크게 벌려 그 섬광의 빛으로 틈을 만드는 듯하다. 마무리 지을 땐 각력을 활용한 공격을 해온다.,眩鳥,一發現獵物或天敵，發光器官 就會張大，發出耀眼的閃光來製造對方破綻。 要解決獵物的時候，會活用腳力發動攻擊。,تسيتسي-يا-كو,هذا الوحش الغريب يسبب العمى لضحيته وأعدائه باستخدام عضو نابض مميز بالقرب من قلبه. ويستخدم بعد ذلك قدمه القوية لتنفيذ ضربات قاضية.
Paolumu,"Paolumu feast on eggs found in the Coral Highlands. They are able to float through the air using unique sacs in their bodies, and attack with their extremely hard tails.",パオウルムー,陸珊瑚の卵を主食とする飛竜種。体内に空気を 溜め、吐き出す力を利用して空中を移動しながら 硬い尻尾を使った強烈な攻撃を繰り出してくる。,Paolumu,Le Paolumu se nourrit d'œufs trouvés sur le Plateau de corail. Il flotte grâce aux poches d'air dans son corps et attaque avec sa queue extrêmement dure.,Paolumu,Il Paolumu si ciba di uova negli Altipiani corallini. È in grado di librarsi in aria grazie alle sacche che ha nel corpo. Usa la sua dura coda per sferrare potenti attacchi.,Paolumu,"Der Paolumu ernährt sich von Eiern, die er im Korallenhochland findet. Dank einzigartiger Säcke in seinem Körper fliegt er durch die Luft und greift mit seinem harten Schwanz an.",Paolumu,Los Paolumu se dan auténticos festines de huevos en los Altiplanos Coralinos. Los peculiares sacos de aire de su cuerpo les permiten flotar por el aire y atacar con su durísima cola.,Paolumu,"O Paolumu devora ovos nos Planaltos Coralinos, se lança no ar usando glândulas corporais e ataca com sua cauda extremamente dura.",Paolumu,Paolumu zjada jaja na Pogórzu Koralowym. Porusza się w powietrzu przy użyciu specjalnych worków i atakuje twardym ogonem.,Паолуму,Паолуму охотятся за яйцами на Коралловом нагорье. Они быстро перемещаются благодаря особым воздушным мешкам. Берегитесь хвоста!,파오우르무,"육산호의 알이 주식인 비룡종. 체내의 공기를 모아서 뱉는 힘을 이용하여 공중을 이동하면서, 딱딱한 꼬리를 사용한 강렬한 공격을 구사한다.",浮空龍,以陸珊瑚的卵為主食的飛龍種。能在體內 蓄積空氣，利用吐出的力量進行空中移動， 同時利用堅硬的尾巴施展強力攻擊。,باولومو,تتغذى الباولومو على البيض في المرتفعات المرجانية. يمكنها دفع نفسها في الهواء بأكياس مميزة في أجسادها والهجوم بذيلها شديد الصلابة.
Great Girros,"A monster that scavenges for meals dropped from the Coral Highlands. It acts as the alpha leader of a Girros pack, and sports giant fangs that paralyze its prey.",ドスギルオス,陸珊瑚の台地から落ちてくる獲物の肉を求め、 ギルオスを引き連れ徘徊しているモンスター。 大牙には麻痺毒を持ち、これで獲物を仕留める。,Grand Girros,"Un monstre qui se nourrit des restes de nourriture tombant du Plateau de corail. À la tête des meutes de Girros, il paralyse ses proies à l'aide de ses énormes crocs.",Gran Girros,"Un mostro che è solito rovistare alla ricerca di creature precipitate dagli Altipiani corallini. Grazie alle enormi zanne che secernono un veleno paralizzante, è il maschio dominante del suo branco.",Groß-Girros,"Der Groß-Girros sucht nach Beute, die aus dem Korallenhochland herabgefallen ist, wobei er mit seinen riesigen lähmenden Zähnen gleichzeitig als Anführer eines Girros-Rudels fungiert.",Gran Girros,"Un monstruo que se alimenta rapiñando los restos de comida caídos de los Altiplanos Coralinos. Actúan como líderes en las manadas de Girros, y cuentan con colmillos paralizantes de gran tamaño.",Grande Girros,Monstro que busca refeições nos Planaltos. Atua como o alfa do bando de Girros e exibe dentes gigantes que paralisam a presa.,Wielki Girros,"Padlinożerca z Pogórza Koralowego Jest przywódcą stada Girrosów i ma ogromne kły, którymi paraliżuje ofiarę.",Большой гиррос,"Питается тем, что упало с Кораллового нагорья. Могучие клыки этого чудовища парализуют жертву.",도스기르오스,육산호의 대지로 떨어지는 사냥감을 찾아 기르오스를 거느리며 배회하는 몬스터. 커다란 이빨의 마비 독으로 사냥감을 덮친다.,大凶顎龍,為了尋找撿拾從陸珊瑚台地掉落的獵物肉， 會拉著凶顎龍四處徘徊的魔物。 大牙裡含有麻痺毒，會用來解決獵物。,غيروس العظيم,وحش يقتات على الوجبات التي تسقط من المرتفعات المرجانية. يُعد القائد الألفا لقطيع غيروس ويبرز أنيابًا ضخمة تشل ضحيتها.
Radobaan,"A gigantic brute wyvern that eats the bones of carcasses found in the Rotten Vale, using some of it as armor. It also rolls into a ball as a form of attack and transportation.",ラドバルキン,瘴気の谷に残された屍肉の骨を食べ、全身にその 骨を纏う獣竜種。身体を丸め、転がるようにして 移動や攻撃を行なう姿が目撃されている。,Radobaan,"Une wyverne de terre gigantesque qui se nourrit d'ossements dans le Val putride, et s'en sert comme armure. Il se met en boule pour attaquer et se déplacer.",Radobaan,"Un gigantesco wyvern brutale che usa le ossa delle carcasse della Valle putrefatta come cibo o come armatura. Il fatto che si appallottoli su sé stesso è una forma di difesa, oltre che di spostamento.",Radobaan,Dieser gigantische Kampfwyvern frisst die Knochen der Kadaver im Tal der Verwesung; oder nutzt sie als Rüstung. Er rollt sich für Angriffe und zum Fortbewegen zusammen.,Radobaan,"Un wyvern brutal gigantesco que se alimenta de huesos de cadáveres que encuentra en el Valle Putrefacto. También es capaz de usar los huesos como armadura, y se enrolla en una bola para atacar y desplazarse.",Radobaan,"Uma serpe bruta que devora carcaças no Vale, usando parte dos ossos como armadura. Também rola como bola para atacar e se mover.",Radobaan,"Wiwerna zwalista, która żywi się kośćmi z Gnijącej Doliny i robi z nich pancerz. Porusza się i atakuje zwinięta w kulę.",Радобаан,"Огромная свирепая виверна, питающаяся найденными в Гнилой долине костями. Из них она создает и свои доспехи.",라도발킨,독기의 골짜기에 남겨진 시체의 뼈를 먹고 온몸에 그 뼈를 걸친 수룡종. 몸을 둥글게 말아 이동하거나 공격하는 모습이 목격되고 있다.,骨鎚龍,吞食殘存於瘴氣之谷的屍肉屍骨，全身纏繞 屍骨的獸龍種。曾經被目擊到牠綣縮起身體以 滾動的形式進行移動及攻擊。,رادوبان,تنين مجنح متوحش يأكل عظام الجثث الموجودة في الوادي المتعفن، مستخدمًا بعضها كدرع له. يتدحرج كالكرة كأسلوب هجوم ونقل.
Legiana,"The apex monster of the Coral Highlands, whose diet primarily consists of Raphinos. It emits a chilling wind from its body, which dulls its prey's ability to escape.",レイギエナ,陸珊瑚の台地の主。捕食対象であるラフィノスの 群れを狙って姿を現わし、全身から冷気を放って 獲物の動きを鈍らせながら狩りを行なう。,Legiana,Monstre régnant sur le Plateau de corail où il se nourrit de Raphinos. Son corps émet un vent glacial qui empêche ses proies de s'enfuir.,Legiana,"Il re degli Altipiani corallini. Si ciba prevalentemente di Raphinos ed emette un vento gelido dal suo corpo, impedendo alle sue prede di muoversi liberamente.",Legiana,"Der Legiana ist das Apex-Monster des Korallenhochlandes, wo er sich von Raphinos ernährt. Seinem Körper entströmt ein eiskalter Wind, der die Bewegungen seiner Beute limitiert.",Legiana,"El mayor depredador de los Altiplanos Coralinos. Su dieta se basa en los Raphinos, a los que caza con ráfagas de viento helado que emite su cuerpo y que dificulta la huida de sus víctimas.",Legiana,"O monstro dos Planaltos, cuja dieta consiste em Raphinos. Emite um vento frio do corpo para impedir que a presa escape.",Legiana,"Najgroźniejszy potwór Pogórza Koralowego, zjada głównie Raphinosy. Wypuszcza zimny podmuch, który utrudnia ofiarom ucieczkę.",Легиана,"Суперхищник Кораллового нагорья, питающийся в основном рафиносами. Может заморозить своим дыханием.",레이기에나,육산호의 대지의 주인. 포식대상인 라피노스 무리를 노리고 나타나서 전신에 냉기를 뿜어 사냥감의 움직임을 둔화시키면서 사냥을 한다.,風漂龍,陸珊瑚台地之主。看準捕食對象的芳翼龍 族群就會現身，從全身放出寒氣， 讓獵物的行動變遲鈍再開始狩獵。,ليغيانا,وحش طرف المرتفعات المرجانية الذي يتكون نظامه الغذائي في الأساس من رافينوس. يطلق رياحًا باردة من جسده من شأنها إضعاف قدرة ضحيته على الهرب.
Odogaron,"A terrifying monster that scours the Rotten Vale for carrion. Its highly aggressive nature means that anything, be it monster or man, is a potential meal.",オドガロン,屍肉を求め瘴気の谷を徘徊しているモンスター。 他のモンスターへも躊躇なく攻撃を仕掛け、 仕留めた獲物や肉片を巣に持ち帰る習性を持つ。,Odogaron,"Un monstre terrifiant qui se nourrit de charognes dans le Val putride. De nature très agressive, il s'attaque à quiconque lui semble comestible.",Odogaron,Un terrificante mostro che si aggira per la Valle putrefatta in cerca di carcasse. La sua natura aggressiva lo rende estremamente pericoloso per gli umani e per i mostri.,Odogaron,"Ein entsetzliches Monster, das im Tal der Verwesung nach Aas sucht. Dank seiner hochaggressiven Natur ist alles und jeder eine potentielle Mahlzeit.",Odogaron,"Terrorífico monstruo que recorre el Valle Putrefacto en busca de carroña. Su naturaleza agresiva convierte a cualquiera, sea monstruo o persona, en una cena potencial.",Odogaron,Um monstro aterrorizante que voa sobre o Vale em busca de carniça. Sua natureza agressiva considera tudo uma refeição.,Odogaron,"Przerażający potwór, przemierzający Gnijącą Dolinę w poszukiwaniu padliny. I potwór, i człowiek może stać się jego posiłkiem.",Одогарон,"Жуткое чудовище из Гнилой долины. Предпочитает падаль, но агрессивно и не откажется закусить охотником.",오도가론,"시체를 찾아 독기의 골짜기를 배회하는 몬스터. 다른 몬스터에게도 주저 없이 공격하며, 끝장낸 사냥감이나 살점을 둥지로 가져가는 습성 있음.",慘爪龍,徘徊瘴氣之谷尋找屍肉的魔物。 會毫不猶豫地攻擊其他魔物， 有著會將擊殺的獵物與肉片帶回巢穴的習性。,أودوغارون,وحش مخيف يفتّش الوادي المتعفن بحثًا عن جثث ميتة. بسبب طبيعتها الوحشية، تعتبر أي شيء سواء وحش أو شخص وجبتها المحتملة.
Rathalos,"The apex monster of the Ancient Forest, also known as the ""King of the Skies."" A terrible wyvern that descends upon invaders, attacking with poison claws and fiery breath.",リオレウス,古代樹の森で生態系の頂点に立つ≪空の王者≫。 縄張りには鱗や爪痕が残されており、侵入者には モンスターであろうと容赦なく襲い掛かる。,Rathalos,"Monstre dominant la Forêt ancienne et surnommé le ""Roi des Cieux"", il descend du ciel pour attaquer ses proies avec ses griffes empoisonnées et son souffle infernal.",Rathalos,"Il dominatore della Foresta antica, conosciuto anche come il ""Re dei cieli"". Feroce wyvern che attacca dal cielo gli intrusi colpendoli con i suoi artigli velenosi e con il suo respiro di fuoco.",Rathalos,"Das Apex-Monster des Uralten Waldes, bekannt als ""König der Lüfte"". Ein schrecklicher Wyvern, der auf Eindringlinge herabstößt und mit Giftklauen und Feueratem angreift.",Rathalos,"El mayor depredador del Bosque Primigenio, también conocido como ""rey de los cielos"". Un terrible monstruo que ataca a todo invasor con garras venenosas y aliento de fuego.",Rathalos,"O monstro da Floresta Ancestral, o ""Rei dos Céus"". Serpe terrível que ataca invasores com garras de veneno e sopro ardente.",Rathalos,"Najgroźniejszy potwór Starodrzewu, znany też jako „Król Przestworzy”. Straszliwa wiwerna, atakująca z góry jadowymi szponami i ogniem.",Раталос,"Суперхищник Древнего леса, также известный как ""Король неба"". В бою полагается на яд и огненное дыхание.",리오레우스,고대수의 숲 생태계의 정점에 선 ≪하늘의 왕자≫ 영역엔 비늘이나 발톱 자국이 남아있으며 침입자는 몬스터일지라도 가차없이 덤벼든다.,火龍,立於古代樹森林生態系統頂點的《空之王者》。 會在地盤上留下鱗片及爪痕，即使入侵的是 魔物，也會毫不留情地發動襲擊。,راذالوس,"وحش طرف الغابة العتيقة المعروف أيضًا باسم ""ملك السماء"". تنين مجنح مرعب ينزل على الغزاة ويهاجمهم بمخالبه السامة ونفسه الناري."
Diablos,"The apex monster of the Wildspire Waste. A menacing, territorial beast that lurks underground. Loud noises will cause it to lunge out of the sand in search of prey.",ディアブロス,大蟻塚の荒地の主。強い縄張り意識と暴君の如き 攻撃性を持ち、地下の縄張りの上で大きな音を 立てた獲物を引きずり込もうとする習性がある。,Diablos,"Régnant sur le Désert des termites, ce monstre a tendance à se cacher sous le sol et à surgir du sable pour s'attaquer aux imprudents qui font trop de bruit.",Diablos,Il re delle Guglie selvagge. Questa bestia si annida nelle profondità del sottosuolo. I rumori forti lo fanno emergere dalle sabbie in cerca della sua preda.,Diablos,"Das Apex-Monster der Wildturm-Ödnis. Ein bedrohliches, territoriales Biest, das im Untergrund lauert. Laute Geräusche locken es an die Oberfläche, um Beute zu machen.",Diablos,"El mayor depredador del Yermo de Agujas. Una bestia amenazadora y muy territorial, que se esconde bajo tierra. Los ruidos fuertes le hacen salir en busca de presas a las que arrastrar bajo las arenas.",Diablos,O monstro do Ermo Selvagulha. Uma fera territorial que espreita no subterrâneo. Ruídos a fazem sair da areia atrás da presa.,Diablos,Najgroźniejszy potwór Pustkowia Dzikowieży. Terytorialna bestia czyhająca pod ziemią. Na głośny dźwięk wyskakuje z piasku.,Диаблос,"Суперхищник Дикогорья. Подземное территориальное чудовище. Атакует из песка, услышав шум.",디아블로스,개밋둑의 황야의 주인. 강한 영역 의식과 폭군 같은 공격성이 있어 지하 영역 위에서 커다란 소리를 내는 사냥감을 끌어당기는 습성이 있다.,角龍,大蟻塚荒地之主。擁有強烈地盤意識與 暴君般的攻擊性。獵物在地底地盤的上方 發出大聲音的話，就會按照習性出手拖走獵物。,ديابلوس,وحش طرف أنقاض الهياكل الشرسة. وحش أرضي خطير يختبئ تحت الأرض. تدفعه الضوضاء للخروج من الرمال بحثًا عن ضحية.
Kirin,Kirin are so rarely sighted that little is known of their ecology. It's been said they envelop themselves in pure electricity when they are provoked.,キリン,古龍種に属するが、目撃情報が極端に少なく、 その生態はほとんど知られていない幻の生物。 雷を操り、怒り時には全身に稲妻を纏うという。,Kirin,Les Kirin sont si rares qu'on en sait peu sur leur mode de vie. On dit que leur corps se couvre d'électricité pure lorsqu'ils sont provoqués.,Kirin,"Non è facile avvistare un Kirin, per questo non si hanno molte informazioni su di loro. Pare che se provocati, il loro corpo venga avvolto dall'elettricità.",Kirin,"Der Kirin ist ein solch seltener Anblick, dass man kaum etwas über seine Ökologie weiß. Angeblich hüllt sein Körper sich in reine Elektrizität, wenn er provoziert wird.",Kirin,Los Kirin son tan difíciles de ver que poco se sabe de su ecología. Se dice que al provocarles sus cuerpos quedan envueltos en electricidad pura.,Kirin,Kirin raramente são vistos e pouco se sabe sobre eles. Dizem que se cobrem de eletricidade pura quando provocados.,Kirin,"Kiriny są taką rzadkością, że o ich życiu niewiele wiadomo. Podobno sprowokowane otaczają się czystą elektrycznością.",Кирин,"Кирины редки и почти не изучены. Говорят, если их спровоцировать, они прикрываются электрококоном.",키린,고룡종에 속하나 목격 정보가 극히 적어 그 생태는 대부분 알고 있지 못한 환상의 생물. 벼락을 부리며 분노 시엔 몸을 번개로 감싼다.,麒麟,分類是古龍種，但目擊情報極少， 幾乎無法確認其生態的夢幻生物。 能操縱雷電，據說憤怒時會全身環繞閃電。,كيرين,من النادر جدًا رؤية الكيرين لدرجة أن الصغار منها تُعرف بالمسح البيئي. يُقال بأنها تغطي نفسها بكهرباء خالصة عند تعرضها للخطر.
Zorah Magdaros,"An elder dragon that rises from the earth like a volcano. Where it's headed, and why, the Research Commission has yet to figure out.",ゾラ・マグダラオス,大地にそびえる火山を思わせる外殻を持つ古龍。 どこかを目指して移動しているように見えるが、 その目的は未だ判明していない。,Zorah Magdaros,Un dragon ancien qui sort de terre tel un volcan. La Commission de recherche doit découvrir où il est allé et comprendre ses motivations.,Zorah Magdaros,Un drago anziano che esce dai recessi della terra come un vulcano. La Commissione di ricerca deve ancora capire dove è diretto e per quale motivo.,Zorah Magdaros,"Ein Drachenältester, der sich wie ein Vulkan aus der Erde erhebt. Wohin er will, und warum, will die Forschungskommission herausfinden.",Zorah Magdaros,Un dragón anciano que surge de la tierra como un volcán. La comisión de investigación aún no ha averiguado ni hacia dónde se dirige ni por qué.,Zorah Magdaros,Um dragão ancião que emerge da terra como um vulcão. A Comissão de Pesquisa ainda não descobriu para onde ele vai ou o porquê.,Zorah Magdaros,"Starszy Smok górujący nad ziemią jak wulkan. Dokąd zmierza i po co, Komisja Badawcza musi dopiero ustalić.",Дзора Магдарос,"Древний дракон, вздымающийся над землей подобно скале. Куда и зачем он направляется, Штабу Экспедиции пока неизвестно.",조라-마그다라오스,대지에 솟은 화산이 생각나는 외각을 가진 고룡. 어딘가를 목표로 이동하는 듯이 보이지만 그 목적은 아직 판명되지 않았다.,熔山龍,外殼彷彿聳立在大地上的火山般的古龍。 彷彿是朝著某個方向在移動， 但至今仍未查明牠的目的地。,زوراه ماغداروس,تنين معمِّر يخرج من الأرض كالبركان. ما هي وجهته وسببها هو الأمر الذي لا تزال لجنة البحث تحاول معرفته.
Dodogama,A monster that devours rocks as its primary diet. The crystals it devours mix with its saliva to produce explosive minerals that it can spit at its enemies.,ドドガマル,岩を主食とするモンスター。噛み砕いた龍結晶と 唾液の成分を化合させることで爆発性の岩を 口内に蓄え、吐き出すことで天敵から身を守る。,Dodogama,Les cristaux que dévore ce monstre se mélangent à sa salive pour produire des minerais explosifs qu'il crache à ses ennemis.,Dodogama,Un mostro che si ciba prevalentemente di rocce. Produce un minerale esplosivo mischiando la saliva con i cristalli che divora e che sputa addosso ai suoi nemici.,Dodogama,Der Dodogama verschlingt Felsen als Hauptnahrungsquelle. Kristalle daraus mischen sich mit seinem Speichel und die so entstandenen explosiven Mineralien spuckt er auf Gegner.,Dodogama,Un monstruo cuya dieta se basa en devorar rocas. Los cristales que devora se mezclan con su saliva para producir minerales explosivos que escupe a sus enemigos.,Dodogama,Monstro que devora pedras como dieta e mistura os cristais com saliva para gerar minérios explosivos que cospe nos inimigos.,Dodogama,"Potwór żywiący się głównie skałami. Pożarte kryształy miesza ze śliną, przez co powstają wybuchowe minerały, którymi pluje we wrogów.",Додогама,"Чудовище, питающееся камнями. Смешиваясь со слюной, съеденная им порода превращается в взрывчатое вещество.",도도가마루,바위가 주식인 몬스터. 잘게 씹은 용결정과 타액 성분을 합친 폭발성 바위를 입안에 축적하다 내뱉어서 천적에게서 몸을 지킨다.,岩賊龍,以岩石為主食的魔物。咬碎的龍結晶 與唾液成份混合，使口腔內可以蓄積 爆炸性的岩石，必要時可以吐出來防備天敵。,دودوغما,وحش يتغذى على الصخور كوجبته الأساسية. تمتزج الكريستالات التي يأكلها مع لعابه فتنتج معادن متفجرة يستطيع أن يبصقها على أعداءه.
Pink Rathian,"A subspecies with vibrant pink scales. Pink Rathians wield their toxic tails more deftly than normal Rathians, weakening prey with poison before moving in for the kill.",リオレイア亜種,鮮やかな桜色の甲殻を持つリオレイアの亜種。 毒を含んだ尾を通常種以上に巧みに振り回し、 獲物を弱らせてから仕留める狩猟法を用いる。,Rathian sakura,"Sous-espèce de Rathian aux écailles d'un rose éclatant, elle agite habilement sa queue toxique pour affaiblir ses proies avant de les tuer.",Rathian rosa,"Una sottospecie di Rathian, le cui scaglie sono di un rosa acceso. A differenza delle comuni Rathian, le Rathian rosa scuotono la coda per indebolire la loro preda col veleno prima di ucciderla.",Rosa Rathian,"Eine Unterart der Rathian mit leuchtend rosa Schuppen. Die Rosa Rathian schwingt ihren toxischen Schwanz geschickter und schwächt ihre Beute mit Gift, bevor sie sie tötet.",Rathian Rosa,"Subespecie de Rathian con escamas de color rosa brillante. Estas Rathian sacuden sus tóxicas colas con aún más destreza que las Rathian normales, hiriendo a su presa con veneno antes de rematarla.",Rathian Rosa,"Subespécie com escamas rosas. Rathians Rosa usam as caudas tóxicas com mais destreza, enfraquecendo a presa antes do bote.",Różowa Rathiana,"Podgatunek z różowymi łuskami. Zręcznie posługują się jadowitym ogonem, którym osłabiają ofiary przed zabiciem.",Розовая ратиана,Подвид с розовым окрасом. Ловко атакуют ядовитым хвостом.,리오레이아 아종,선명한 연분홍 갑각을 가진 리오레이아의 아종. 독을 품은 꼬리를 일반종보다 더 교묘히 휘둘러 사냥감을 약화시켜 끝내는 사냥법을 사용한다.,櫻火龍,擁有鮮艷櫻花色甲殼的亞種雌火龍。 含有劇毒的尾巴揮動起來比通常種更加靈活， 狩獵時習慣削弱獵物再下殺手。,راثيان وردية,سلالة فرعية بقشور وردية متذبذبة. تستخدم راثيان الوردية ذيلها السام بليونة أكثر من العادية، تضعف ضحيتها بالسم قبل أن تبدأ القتل.
Bazelgeuse,A nefarious flying wyvern that travels the New World in search of prey. It scatters explosive scales over a wide area to prey on whatever gets caught in the blast.,バゼルギウス,獲物を求め、各地に出没している大型の飛竜。 爆発性の鱗を一面に撒き散らし、周囲に存在する 全てのものを巻き込みながら狩りを行なう。,Bazelgeuse,Une infâme wyverne volante qui parcourt le Nouveau Monde en quête de proies. Il répand ses écailles explosives pour piéger ses victimes dans les flammes.,Bazelgeuse,"Un malvagio wyvern volante che solca i cieli del Nuovo Mondo in cerca di prede. Lancia scaglie esplosive che intrappolano la preda, lasciandola soccombere avvolta tra le fiamme.",Bazelgeuse,"Ein ruchloser Flugwyvern, der die Neue Welt auf der Suche nach Beute bereist. Er kann explosive Schuppen verteilen, die Opfer in Flammen hüllen.",Bazelgeuse,"Un malvado wyvern volador que se ha desplazado al Nuevo Mundo en busca de presas. Para cazar esparce escamas explosivas por amplias superficies, para alimentarse de criaturas atrapadas en la explosión.",Bazelgeuse,Serpe alada nefasta que busca por presas no Novo Mundo. Dispersa escamas explosivas em uma área ampla para devorar qualquer alvo.,Bazelgez,"Wiwerna latająca krążąca po Nowym Świecie w poszukiwaniu ofiar. Rozrzuca wybuchowe łuski, by dopaść to, czego dosięgnie wybuch.",Базельгейс,Летающая виверна с дурной славой. Рыщет по всему Новому Свету. Добычу убивает с помощью взрывающейся чешуи.,바젤기우스,사냥감을 찾아 각지에 출몰하는 대형 비룡. 폭발성 비늘을 주변에 뿌려서 주위에 존재하는 모든 것을 휘말리게 하여 사냥을 한다.,爆鱗龍,出沒於各地尋找獵物的大型飛龍。 會對特定方向灑出爆炸性的鱗片， 將周圍的東西全部席捲進去以進行狩獵。,بازيلغيس,تنين مجنح شنيع يجوب العالم الجديد بحثًا عن ضحية. يقوم بنثر قشور متفجرة في مناطق متفرقة كي يفترس ما يعلق في الانفجار.
