base_name_en,type,item1_name,item1_qty,item2_name,item2_qty,item3_name,item3_qty,item4_name,item4_qty
Baan Claw III,Upgrade,Coma Sac,4,Elder Dragon Bone,5,Radobaan Carapace,6,Wyvern Gem,1
Jagras Edge I,Upgrade,Great Jagras Claw,1,Great Jagras Hide,1,Great Jagras Scale,3,Sharp Claw,1
Jagras Edge II,Upgrade,Coral Bone,2,Great Jagras Claw,2,Great Jagras Mane,2,Tzitzi-Ya-Ku Claw,3
Jagras Edge III,Upgrade,Great Jagras Claw,3,Great Jagras Mane,3,Great Jagras Scale,5,Monster Bone+,3
Jagras Garotte I,Upgrade,Great Jagras Claw+,4,Great Jagras Mane,6,Great Jagras Scale+,6,Piercing Claw,5
Jagras Garotte II,Upgrade,Great Jagras Claw+,6,Jagras Hide+,6,Monster Hardbone,4,Tzitzi-Ya-Ku Claw+,5
Jagras Garotte III,Upgrade,Great Jagras Claw+,8,Great Jagras Hide+,6,Novacrystal,1,Vaal Hazak Talon,2
Thunder Edge I,Upgrade,Electro Sac,1,Sturdy Bone,5,Tobi-Kadachi Claw,2,Tobi-Kadachi Electrode,1
Thunder Edge II,Upgrade,Monster Bone+,2,Tobi-Kadachi Electrode,2,Tobi-Kadachi Membrane,2,Warped Bone,2
Lightning Nemesis I,Upgrade,Quality Bone,5,Tobi-Kadachi Pelt+,3,Tobi-Kadachi Scale+,4,Vespoid Innerwing,3
Lightning Nemesis II,Upgrade,Monster Hardbone,3,Thunder Sac,3,Tobi-Kadachi Electrode+,2,Tobi-Kadachi Membrane,4
Lightning Nemesis III,Upgrade,Elder Dragon Bone,4,Tobi-Kadachi Claw+,6,Tobi-Kadachi Electrode+,4,Wyvern Gem,1
Carapace Edge I,Upgrade,Barroth Claw,1,Barroth Ridge,2,Barroth Shell,3,,
Carapace Edge II,Upgrade,Barroth Claw,2,Barroth Tail,1,Dragonite Ore,3,Kestodon Shell,3
Carapace Edge III,Upgrade,Barroth Claw,4,Barroth Scalp,2,Diablos Shell,3,Monster Bone+,3
Barroth Club I,Upgrade,Barroth Carapace,3,Barroth Claw+,2,Barroth Ridge+,2,Kestodon Carapace,5
Barroth Club II,Upgrade,Barroth Carapace,3,Barroth Claw+,4,Diablos Carapace,3,Gastodon Carapace,5
Barroth Club III,Upgrade,Barroth Claw+,5,Barroth Ridge+,5,Nergigante Horn+,1,Wyvern Gem,1
Blazing Edge I,Upgrade,Anjanath Fang,2,Anjanath Scale,3,Flame Sac,1,,
Blazing Edge II,Upgrade,Anjanath Fang,4,Anjanath Nosebone,1,Anjanath Tail,1,Rathalos Marrow,1
Flammensucher,Create,Anjanath Fang+,5,Anjanath Pelt+,6,Anjanath Plate,1,Anjanath Scale+,6
Flammensucher,Upgrade,Anjanath Fang+,4,Anjanath Plate,1,Anjanath Scale+,5,Inferno Sac,3
Gnashing Flammensucher,Upgrade,Anjanath Fang+,6,Anjanath Gem,1,Anjanath Nosebone+,2,Teostra Mane,2
Dragonbone Sword I,Create,Ancient Bone,5,Boulder Bone,5,Coral Bone,5,Warped Bone,5
Dragonbone Sword II,Upgrade,Monster Bone L,8,Monster Bone+,6,Sturdy Bone,8,,
Dragonbone Sword III,Upgrade,Brutal Bone,4,Dragonbone Relic,2,Elder Dragon Bone,10,Wyvern Gem,1
Fulminator,Upgrade,Kirin Hide,3,Kirin Tail,1,Kirin Thunderhorn,3,Lightcrystal,1
Thunderbolt Sword I,Upgrade,Dragonvein Crystal,5,Kirin Azure Horn,4,Kirin Hide+,5,Kirin Mane,4
Thunderbolt Sword II,Upgrade,Kirin Azure Horn,6,Kirin Thundertail,3,Novacrystal,2,Xeno'jiiva Shell,4
Blacksteel Sword I,Create,Coral Crystal,10,Dragonvein Crystal,10,Earth Crystal,10,Lightcrystal,1
Blacksteel Sword II,Upgrade,Carbalite Ore,10,Firecell Stone,1,Fucium Ore,5,Wyvern Gem,1
Teostra's Spada,Upgrade,Teostra Carapace,5,Teostra Claw+,2,Teostra Mane,2,Teostra Powder,4
Teostra's Emblem,Upgrade,Teostra Claw+,2,Teostra Gem,1,Teostra Horn+,5,Xeno'jiiva Soulscale,5
Xeno Mabura,Upgrade,Xeno'jiiva Claw,4,Xeno'jiiva Gem,1,Xeno'jiiva Shell,6,Xeno'jiiva Tail,2
Matched Slicers I,Create,Iron Ore,1,,,,,,
Matched Slicers II,Upgrade,Iron Ore,2,,,,,,
Matched Slicers III,Upgrade,Earth Crystal,2,Iron Ore,5,Machalite Ore,2,,
Dual Slicers I,Upgrade,Dragonite Ore,2,Machalite Ore,5,Monster Bone M,2,,
Dual Slicers II,Upgrade,Coral Crystal,2,Dragonite Ore,5,Machalite Ore,10,Monster Bone+,2
Dual Slicers III,Upgrade,Carbalite Ore,8,Dragonite Ore,5,Dragonvein Crystal,2,,
Chrome Slicers I,Upgrade,Carbalite Ore,5,Dragonite Ore,10,Dragonvein Crystal,3,Fucium Ore,8
Chrome Slicers II,Upgrade,Carbalite Ore,20,Elder Dragon Blood,2,Firecell Stone,1,Fucium Ore,13
Nergal Gouge,Upgrade,Nergigante Carapace,2,Nergigante Regrowth Plate,4,Nergigante Tail,2,Nergigante Talon,3
Decimation Claws,Upgrade,Nergigante Gem,1,Nergigante Horn+,5,Nergigante Talon,5,Xeno'jiiva Horn,2
Luminous Daggers I,Upgrade,Tzitzi-Ya-Ku Claw,2,Tzitzi-Ya-Ku Photophore,1,Tzitzi-Ya-Ku Scale,3,,
Luminous Daggers II,Upgrade,Legiana Tail Webbing,2,Sharp Claw,3,Tzitzi-Ya-Ku Claw,3,Tzitzi-Ya-Ku Photophore,2
Dual Destroyers I,Create,Novacrystal,1,Tzitzi-Ya-Ku Claw+,5,Tzitzi-Ya-Ku Photophore+,3,Tzitzi-Ya-Ku Scale+,6
Dual Destroyers I,Upgrade,Lightcrystal,1,Tzitzi-Ya-Ku Claw+,3,Tzitzi-Ya-Ku Photophore+,1,Tzitzi-Ya-Ku Scale+,5
Dual Destroyers II,Upgrade,Legiana Wing,2,Piercing Claw,5,Tzitzi-Ya-Ku Claw+,4,Tzitzi-Ya-Ku Photophore+,2
Dual Destroyers III,Upgrade,Bird Wyvern Gem,1,Daora Webbing,2,Tzitzi-Ya-Ku Claw+,5,Tzitzi-Ya-Ku Photophore+,3
Rookslayer Handaxes,Upgrade,Bazelgeuse Fuse,4,Bazelgeuse Scale+,5,Bazelgeuse Talon,3,Firecell Stone,1
Bazelhawk Rookslayer,Upgrade,Bazelgeuse Gem,1,Bazelgeuse Talon,4,Bazelgeuse Wing,4,Xeno'jiiva Wing,3
Freeze Daggers I,Upgrade,Coral Crystal,3,Frost Sac,2,Legiana Claw,3,Legiana Scale,4
Freeze Daggers II,Upgrade,Carbalite Ore,5,Legiana Tail Webbing,2,Legiana Webbing,3,Shamos Scale,5
Freeze Chain I,Upgrade,Freezer Sac,3,Fucium Ore,5,Legiana Scale+,5,Legiana Wing,3
Freeze Chain II,Upgrade,Elder Dragon Blood,3,Legiana Claw+,5,Legiana Hide+,3,Wyvern Gem,1
Rending Beaks I,Upgrade,Kulu-Ya-Ku Beak,1,Kulu-Ya-Ku Hide,2,Kulu-Ya-Ku Scale,3,,
Rending Beaks II,Upgrade,Boulder Bone,3,Kulu-Ya-Ku Beak,2,Kulu-Ya-Ku Plume,2,Radobaan Scale,3
Rending Beaks III,Upgrade,Kulu-Ya-Ku Beak,2,Kulu-Ya-Ku Plume,4,Odogaron Claw,2,Warped Bone,3
Arcanaria I,Upgrade,Kulu-Ya-Ku Beak+,3,Kulu-Ya-Ku Hide+,4,Kulu-Ya-Ku Scale+,6,,
Arcanaria II,Upgrade,Brutal Bone,3,Kulu-Ya-Ku Beak+,4,Kulu-Ya-Ku Plume+,3,Odogaron Claw+,2
Arcanaria III,Upgrade,Bird Wyvern Gem,1,Kulu-Ya-Ku Beak+,5,Kulu-Ya-Ku Plume+,4,Nergigante Talon,2
Sworn Rapiers,Upgrade,Dragonite Ore,3,Earth Crystal,6,Lightcrystal,1,Machalite Ore,5
Sworn Rapiers+,Upgrade,Carbalite Ore,5,Commendation,2,Coral Crystal,8,Dragonvein Crystal,4
Holy Sabers,Upgrade,Dragonvein Crystal,6,High Commendation,3,Novacrystal,2,Wyvern Gem,2
Bone Hatchets I,Create,Monster Bone S,1,,,,,,
Bone Hatchets II,Upgrade,Monster Bone S,2,,,,,,
Bone Hatchets III,Upgrade,Ancient Bone,1,Monster Bone M,2,,,,
Wild Hatchets I,Upgrade,Boulder Bone,2,Monster Bone L,1,Monster Bone M,5,,
Wild Hatchets II,Upgrade,Monster Bone L,1,Monster Bone+,2,Sturdy Bone,4,,
Wild Hatchets III,Upgrade,Monster Bone+,2,Monster Keenbone,2,Quality Bone,2,,
Strong Hatchets I,Upgrade,Monster Hardbone,4,Monster Keenbone,6,Quality Bone,10,,
Strong Hatchets II,Upgrade,Dragonbone Relic,1,Elder Dragon Bone,4,Monster Hardbone,6,Quality Bone,20
Blazing Hatchets I,Upgrade,Anjanath Fang,2,Anjanath Scale,3,Flame Sac,1,,
Blazing Hatchets II,Upgrade,Anjanath Fang,4,Anjanath Nosebone,1,Anjanath Tail,1,Rathalos Marrow,1
Anja Cyclone I,Upgrade,Anjanath Fang+,4,Anjanath Plate,1,Anjanath Scale+,5,Inferno Sac,3
Anja Cyclone II,Upgrade,Anjanath Fang+,5,Anjanath Pelt+,4,Firecell Stone,1,Rathalos Medulla,2
Anja Cyclone III,Upgrade,Anjanath Fang+,6,Anjanath Gem,1,Anjanath Nosebone+,2,Teostra Mane,2
Diablos Hatchets I,Upgrade,Diablos Fang,2,Diablos Shell,4,Monster Bone+,3,Twisted Horn,1
Diablos Hatchets II,Upgrade,Diablos Marrow,1,Diablos Ridge,4,Diablos Tailcase,2,Monster Keenbone,4
Diablos Clubs I,Upgrade,Blos Medulla,1,Diablos Carapace,6,Diablos Ridge+,5,Majestic Horn,3
Diablos Clubs II,Upgrade,Black Diablos Carapace,4,Black Spiral Horn+,3,Nergigante Horn+,2,Wyvern Gem,1
Madness Pangas I,Upgrade,Aqua Sac,1,Jyuratodus Fin,1,Jyuratodus Scale,3,Jyuratodus Shell,1
Madness Pangas II,Upgrade,Gajau Skin,3,Great Girros Hide,2,Jyuratodus Fin,3,Jyuratodus Shell,3
Madness Pangas III,Upgrade,Gajau Whisker,3,Jyuratodus Fang,4,Jyuratodus Shell,3,Monster Bone+,2
Jyura Hatchets I,Create,Carbalite Ore,5,Jyuratodus Carapace,4,Jyuratodus Fin+,3,Jyuratodus Scale+,5
Jyura Hatchets I,Upgrade,Gajau Scale,5,Jyuratodus Carapace,2,Jyuratodus Fin+,2,Jyuratodus Scale+,3
Jyura Hatchets II,Upgrade,Grand Gajau Whisker,3,Jyuratodus Fin+,4,Monster Hardbone,3,Torrent Sac,3
Jyura Hatchets III,Upgrade,Elder Dragon Bone,2,Jyuratodus Fang+,5,Jyuratodus Fin+,6,Wyvern Gem,1
Lava Cyclone I,Upgrade,Lavasioth Fang+,2,Lavasioth Fin+,2,Lavasioth Scale+,4,,
Lava Cyclone II,Upgrade,Lavasioth Fang+,3,Lavasioth Fin+,3,Teostra Mane,2,Wyvern Gem,1
Taurus Pangas I,Upgrade,Hornetaur Shell,3,Hornetaur Wing,2,Monster Fluid,2,,
Taurus Pangas II,Upgrade,Hornetaur Head,2,Hornetaur Shell,5,Hornetaur Wing,4,Odogaron Fang,2
Dark Ripper I,Upgrade,Dragonvein Crystal,3,Hornetaur Carapace,5,Hornetaur Innerwing,4,Monster Broth,2
Dark Ripper II,Upgrade,Azure Rathalos Wing,2,Hornetaur Carapace,5,Hornetaur Innerwing,4,Novacrystal,1
Dark Ripper III,Upgrade,Hornetaur Carapace,8,Hornetaur Innerwing,6,Vaal Hazak Fang+,3,Wyvern Gem,1
Pulsar Hatchets I,Upgrade,Tobi-Kadachi Claw,1,Tobi-Kadachi Pelt,2,Tobi-Kadachi Scale,3,,
Pulsar Hatchets II,Upgrade,Coral Crystal,3,Electro Sac,2,Tobi-Kadachi Claw,3,Tobi-Kadachi Electrode,2
Pulsar Hatchets III,Upgrade,Monster Bone+,2,Tobi-Kadachi Electrode,2,Tobi-Kadachi Membrane,2,Warped Bone,2
Kadachi Claws I,Upgrade,Dragonvein Crystal,3,Tobi-Kadachi Claw+,3,Tobi-Kadachi Pelt+,3,Tobi-Kadachi Scale+,4
Kadachi Claws II,Upgrade,Majestic Horn,2,Thunder Sac,3,Tobi-Kadachi Claw+,4,Tobi-Kadachi Electrode+,2
Kadachi Claws III,Upgrade,Nergigante Talon,2,Tobi-Kadachi Claw+,6,Tobi-Kadachi Electrode+,4,Wyvern Gem,1
Garon Hatchets I,Upgrade,Odogaron Claw,2,Odogaron Fang,2,Odogaron Scale,4,,
Garon Hatchets II,Upgrade,Odogaron Claw,2,Odogaron Plate,1,Odogaron Tail,2,Quality Bone,5
Blood-drinker Chainblade,Upgrade,Dragonbone Relic,1,Odogaron Claw+,4,Odogaron Fang+,3,Odogaron Scale+,8
Sin,Upgrade,Odogaron Claw+,6,Odogaron Fang+,5,Odogaron Gem,1,Teostra Claw+,2
Dragonbone Twinblades I,Create,Ancient Bone,5,Boulder Bone,5,Coral Bone,5,Warped Bone,5
Dragonbone Twinblades II,Upgrade,Monster Bone L,8,Monster Bone+,6,Sturdy Bone,8,,
Enduring Schism,Upgrade,Brutal Bone,4,Dragonbone Relic,2,Elder Dragon Bone,10,Wyvern Gem,1
Kirin Bolts,Upgrade,Kirin Hide,3,Kirin Tail,1,Kirin Thunderhorn,3,Lightcrystal,1
Kirin Bolts+,Upgrade,Dragonvein Crystal,5,Kirin Azure Horn,4,Kirin Hide+,5,Kirin Mane,4
Monarch,Upgrade,Kirin Azure Horn,6,Kirin Thundertail,3,Novacrystal,2,Xeno'jiiva Shell,4
Magda Ungulae I,Upgrade,Zorah Magdaros Carapace,8,Zorah Magdaros Gem,1,Zorah Magdaros Heat Scale,4,Zorah Magdaros Magma,4
Magda Ungulae II,Upgrade,Firecell Stone,3,Xeno'jiiva Shell,4,Zorah Magdaros Pleura,2,Zorah Magdaros Ridge,2
Blacksteel Twins I,Create,Coral Crystal,10,Dragonvein Crystal,10,Earth Crystal,10,Lightcrystal,1
Blacksteel Twins II,Upgrade,Carbalite Ore,10,Firecell Stone,1,Fucium Ore,5,Wyvern Gem,1
Twin Nails,Upgrade,Daora Claw+,2,Firecell Stone,2,Teostra Claw+,2,Wyvern Gem,1
Fire and Ice,Upgrade,Daora Horn+,3,Novacrystal,2,Teostra Horn+,3,Xeno'jiiva Claw,2
Xeno Raqs,Upgrade,Xeno'jiiva Claw,4,Xeno'jiiva Gem,1,Xeno'jiiva Shell,6,Xeno'jiiva Tail,2
Iron Hammer I,Create,Iron Ore,1,,,,,,
Iron Hammer II,Upgrade,Iron Ore,2,,,,,,
Iron Hammer III,Upgrade,Earth Crystal,2,Iron Ore,5,Machalite Ore,2,,
Iron Demon I,Upgrade,Dragonite Ore,2,Machalite Ore,5,Monster Bone M,2,,
Iron Demon II,Upgrade,Coral Crystal,2,Dragonite Ore,5,Machalite Ore,10,Monster Bone+,2
Iron Demon III,Upgrade,Carbalite Ore,8,Dragonite Ore,5,Dragonvein Crystal,2,,
Iron Archdemon I,Upgrade,Carbalite Ore,5,Dragonite Ore,10,Dragonvein Crystal,3,Fucium Ore,8
Iron Archdemon II,Upgrade,Carbalite Ore,20,Elder Dragon Blood,2,Firecell Stone,1,Fucium Ore,13
Nergal Crusher,Upgrade,Nergigante Carapace,2,Nergigante Regrowth Plate,4,Nergigante Tail,2,Nergigante Talon,3
Obliteration's Footfall,Upgrade,Nergigante Gem,1,Nergigante Horn+,5,Nergigante Talon,5,Xeno'jiiva Horn,2
Frozen Core,Upgrade,Coral Crystal,4,Frost Sac,4,Legiana Scale,3,Lightcrystal,3
Frozen Core+,Upgrade,Dragonvein Crystal,4,Freezer Sac,4,Legiana Scale+,3,Novacrystal,3
Cocytus,Upgrade,Daora Claw+,3,Freezer Sac,4,Legiana Wing,3,Novacrystal,6
Aqua Hammer I,Upgrade,Aqua Sac,1,Earth Crystal,3,Jyuratodus Scale,3,Jyuratodus Shell,1
Aqua Hammer II,Upgrade,Dragonite Ore,5,Gajau Skin,3,Jyuratodus Fang,2,Jyuratodus Fin,3
Aqua Hammer III,Upgrade,Coral Crystal,3,Gajau Whisker,3,Jyuratodus Fang,4,Monster Bone+,2
Water Basher I,Upgrade,Carbalite Ore,5,Gajau Scale,5,Jyuratodus Carapace,2,Jyuratodus Scale+,3
Water Basher II,Upgrade,Fucium Ore,5,Grand Gajau Whisker,3,Jyuratodus Fin+,4,Torrent Sac,3
Water Basher III,Upgrade,Elder Dragon Blood,3,Jyuratodus Fang+,5,Jyuratodus Fin+,6,Wyvern Gem,1
Girros Hammer I,Upgrade,Girros Fang,3,Great Girros Fang,1,Great Girros Scale,3,,
Girros Hammer II,Upgrade,Diablos Fang,2,Great Girros Fang,3,Great Girros Hood,2,Paralysis Sac,2
Malady's Fist I,Upgrade,Girros Scale+,6,Great Girros Fang+,3,Great Girros Scale+,5,Great Girros Tail,2
Malady's Fist II,Upgrade,Blos Medulla,1,Great Girros Fang+,4,Great Girros Hood+,2,Omniplegia Sac,4
Malady's Fist III,Upgrade,Bird Wyvern Gem,1,Great Girros Fang+,5,Great Girros Hood+,3,Vaal Hazak Fang+,2
Blooming Hammer I,Upgrade,Poison Sac,1,Pukei-Pukei Quill,2,Pukei-Pukei Scale,3,,
Blooming Hammer II,Upgrade,Coral Crystal,3,Pukei-Pukei Sac,2,Pukei-Pukei Shell,3,Pukei-Pukei Tail,1
Blooming Hammer III,Upgrade,Monster Bone+,2,Poison Sac,2,Pukei-Pukei Quill,4,Pukei-Pukei Sac,2
Buon Fiore,Create,Carbalite Ore,8,Pukei-Pukei Sac+,3,Pukei-Pukei Wing,4,Toxin Sac,2
Buon Fiore,Upgrade,Pukei-Pukei Scale+,3,Pukei-Pukei Wing,2,Quality Bone,3,Toxin Sac,2
Buona Flora,Upgrade,Bird Wyvern Gem,1,Pukei-Pukei Sac+,4,Pukei-Pukei Wing,6,Vaal Hazak Wing,2
Thunder Hammer I,Upgrade,Dragonite Ore,5,Electro Sac,1,Tobi-Kadachi Claw,2,Tobi-Kadachi Electrode,1
Thunder Hammer II,Upgrade,Coral Crystal,3,Monster Bone+,2,Tobi-Kadachi Electrode,2,Tobi-Kadachi Membrane,2
Lightning Bash I,Upgrade,Carbalite Ore,5,Tobi-Kadachi Pelt+,3,Tobi-Kadachi Scale+,4,Vespoid Innerwing,3
Lightning Bash II,Upgrade,Fucium Ore,5,Thunder Sac,3,Tobi-Kadachi Electrode+,2,Tobi-Kadachi Membrane,4
Lightning Bash III,Upgrade,Elder Dragon Blood,3,Tobi-Kadachi Claw+,6,Tobi-Kadachi Electrode+,4,Wyvern Gem,1
Bone Bludgeon I,Create,Monster Bone S,1,,,,,,
Bone Bludgeon II,Upgrade,Monster Bone S,2,,,,,,
Bone Bludgeon III,Upgrade,Ancient Bone,1,Monster Bone M,2,,,,
Fossil Bludgeon I,Upgrade,Boulder Bone,2,Monster Bone L,1,Monster Bone M,5,,
Fossil Bludgeon II,Upgrade,Monster Bone L,1,Monster Bone+,2,Sturdy Bone,4,,
Fossil Bludgeon III,Upgrade,Monster Bone+,2,Monster Keenbone,2,Quality Bone,2,,
Grandrock I,Upgrade,Monster Hardbone,4,Monster Keenbone,6,Quality Bone,10,,
Grandrock II,Upgrade,Dragonbone Relic,1,Elder Dragon Bone,4,Monster Hardbone,6,Quality Bone,20
Hazak Vlafos,Upgrade,Deceased Scale,6,Vaal Hazak Fang+,5,Vaal Hazak Membrane,4,Vaal Hazak Talon,4
Pandemonium's Root,Upgrade,Vaal Hazak Gem,1,Vaal Hazak Tail,2,Vaal Hazak Talon,6,Xeno'jiiva Veil,3
Bone Spike I,Upgrade,Radobaan Scale,4,Sleep Sac,2,Wyvern Bonemass,2,,
Bone Spike II,Upgrade,Monster Bone+,3,Radobaan Marrow,1,Radobaan Oilshell,2,Wyvern Bonemass,3
Baan Strike I,Create,Radobaan Carapace,4,Radobaan Medulla,2,Radobaan Oilshell,4,Wyvern Gem,1
Baan Strike I,Upgrade,Coma Sac,2,Monster Keenbone,3,Radobaan Carapace,4,Radobaan Oilshell,3
Baan Strike II,Upgrade,Coma Sac,3,Monster Hardbone,5,Radobaan Medulla,1,Radobaan Scale+,8
Baan Strike III,Upgrade,Coma Sac,4,Elder Dragon Bone,5,Radobaan Carapace,6,Wyvern Gem,1
Brazenbreak I,Upgrade,Uragaan Carapace,4,Uragaan Jaw,1,Uragaan Marrow,1,Uragaan Scale+,6
Brazenbreak II,Upgrade,Teostra Carapace,4,Uragaan Jaw,2,Uragaan Ruby,1,Uragaan Scute,4
Kulu Beak I,Upgrade,Kulu-Ya-Ku Beak,1,Kulu-Ya-Ku Hide,2,Kulu-Ya-Ku Scale,3,,
Kulu Beak II,Upgrade,Boulder Bone,3,Kulu-Ya-Ku Beak,2,Kulu-Ya-Ku Plume,2,Radobaan Scale,3
Kulu Beak III,Upgrade,Kulu-Ya-Ku Beak,2,Kulu-Ya-Ku Plume,4,Odogaron Claw,2,Warped Bone,3
Crushing Beak I,Upgrade,Kulu-Ya-Ku Beak+,3,Kulu-Ya-Ku Hide+,4,Kulu-Ya-Ku Scale+,6,,
Crushing Beak II,Upgrade,Brutal Bone,3,Kulu-Ya-Ku Beak+,4,Kulu-Ya-Ku Plume+,3,Odogaron Claw+,2
Crushing Beak III,Upgrade,Bird Wyvern Gem,1,Kulu-Ya-Ku Beak+,5,Kulu-Ya-Ku Plume+,4,Nergigante Talon,2
Diablos Sledge I,Upgrade,Diablos Fang,2,Diablos Shell,4,Monster Bone+,3,Twisted Horn,1
Diablos Sledge II,Upgrade,Diablos Marrow,1,Diablos Ridge,4,Diablos Tailcase,2,Monster Keenbone,4
Diablos Shatterer I,Upgrade,Blos Medulla,1,Diablos Carapace,6,Diablos Ridge+,5,Majestic Horn,3
Diablos Shatterer II,Upgrade,Black Diablos Carapace,4,Black Spiral Horn+,3,Nergigante Horn+,2,Wyvern Gem,1
Carapace Sledge I,Upgrade,Barroth Claw,1,Barroth Ridge,2,Barroth Shell,3,,
Carapace Sledge II,Upgrade,Barroth Claw,2,Barroth Tail,1,Dragonite Ore,3,Kestodon Shell,3
Carapace Sledge III,Upgrade,Barroth Claw,4,Barroth Scalp,2,Diablos Shell,3,Monster Bone+,3
Barroth Breaker I,Upgrade,Barroth Carapace,3,Barroth Claw+,2,Barroth Ridge+,2,Kestodon Carapace,5
Barroth Breaker II,Upgrade,Barroth Carapace,3,Barroth Claw+,4,Diablos Carapace,3,Gastodon Carapace,5
Barroth Breaker III,Upgrade,Barroth Claw+,5,Barroth Ridge+,5,Nergigante Horn+,1,Wyvern Gem,1
Blazing Hammer I,Upgrade,Anjanath Fang,2,Anjanath Scale,3,Flame Sac,1,,
Blazing Hammer II,Upgrade,Anjanath Fang,4,Anjanath Nosebone,1,Anjanath Tail,1,Rathalos Marrow,1
Anja Striker I,Upgrade,Anjanath Fang+,4,Anjanath Plate,1,Anjanath Scale+,5,Inferno Sac,3
Anja Striker II,Upgrade,Anjanath Fang+,5,Anjanath Pelt+,4,Firecell Stone,1,Rathalos Medulla,2
Anja Striker III,Upgrade,Anjanath Fang+,6,Anjanath Gem,1,Anjanath Nosebone+,2,Teostra Mane,2
Dragonbone Basher I,Create,Ancient Bone,5,Boulder Bone,5,Coral Bone,5,Warped Bone,5
Dragonbone Basher II,Upgrade,Monster Bone L,8,Monster Bone+,6,Sturdy Bone,8,,
Dragonbone Basher III,Upgrade,Brutal Bone,4,Dragonbone Relic,2,Elder Dragon Bone,10,Wyvern Gem,1
Magda Floga,Upgrade,Zorah Magdaros Carapace,8,Zorah Magdaros Gem,1,Zorah Magdaros Heat Scale,4,Zorah Magdaros Magma,4
Ragefire Magda Floga,Upgrade,Firecell Stone,3,Xeno'jiiva Shell,4,Zorah Magdaros Pleura,2,Zorah Magdaros Ridge,2
Blacksteel Hammer I,Create,Coral Crystal,10,Dragonvein Crystal,10,Earth Crystal,10,Lightcrystal,1
Blacksteel Hammer II,Upgrade,Carbalite Ore,10,Firecell Stone,1,Fucium Ore,5,Wyvern Gem,1
Icesteel Hammer,Upgrade,Daora Claw+,3,Daora Tail,2,Daora Webbing,4,Nergigante Carapace,5
Daora's Colossus,Upgrade,Daora Claw+,4,Daora Gem,1,Daora Horn+,5,Xeno'jiiva Wing,2
Xeno Maph'agarna,Upgrade,Xeno'jiiva Claw,4,Xeno'jiiva Gem,1,Xeno'jiiva Shell,6,Xeno'jiiva Tail,2
Jail Hammer,Create,Hunter King Coin,5,Novacrystal,1,Rathalos Coin,4,Tzitzi Coin,4
Binder Mace,Upgrade,Ace Hunter Coin,5,Brute Coin,4,Flying Coin,4,Wyvern Gem,2
Metal Bagpipe I,Create,Iron Ore,1,,,,,,
Metal Bagpipe II,Upgrade,Iron Ore,2,,,,,,
Metal Bagpipe III,Upgrade,Earth Crystal,2,Iron Ore,5,Machalite Ore,2,,
Great Bagpipe I,Upgrade,Dragonite Ore,2,Machalite Ore,5,Monster Bone M,2,,
Great Bagpipe II,Upgrade,Coral Crystal,2,Dragonite Ore,5,Machalite Ore,10,Monster Bone+,2
Great Bagpipe III,Upgrade,Carbalite Ore,8,Dragonite Ore,5,Dragonvein Crystal,2,,
Fortissimo I,Upgrade,Carbalite Ore,5,Dragonite Ore,10,Dragonvein Crystal,3,Fucium Ore,8
Fortissimo II,Upgrade,Carbalite Ore,20,Elder Dragon Blood,2,Firecell Stone,1,Fucium Ore,13
Nergal Groove,Upgrade,Nergigante Carapace,2,Nergigante Regrowth Plate,4,Nergigante Tail,2,Nergigante Talon,3
Desolation's Overture,Upgrade,Nergigante Gem,1,Nergigante Horn+,5,Nergigante Talon,5,Xeno'jiiva Horn,2
Thunder Gaida I,Upgrade,Dragonite Ore,5,Electro Sac,1,Tobi-Kadachi Claw,2,Tobi-Kadachi Electrode,1
Thunder Gaida II,Upgrade,Coral Crystal,3,Monster Bone+,2,Tobi-Kadachi Electrode,2,Tobi-Kadachi Membrane,2
Lightning Drum I,Upgrade,Carbalite Ore,5,Tobi-Kadachi Pelt+,3,Tobi-Kadachi Scale+,4,Vespoid Innerwing,3
Lightning Drum II,Upgrade,Fucium Ore,5,Thunder Sac,3,Tobi-Kadachi Electrode+,2,Tobi-Kadachi Membrane,4
Lightning Drum III,Upgrade,Elder Dragon Blood,3,Tobi-Kadachi Claw+,6,Tobi-Kadachi Electrode+,4,Wyvern Gem,1
Kulu Duda I,Upgrade,Kulu-Ya-Ku Beak,1,Kulu-Ya-Ku Hide,2,Kulu-Ya-Ku Scale,3,,
Kulu Duda II,Upgrade,Boulder Bone,3,Kulu-Ya-Ku Beak,2,Kulu-Ya-Ku Plume,2,Radobaan Scale,3
Kulu Duda III,Upgrade,Kulu-Ya-Ku Beak,2,Kulu-Ya-Ku Plume,4,Odogaron Claw,2,Warped Bone,3
Dancing Davul I,Upgrade,Kulu-Ya-Ku Beak+,3,Kulu-Ya-Ku Hide+,4,Kulu-Ya-Ku Scale+,6,,
Dancing Davul II,Upgrade,Brutal Bone,3,Kulu-Ya-Ku Beak+,4,Kulu-Ya-Ku Plume+,3,Odogaron Claw+,2
Dancing Davul III,Upgrade,Bird Wyvern Gem,1,Kulu-Ya-Ku Beak+,5,Kulu-Ya-Ku Plume+,4,Nergigante Talon,2
Valkyrie Chordmaker,Create,Machalite Ore,10,Poison Sac,3,Rathian Plate,1,Rathian Shell,5
Valkyrie Chordmaker,Upgrade,Rathian Scale,5,Rathian Shell,4,Rathian Spike,3,,
