name_en,description_en,name_ja,description_ja,name_fr,description_fr,name_it,description_it,name_de,description_de,name_es,description_es,name_pt,description_pt,name_pl,description_pl,name_ru,description_ru,name_ko,description_ko,name_zh,description_zh,name_ar,description_ar
Stamina Thief,Increases certain attacks' ability to exhaust monsters.,スタミナ奪取,特定の攻撃が持つ、モンスターを 疲れさせる効果が上がる。,Vol d'endurance,Augmente la capacité de certaines attaques à épuiser les monstres.,Ruba resistenza,Incrementa la capacità di alcuni attacchi di affaticare i mostri.,Ausdauerdieb,"Erhöht die Fähigkeit bestimmter Angriffe, Monster zu ermüden.",Bonus agotador,Aumenta la posibilidad de que ciertos ataques agoten a los monstruos.,Ladrão de Vigor,Aumenta a capacidade de certos ataques de esgotar os monstros.,Kradzież Wytrzymałości,Zwiększa skuteczność pewnych ataków w zakresie doprowadzania potworów do wyczerpania.,Похищение выносливости,Увеличивает способность некоторых атак выматывать чудовищ.,스태미나 탈취,특정 공격을 통해 몬스터를 피로하게 하는 효과가 상승한다.,奪取耐力,特定攻擊將具有 提高魔物疲勞的效果。,سرقة قوة التحمل,تزيد من قوة هجمات محددة لإنهاك الوحوش.
Master Mounter,Makes it easier to mount monsters.,乗り名人,モンスターに乗りやすくなる。,Maître-cavalier,Permet de monter sur les monstres plus facilement.,Cavaliere provetto,Rende più semplice salire sui mostri.,Rittmeister,Erleichtert das Aufsteigen auf Monster.,Bonus al montar,Hace más fácil que consigas montar sobre los monstruos.,Mestre da Montaria,Facilita montar em monstros.,Mistrz Dosiadania,Ułatwia dosiadanie potworów.,Мастер-наездник,Помогает забираться на чудовищ.,탑승 명인,몬스터에게 탑승하기가 쉬워진다.,騎乘名人,更容易騎乘魔物。,سيد الامتطاء,تسهّل من امتطاء الوحوش.
Airborne,Increases the damage caused by jumping attacks.,飛燕,ジャンプ攻撃が強化される。,Mort venue d'en haut,Augmente la puissance des attaques sautées.,Minaccia aerea,Incrementa i danni inflitti dagli attacchi in salto.,Luftherrschaft,Erhöht den Schaden durch gesprungene Angriffe.,Bonus ataque en salto,Aumenta el daño provocado por los ataques en salto.,No Ar,Aumenta o dano causado por ataques com salto.,Wzlot,Zwiększa obrażenia zadawane przez ataki z wyskoku.,Полет,Увеличивает урон от атак в прыжке.,비연,점프 공격이 강화된다.,飛燕,強化跳躍攻擊。,هجمات جوّية,تزيد من الضرر الناجم عن هجمات أثناء القفز.
Latent Power,Temporarily increases affinity and reduces stamina depletion when certain conditions are met.,力の解放,特定の条件を満たすと、一定時間 会心率が上昇し、スタミナを固定で 消費する行動の消費量が軽減される。,Force latente,Augmente temporairement l'affinité et réduit la perte d'endurance dans certaines conditions.,Forza latente,Incrementa temporaneamente l'affinità e riduce il consumo di resistenza al verificarsi di determinate condizioni.,Latente Kraft,Erhöht vorübergehend die Affinität und verringert den Ausdauerverbrauch unter bestimmten Bedingungen.,Poder latente,Aumenta temporalmente la afinidad y reduce el gasto de resistencia al cumplir con ciertas condiciones.,Poder Latente,Aumenta temporariamente a afinidade e reduz o consumo de vigor sob certas condições.,Uśpiona Moc,Tymczasowo zwiększa zgodność i zmniejsza spadek wytrzymałości po spełnieniu określonych warunków.,Скрытая энергия,Временно увеличивает мастерство и уменьшает расход выносливости при выполнении определенных условий.,힘의 해방,"특정 조건을 만족시키면 일정 시간 회심률이 상승하고, 스태미나를 고정적 으로 소비하는 행동의 소비량이 감소한다.",力量解放,滿足特定條件後，一定時間內 提高會心率，減輕固定 消耗耐力行動的消費量。,القوة الكامنة,تزيد مؤقتًا من النسبة وتقلل من استنزاف قوة التحمل عند استيفاء بعض الشروط.
Agitator,Increases attack power and affinity when large monsters become enraged.,挑戦者,戦闘中の大型モンスターが 怒ると、攻撃力と会心率が 上昇する。,Témérité,Augmente l'attaque et l'affinité lorsque les grands monstres sont enragés.,Istigatore,Incrementa attacco e affinità quando i mostri grandi sono infuriati.,Aufhetzer,"Erhöht Angriffskraft und Affinität, wenn große Monster wütend werden.",Instigador,Aumenta el ataque y la afinidad cuando ciertos monstruos se enfurecen.,Agitador,Aumenta o poder de ataque e a afinidade quando monstros grandes se enfurecem.,Podżegacz,"Zwiększa siłę ataku i zgodność, kiedy duże potwory wpadają w szał.",Подстрекатель,"Усиливает атаку и мастерство, когда крупное чудовище разъярено.",도전자,전투 중에 대형 몬스터가 분노하면 공격력과 회심률이 상승한다.,挑戰者,若戰鬥中的 大型魔物發怒， 即會提高攻擊力與會心率。,المشاغب,تزيد من قوة الهجوم والنسبة عند إثارة غضب الوحوش الضخمة.
Peak Performance,Increases attack when your health is full.,フルチャージ,体力が最大の時に攻撃力が 上がる。,Performance optimale,Augmente l'attaque quand la vie est à son maximum.,Forma perfetta,Incrementa l'attacco quando la salute è al massimo.,Höchstleistung,"Verbessert den Angriff, wenn dein Gesundheitsbalken gefüllt ist.",Bonus salud completa,Aumenta el ataque cuando la salud está completa.,Desempenho Máximo,Aumenta o ataque quando sua barra de vida estiver cheia.,Szczyt Możliwości,"Wzmacnia atak, kiedy masz pełne zdrowie.",На высоте,"Усиливает атаку, если у вас полная шкала здоровья.",완전 충전,체력이 최대일 때 공격력이 오른다.,無傷,體力全滿時， 攻擊力提高。,ذروة الأداء,تزيد من الهجوم عند اكتمال مقياس صحتك.
Heroics,Increases attack power and defense when health drops to 35% or lower.,火事場力,体力が最大値の３５％以下の時に 防御力と攻撃力が上がる。,Héroïsme,Augmente l'attaque et la défense lorsque la vie est inférieure ou égale à 35 %.,Eroismo,Incrementa attacco e difesa quando la salute si riduce al 35% o meno.,Heldentat,"Erhöht die Angriffskraft und die Verteidigung, wenn deine Gesundheit bei 35% oder weniger ist.",Bonus salud baja,Aumenta el poder de ataque y la defensa cuando la salud baja al 35% o menos.,Heroísmo,Aumenta o poder de ataque e a defesa quando a vida cai para 35% ou menos.,Wyczyny,"Zwiększa siłę ataku i obronę, kiedy zdrowie spada do 35% lub poniżej.",Героизм,"Усиливает атаку и защиту, когда здоровье падает ниже 35%.",재난대처능력,체력이 최대치의 35％ 이하이면 방어력과 공격력이 오른다.,火場怪力,體力在最大值的３５％以下時， 防禦力與攻擊力會提高。,أعمال بطولية,تزيد من قوة الهجوم ومن الدفاع عند انخفاض مقياس الصحة إلى 35% أو أقل.
Fortify,Temporarily increases your attack and defense every time you faint up to 2 times.,不屈,一定時間、力尽きる度に攻撃力と防御力が 上がる。（最大２回まで）,Jamais vaincu,Augmente l'attaque et la défense après un évanouissement. (2 fois seulement.),Rafforzamento,Incrementa temporaneamente attacco e difesa dopo ogni svenimento. (Fino a due volte.),Kräftigen,"Erhöht bis zu zweimal deine Verteidigung und deinen Angriff, wenn du in Ohnmacht fällst.",Bonus de desmayo,Aumenta temporalmente ataque y defensa cada vez que te desmayes (máx. 2 veces).,Fortificar,Aumenta temporariamente seu ataque e defesa quando você desmaia. Limite de 2 vezes.,Wzmocnienie,"Chwilowo zwiększa twój atak i obronę, gdy zemdlejesz, maksymalnie 2 razy.",Укрепление,Временно повышает вашу атаку и защиту после каждого обморока до 2 раз.,불굴,"일정 시간 동안, 힘이 다할 때마다 공격력과 방어력이 오른다.(최대 2번까지)",不屈,每次耗盡體力時，攻擊力與防禦力 就會上升一定時間。（最多２次）,التحصّن,تزيد من الهجوم والدفاع مؤقتًا كلما فقدت الوعي. مرتان كحد أقصى.
Resentment,Increases attack when you have recoverable damage (the red portion of your health gauge).,逆恨み,体力ゲージに赤い部分がある間 攻撃力が上がる。,Vengeance,Augmente l'attaque lorsque vous avez subi des dégâts temporaires (zone rouge de la jauge de vie).,Risentimento,Incrementa l'attacco quando subisci danni temporanei (zona rossa della barra salute).,Groll,"Erhöht den Angriff, wenn du erholbaren Schaden erlitten hast (der rote Abschnitt des Gesundheitsbalkens).",Bonus daño temporal,Aumenta el ataque cuando se active el daño temporal (la parte roja de la barra de salud).,Indignação,Aumenta o ataque ao receber dano recuperável (a parte vermelha de sua barra de vida).,Uraza,"Wzmacnia atak, gdy stracisz odzyskiwalne zdrowie (czerwona część paska zdrowia).",Презрение,"Усиливает атаку, если вам нанесен исцеляемый урон (красная часть шкалы здоровья).",앙심,체력 게이지에 빨간 부분이 있는 동안 공격력이 오른다.,怨恨,體力計量表殘留有紅色部分的期間， 攻擊力上升。,الاستياء,تزيد من الهجوم عند إصابتك بضرر قابل للتعافي (الجزء الأحمر من مقياس الصحة الخاص بك).
Resuscitate,Improves evasion and reduces stamina depletion when afflicted with abnormal status effects.,死中に活,状態異常中に回避性能がアップし スタミナの消費量も減る。,Esprit indomptable,Améliore l'esquive et réduit la perte d'endurance lorsque vous êtes victime d'afflictions.,Rianimazione,Migliora la schivata e riduce il consumo di resistenza quando subisci alterazioni di stato.,Wiederbelebung,Verbessert Ausweichen und reduziert den Ausdauerverbrauch bei anomalen Statuseffekten.,Bonus evasión/resist.,Mejora la evasión y reduce el gasto de resistencia mientras te afecten estados alterados.,Ressuscitar,Melhora a evasão e reduz o consumo de vigor enquanto lida com efeitos de status anormais.,Ożywienie,"Ulepsza uniki i zmniejsza spadek wytrzymałości, kiedy działają na ciebie szkodliwe efekty.",Оживление,Улучшает уклонение и снижает расход выносливости под воздействием аномальных статусов.,돌파구,상태 이상 중에 회피 성능이 상승하고 스태미나의 소비량도 줄어든다.,死裡逃生,處於狀態異常時， 提高迴避性能並減少耐力消耗量。,الإعاشة,تزيد من التفادي وتقلل من استنزاف قوة التحمل عند التعرض لتأثيرات غريبة للوضعية.
Horn Maestro,Increases the effect duration of hunting horn melodies.,笛吹き名人,狩猟笛の旋律効果の持続時間が 長くなる。,Maestro,Prolonge la durée des mélodies des cornes de chasse.,Maestro del corno,Prolunga gli effetti delle melodie suonate con il corno da caccia.,Horn-Maestro,Verlängert die Effektdauer von Jagdhornmelodien.,Bonus cornamusa,Aumenta el tiempo que duran las melodías de la cornamusa.,Maestro de Sonoro,Aumenta o tempo do efeito de melodias do berrante de caça.,Wirtuoz Rogu,Zwiększa czas trwania efektów melodii zagranych na rogu łowieckim.,Мастер рога,Продлевает эффект от охотничьего рога.,피리 명인,수렵피리의 선율 효과 지속 시간이 늘어난다.,吹笛名人,延長狩獵笛旋律效果 持續時間。,قرن الملحّن,تطيل مدة تأثير ألحان قرن الصيد.
Capacity Boost,Increases the gunlance's shell capacity and charge blade's phial capacity.,砲弾装填数ＵＰ,ガンランスの砲撃装填数、 盾斧のビン装填数が増える。,Prêt à tirer,Augmente le nombre de munitions du lancecanon et le nombre de fioles de la volto-hache.,Bonus capacità,Incrementa la capacità di cartucce della lancia-fucile e il numero massimo di fiale della lama caricata.,Kapazitätsboost,Erhöht die Munitionskapazität der Gewehrlanze und die Phiolenkapazität der Energieklinge.,Bonus capacidad,Aumenta la capacidad de munición de la lanza pistola y la capacidad de viales del hacha cargada.,Reforço de Capacidade,Aumenta a capacidade de projéteis da lançarma e a capacidade de frascos da lâmina dínamo.,Zwiększenie Pojemności,Zwiększa pojemność magazynka lancopału i pojemność fiolki ładowanego ostrza.,Увеличение боезапаса,Увеличивает боезапас копьепушки и заряд склянки силового клинка.,포탄 장전 수 UP,"건랜스의 포격 장전 수, 차지액스의 병 장전 수가 늘어난다.",砲彈裝填數UP,增加銃槍的砲擊裝填數 與盾斧的瓶裝填數。,تعزيز السعة,تزيد من سعة قذيفة بندقية الرمح وسعة قارورة النصل المشحون.
Special Ammo Boost,"Increases the power of bowgun special ammo, Dragon Piercer, and Thousand Dragons.",特殊射撃強化,ボウガンの特殊弾と 弓の竜の一矢、竜の千々矢 の威力が上がる。,Salve mortelle,"Accroît la puissance des munitions spéciales (fusarbalète), Perce-dragon, et Mille dragons.",Bonus munizioni speciali,"Aumenta la potenza di perfora draghi, di mille draghi e delle munizioni speciali per la balestra.",Spezialmunitionboost,Verstärkt die Spezialmunition von Bogengewehren sowie den Drachentöter und Tausend Drachen.,Bonus tiro especial,"Aumenta el poder del tiro especial de la ballesta, perforadragones y mil dragones.",Reforço Munição Especial,"Aumenta o poder do Perfurador de Dragão, munições especiais do fuzilarco e Mil Dragões.",Moc Amunicji Specjalnej,"Zwiększa moc specjalnej amunicji do łukodziałka, tysiąca smoków i przebijacza smoków.",Усиление особых снарядов,"Увеличивает мощность снарядов, ""Пронзатель драконов"" и ""Тысяча драконов"".",특수 사격 강화,"보우건의 특수탄과 활의 용화살, 용의 천천시 위력이 상승한다.",特殊射擊強化,提升弩槍的特殊彈藥與 弓的龍之箭、龍之千矢威力。,تعزيز الذخيرة الخاصة,زيادة قوة الذخيرة الخاصة ببندقية القوس وثاقب التنين والألف تنين.
Artillery,"Strengthens explosive attacks like gunlance shells, Wyvern's Fire, charge blade phial attacks, and sticky ammo.",砲術,ガンランスの砲撃、竜撃砲、 盾斧のビン攻撃、徹甲榴弾など、 爆発を伴う攻撃の威力が上昇。,BOUM !,"Augmente la puissance des attaques explosives : lancecanon, Feu de wyverne, fiole de choc, et munition antiblindage.",Artiglieria,"Potenzia attacchi esplosivi (cartucce di lancia-fucile, fuoco wyvern, lama caricata), attacchi con fiale e proiettili esplosivi.",Artillerie,"Verstärkt Explosivangriffe: Wyvernfeuer, Patronen der Gewehrlanze, Detonation-Munition und Phiolenangriffe der Energieklinge.",Artillería,"Potencia ataques explosivos como disparos de lanza pistola y fuego de wyvern, viales del hacha cargada y disparos explosivos.",Artilharia,"Fortalece ataques explosivos como Fogo de Serpe, morteiros de lançarma, frascos de lâmina dínamo e munição pegajosa.",Artyleria,"Wzmacnia ataki wybuchowe, takie jak ostrzał z lancopału, ogień wiwerny, atak ład. ostrzem z fiolką i am. przylepna.",Артиллерия,"Усиливает силу взрыва от копьепушки, пламени виверны, склянок, липких снарядов, силовых клинков и т.д.",포술,"건랜스의 포격, 용격포와 차지액스의 병공격, 철갑유탄 등 폭발을 일으키는 공격의 위력이 상승.",砲術,銃槍的砲擊、龍擊砲、 盾斧的瓶攻擊、徹甲榴彈等 隨著爆炸，攻擊的威力也會上升。,المدفعية,تعزز الهجمات المتفجرة مثل قذائف بندقية الرماح، ونيران التنين المجنح، وهجمات قارورة النصل المشحون، والذخيرة اللزجة.
Heavy Artillery,Increases the firepower of ballistae and cannons.,砲撃手,バリスタ、大砲の威力が上がる。,Artillerie lourde,Augmente la puissance de feu des balistes et des canons.,Artiglieria pesante,Incrementa la potenza di fuoco di baliste e cannoni.,Schwere Artillerie,Verbessert die Feuerkraft von Ballisten und Kanonen.,Artillería pesada,Aumenta el poder de las balistas y de los cañones.,Artilharia Pesada,Aumenta o poder de fogo de balistas e canhões.,Ciężka Artyleria,Zwiększa siłę ognia balist i dział.,Тяжелая артиллерия,Усиливает атаку баллисты и пушек.,포격수,"발리스타, 대포의 위력이 오른다.",砲擊手,提升弩砲、大砲的威力。,المدفعية الثقيلة,تزيد من القوة النارية للباليستا والمدافع.
Marathon Runner,Slows down stamina depletion for actions which continuously drain stamina (such as dashing).,ランナー,ダッシュなどの徐々にスタミナを 消費する行動のスタミナ消費量が 減少する。,Marathonien,Ralentit la consommation d'endurance des actions qui en utilisent en continu (exemple : sprinter).,Maratoneta,Rallenta il consumo di resistenza per azioni che la assorbono in modo continuato (come gli scatti).,Marathon-Läufer,"Verlangsamt den Ausdauerverbrauch von Aktionen, die andauernd Ausdauer erschöpfen (etwa Sprinten).",Bonus esprint,Reduce el gasto de resistencia para acciones que la consumen gradualmente (como esprintar).,Maratonista,Reduz o consumo de vigor para ações que drenam continuamente seu vigor (como corrida).,Maratończyk,"Spowalnia spadek wytrzymałości, jeśli twoja akcja wyczerpuje ją przez jakiś czas (jak na przykład zrywy).",Марафонец,"Замедляет расход выносливости постоянно расходующими ее действиями (например, спринтом).",런너,대시 등 서서히 스태미나를 소비하는 행동의 스태미나 소비량이 감소한다.,跑者,進行衝刺等等 漸漸消耗耐力的行動時， 所需的耐力消耗量減低。,عداء ماراثون,يبطئ استنزاف قوة التحمل في الحركات التي تستنزف قوة التحمل باستمرار (مثل الاندفاع).
Constitution,"Reduces stamina depletion when performing stamina-draining moves such as evading, etc.",体術,回避などの固定でスタミナを 消費する行動のスタミナ消費量が 軽減される。,Athlète,"Ralentit la consommation d'endurance lorsque vous faites des mouvements comme les esquives, etc.",Atleta,"Riduce il consumo di resistenza quando effettui delle mosse che consumano resistenza, come ad esempio le schivate.",Konstitution,Verringert den Ausdauerverbrauch beim Ausweichen und ähnlichen Aktionen.,Bonus evasión,Reduce el gasto de resistencia para acciones que la consumen gradualmente (como evadir).,Constituição,"Reduz o consumo de vigor para ações que drenam continuamente seu vigor, como esquivar etc.",Tężyzna,"Zmniejsza spadek wytrzymałości podczas wykonywania manewrów, które ją wyczerpują, takich jak uniki itd.",Телосложение,Снижает расход выносливости во время таких действий как уклонение и т.д.,체술,회피 등 고정적으로 스태미나를 소비하는 행동의 스태미나 소비량이 감소한다.,體術,進行迴避等等 固定消耗耐力的行動時， 所需的耐力消耗量減低。,بنية الجسم,تقلل استنزاف قوة التحمل عند أداء حركات استنزاف قوة التحمل مثل التفادي، الخ.
Leap of Faith,"Allows you to do a dive-evade when facing towards large monsters, and extends the dive-evade distance.",飛び込み,大型モンスターに向かってジャンプ 回避ができるようになる。また、 飛距離も延びる。,Saut de la foi,Permet d'esquiver de grands monstres en sautant vers eux.,Salto nel buio,Consente di schivare in tuffo i mostri grandi anche saltando verso di loro ed estende la distanza dei tuffi.,Schicksalssprung,"Erlaubt es dir, großen Monstern per langem Hechtsprung auszuweichen, indem du auf sie zuspringst.",Bonus de salto,"Te permite esquivar lanzándote cuando estás de cara a monstruos grandes, y alarga la distancia de esquiva.",Salto de Fé,Permite um mergulho-esquiva quando diante de monstros grandes e aumenta a distância do mergulho-esquiva.,Skok Wiary,Pozwala ci unikać ataków dużych potworów za pomocą wykonywanych w ich stronę skoków.,Прыжок веры,"Увеличивает дальность уклонения кувырком, что позволяет уворачиваться даже от крупных чудовищ .",뛰어들기,대형 몬스터를 향해 점프 회피가 가능해진다. 또한 비거리도 늘어난다.,飛身躍入,朝大型魔物跳躍， 就可以迴避了。 同時會延長飛躍距離。,قفزة الثقة,تتيح لك التملص من الوحوش الضخمة عن طريق القفز تجاههم، كما تزيد من مسافة القفزة.
Stamina Surge,Speeds up stamina recovery.,スタミナ急速回復,スタミナの回復速度が速くなる。,Métabolisme,Accélère la récupération d'endurance.,Super resistenza,Accelera il recupero di resistenza.,Ausdauererholung,Beschleunigt die Ausdauerregeneration.,Bonus de adrenalina,Aumenta la velocidad de recuperación de tu resistencia.,Surto de Vigor,Acelera a regeneração de vigor.,Przypływ Wytrzymałości,Przyspiesza regenerację wytrzymałości.,Всплеск выносливости,Ускоряет восстановление выносливости.,스태미나 급속 회복,스태미나의 회복 속도가 빨라진다.,耐力急速回復,加快耐力的回復速度。,اندفاع قوة التحمل,تسرّع استعادة قوة التحمل.
Hunger Resistance,"Reduces maximum stamina depletion over time. However, does not work against cold environments that reduce stamina.",腹減り耐性,時間経過による、スタミナゲージの 最大値の減少を抑える。 尚、寒さによる減少は抑えられない。,Spartiate,Affecte la perte d'endurance maximum. Sans effet sur la perte d'endurance provoquée par le froid.,Resistenza fame,"Ritarda la riduzione della resistenza massima nel tempo, eccetto quella causata dagli ambienti freddi.",Hungerwiderstand,"Reduziert die Abnahme der maximalen Ausdauer. Wirkt nicht gegen kalte Umgebungen, die Ausdauer verringern.",Bonus reducción resist.,Reduce el gasto de resistencia máximo a lo largo del tiempo. No sirve contra la reducción de resistencia por el frío.,Resistência a Fome,"Reduz o consumo máximo de vigor com o tempo. No entanto, não funciona contra ambientes frios que reduzem vigor.",Odporność na Głód,"Sprawia, że z czasem maksymalna wytrzymałość spada wolniej. Nie pomaga na zimno obniżające wytrzymałość.",Сопротивление голоду,Замедляет постепенное снижение макс. выносливости. Не действует при холодной погоде.,배고픔 내성,시간 경과에 따른 스태미나 게이지의 최대치 감소를 억제한다. 하지만 추위에 의한 감소는 억제할 수 없다.,飢餓耐性,可抑制耐力計量表最大值 隨著時間經過的減少， 但無法抑制因寒冷導致的減少。,مقاومة الجوع,تقلل استنزاف قوة التحمل القصوى بمرور الوقت. ولكن لا تعمل ضد البيئات الباردة التي تقلل من قوة التحمل.
Evade Window,Extends the invulnerability period when evading.,回避性能,回避時の無敵時間が長くなる。,Invulnérabilité,Augmente la durée d'invulnérabilité lorsque vous esquivez une attaque.,Schivata,Prolunga il periodo di invulnerabilità della schivata.,Unverwundbarkeit,Du bist beim Ausweichen länger unverwundbar.,Intervalo de evasión,Prolonga el momento de invulnerabilidad al esquivar.,Tempo de Esquiva,Prolonga o tempo de invulnerabilidade ao esquivar-se.,Czas na Unik,Wydłuża okres nietykalności podczas wykonywania uników.,Окно уклонения,Увеличивает период неуязвимости при уклонении.,회피 성능,회피 시 무적 시간이 늘어난다.,迴避性能,延長迴避時的無敵時間。,فترة التفادي,تطيل مدة المناعة عند التفادي.
Evade Extender,Increases evade distance.,回避距離ＵＰ,回避時の移動距離が長くなる。,Trompe-la-mort,Augmente la distance d'esquive.,Schivata estesa,Incrementa il raggio di schivata.,Ausweichdistanz,Erhöht die Ausweichdistanz.,Distancia de evasión,Aumenta la distancia al esquivar.,Extensor de Esquiva,Aumenta a distância da esquiva.,Wydłużenie Uniku,"Zwiększa odległość, którą pokonujesz, kiedy wykonujesz unik.",Улучшение уклонения,Увеличивает расстояние уклонения.,회피 거리 UP,회피 시의 이동 거리가 길어진다.,迴避距離UP,延長迴避時的移動距離。,توسيع مدى التفادي,تزيد من مدى التفادي.
Guard,Reduces knockbacks and stamina depletion when guarding.,ガード性能,ガード時にのけぞりにくくなり、 消費スタミナも軽減される。,Paladin,Réduit les chutes et la perte d'endurance lorsque vous parez.,Blocco,Riduce la respinta e il consumo di resistenza durante la parata.,Blocken,Reduziert Rückwürfe und den Ausdauerverbrauch beim Blocken.,Guardia mejorada,Reduce la distancia que retrocedes y el gasto de resistencia al bloquear ataques.,Bloqueio,Reduz empurrões e consumo de vigor ao bloquear.,Garda,"Redukuje efekt odepchnięcia i spadek wytrzymałości, kiedy blokujesz ataki.",Защита,Снижает вероятность сбивания с ног и расход выносливости при защите.,가드 성능,"가드 시에는 좀처럼 움츠리지 않게 되고, 소비 스태미나도 줄어든다.",防禦性能,防禦時不易後仰， 並減輕耐力的消耗。,التصدي,يقلل من التراجع واستنزاف قوة التحمل أثناء الدفاع.
Quick Sheath,Speeds up weapon sheathing.,納刀術,武器をしまう速度が速くなる。,Rengainage éclair,Augmente la vitesse à laquelle vous rengainez votre arme.,Rinfodero veloce,Accelera il rinfodero dell'arma.,SchnellesWegstecken,Beschleunigt das Wegstecken von Waffen.,Desenfunde veloz,Aumenta la velocidad al desenfundar el arma equipada.,Bainha Rápida,Acelera o embainhamento da arma.,Szybkie Chowanie,Przyspiesza chowanie broni.,Быстрые ножны,Ускоряет убирание оружия.,납도술,무기를 집어넣는 속도가 빨라진다.,收刀術,加快收起武器的速度。,الغمد السريع,تسرّع غمد السلاح.
Wide-Range,Allows the effects of certain items to also affect nearby allies.,広域化,一部のアイテムを使用した時の 効果が一定範囲内の仲間にも 作用する。,Un pour tous,Partage les effets de certains objets avec les alliés à proximité.,Ampia area,Consente di condividere gli effetti di alcuni oggetti con gli alleati vicini.,Wirkbereich,Teilt einige Objekteffekte mit benachbarten Verbündeten.,Alcance extendido,Permite que el efecto de ciertos objetos también afecte a aliados cercanos.,Alcance Amplo,Permite que os efeitos de certos itens também afetem aliados próximos.,Duży Zasięg,Pozwala efektom pewnych przedmiotów wpływać również na pobliskich sojuszników.,Аура,Эффекты некоторых предметов влияют и на ближних союзников.,광역화,일부 아이템을 사용했을 때의 효과가 일정 범위 안에 있는 동료에게도 작용한다.,廣域化,使用部分道具時的效果， 對在一定範圍內的同伴 也會有作用。,المدى الكبير,تجعل تأثيرات بعض العناصر تشمل الحلفاء المجاورين.
Item Prolonger,Extends the duration of some item effects.,アイテム使用強化,一部のアイテムの効果時間が 長くなる。,Chimiste,Augmente la durée des effets pour certains objets.,Estensione oggetti,Prolunga la durata degli effetti di alcuni oggetti.,Objektverlängerung,Verlängert die Dauer einiger Objekteffekte.,Duración de objetos,Aumenta la duración del efecto de algunos objetos.,Prolongar Item,Prolonga a duração dos efeitos de alguns itens.,Długie Trwanie,Wydłuża czas trwania pewnych efektów przedmiotów.,Экономное использование,Увеличивает длительность эффектов некоторых предметов.,아이템 사용 강화,일부 아이템의 효과 시간이 늘어난다.,道具使用強化,延長部分道具的 效果時間。,تمديد العنصر,تطيل مدة بعض تأثيرات العناصر.
Free Meal,Gives you a predetermined chance of consuming a food or drink item for free.,満足感,食べたり飲んだりするアイテムが 一定の確率で、もう一度使える。,Pique-assiette,Octroie une chance prédéfinie de consommer une nourriture ou un breuvage gratuitement.,Pasto gratuito,Fornisce una determinata probabilità di consumare gratuitamente un cibo o una bevanda.,Freie Mahlzeit,Nahrungsmittel können mit einer bestimmten Wahrscheinlichkeit kostenlos verzehrt werden.,Comida gratis,Ofrece una probabilidad determinada de consumir un objeto de comida o bebida gratis.,Refeição Grátis,Concede uma chance predeterminada de consumir um alimento ou bebida gratuitamente.,Darmowy Posiłek,Daje ci określoną z góry szansę na skonsumowanie przedmiotu posiłku lub napoju za darmo.,Бесплатная еда,Дает заранее определенный шанс съесть блюдо или выпить бесплатно.,만족감,먹거나 마시는 아이템을 일정 확률로 한 번 더 사용할 수 있게 된다.,滿足感,食用、飲用類的道具 有一定的機率可再次使用。,وجبة مجانية,تمنحك فرصة محددة سلفًا لاستهلاك عنصر طعام أو شراب مجانًا.
Speed Eating,Increases meat-eating and item-consumption speed.,早食い,肉やアイテムを食べる速度が 速くなる。,Carnassier,Augmente la vitesse de consommation de viande et d'objets.,Pasto veloce,Incrementa la velocità di consumo della carne e degli oggetti.,Schnellessen,Beschleunigt den Verzehr von Fleisch und den Verbrauch von Objekten.,Velocidad al comer,Aumenta la velocidad al comer carne y consumir objetos.,Comer Rapidamente,Aumenta a velocidade de ingestão de carne e consumo de itens.,Szybkie Jedzenie,Zwiększa szybkość jedzenia mięsa i konsumpcji przedmiotów.,Аппетит,Увеличивает скорость поедания мяса и поглощения предметов.,빨리 먹기,고기나 아이템을 먹는 속도가 빨라진다.,快吃,加快食用 肉及道具的速度。,الأكل السريع,تزيد من سرعة تناول اللحم واستهلاك العناصر.
Speed Sharpening,Speeds up weapon sharpening when using a whetstone.,砥石使用高速化,砥石の使用時間が短くなる。,Affûtage rapide,Accélère l'affûtage d'une arme avec un aiguisoir.,Affilatura veloce,Accelera l'affilatura dell'arma quando utilizzi una cote.,Schnelles Schärfen,Beschleunigt das Schärfen von Waffen bei der Verwendung eines Wetzsteins.,Velocidad de afilado,Aumenta la velocidad de afilado del arma al usar una piedra de afilar.,Afiação Rápida,Acelera a afiação da arma ao usar uma pedra de amolar.,Szybkie Ostrzenie,"Przyspiesza ostrzenie broni, kiedy korzystasz z osełki.",Быстрая заточка,Увеличивает скорость заточки оружия при использовании точильного камня.,숫돌 사용 고속화,숫돌의 사용 시간이 짧아진다.,砥石使用高速化,縮短砥石的使用時間。,الشحذ السريع,تسرّع شحذ الأسلحة عند استخدام حجر الشحذ.
Bombardier,Increases the damage of explosive items.,ボマー,爆弾系アイテムのダメージが上がる。,Bombardier,Augmente les dégâts occasionnés par les objets explosifs.,Bombardiere,Incrementa i danni degli oggetti esplosivi.,Bombardier,Erhöht den Schaden durch explosive Objekte.,Explosivos mejorados,Aumenta el daño de objetos explosivos.,Bombardeiro,Aumenta o dano de itens explosivos.,Bombardier,Zwiększa obrażenia zadawane przez przedmioty wybuchowe.,Бомбардир,Увеличивает урон от взрывающихся предметов.,보머,폭탄 계열 아이템의 데미지가 상승한다.,炸彈客,提高爆彈系道具的傷害。,المدفعي,تزيد من ضرر العناصر المتفجرة.
