name_en,name_ja,name_fr,name_it,name_de,name_es,name_pt,name_pl,name_ru,name_ko,name_zh,name_ar
Heavy Artillery Charm I,砲撃手の護石Ⅰ,Collier de métal,Amuleto pesante,Geschütz-Talisman,Cigua tiro pesado I,Amuleto Art. Pesada I,Amulet rozruby I,Оберег тяж. артиллерии 1,포격수의 호석Ⅰ,砲擊手護石Ⅰ,سحر المدفعية الثقيلة I
Heavy Artillery Charm II,砲撃手の護石Ⅱ,Collier de métal,Amuleto pesante,Geschütz-Talisman,Cigua tiro pesado II,Amuleto Art. Pesada II,Amulet rozruby II,Оберег тяж. артиллерии 2,포격수의 호석Ⅱ,砲擊手護石Ⅱ,سحر المدفعية الثقيلة II
Light Eater's Charm,小食の護石,Collier du parasite,Amuleto chef,KleinHungerTalisman,Cigua del hambre,Amuleto Devorador de Luz,Amulet niejadka,Оберег голодающего,조금먹기의 호석,小胃口護石,سحر الزاهد
Tracker Charm,追跡の護石,Collier de prémonition,Amuleto esploratore,Spürhund-Talisman,Cigua de sabueso,Amuleto do Rastreador,Amulet tropiciela,Оберег следопыта,추적의 호석,追蹤護石,سحر المتعقب
Fortification Charm,不屈の護石,Collier d'immortalité,Amuleto fortificazione,Kräftigung-Talisman,Cigua de fortaleza,Amuleto de Fortificação,Amulet wzmocnienia,Оберег упорства,불굴의 호석,不屈護石,سحر التحصّن
Performer's Charm,笛吹きの護石,Collier du mélomane,Amuleto musicista,Darbietung-Talisman,Cigua de talento,Amuleto do Intérprete,Amulet występów,Оберег исполнителя,피리불기의 호석,吹笛護石,سحر المؤدي
Capacity Charm,装填の護石,Collier de plomb,Amuleto capienza,Kapazität-Talisman,Cigua de capacidad,Amuleto de Capacidade,Amulet pojemności,Оберег боезапаса,장전의 호석,裝填護石,سحر السعة
Bleed Charm I,耐裂の護石Ⅰ,Collier de sang,Amuleto sangue,Blutung-Talisman,Cigua sangre I,Amuleto de Sangria I,Amulet krwawienia I,Оберег от кровопотери 1,내열상의 호석Ⅰ,耐裂護石Ⅰ,سحر النزيف I
Bleed Charm II,耐裂の護石Ⅱ,Collier de sang,Amuleto sangue,Blutung-Talisman,Cigua sangre II,Amuleto de Sangria II,Amulet krwawienia II,Оберег от кровопотери 2,내열상의 호석Ⅱ,耐裂護石Ⅱ,سحر النزيف II
Bleed Charm III,耐裂の護石Ⅲ,Collier de sang,Amuleto sangue,Blutung-Talisman,Cigua sangre III,Amuleto de Sangria III,Amulet krwawienia III,Оберег от кровопотери 3,내열상의 호석Ⅲ,耐裂護石Ⅲ,سحر النزيف III
Speed Heal Charm I,早復の護石Ⅰ,Collier de jade,Amuleto guarigione,SchnellheilungTalisman,Cigua cura veloz I,Amuleto Cura Rápida I,Amulet uzdrawiania I,Оберег лечения 1,조복의 호석Ⅰ,早復護石Ⅰ,سحر سرعة الشفاء I
Speed Heal Charm II,早復の護石Ⅱ,Collier de jade,Amuleto guarigione,SchnellheilungTalisman,Cigua cura veloz II,Amuleto Cura Rápida II,Amulet uzdrawiania II,Оберег лечения 3,조복의 호석Ⅱ,早復護石Ⅱ,سحر سرعة الشفاء II
Speed Heal Charm III,早復の護石Ⅲ,Collier de jade,Amuleto guarigione,SchnellheilungTalisman,Cigua cura veloz III,Amuleto Cura Rápida III,Amulet uzdrawiania III,Оберег лечения 2,조복의 호석Ⅲ,早復護石Ⅲ,سحر سرعة الشفاء III
Ice Charm I,耐氷の護石Ⅰ,Collier de glace,Amuleto ghiaccio,Eis-Talisman,Cigua hielo I,Amuleto de Gelo I,Amulet lodu I,Оберег от льда 1,내빙의 호석Ⅰ,耐冰護石Ⅰ,سحر الثلج I
Ice Charm II,耐氷の護石Ⅱ,Collier de glace,Amuleto ghiaccio,Eis-Talisman,Cigua hielo II,Amuleto de Gelo II,Amulet lodu II,Оберег от льда 2,내빙의 호석Ⅱ,耐冰護石Ⅱ,سحر الثلج II
Ice Charm III,耐氷の護石Ⅲ,Collier de glace,Amuleto ghiaccio,Eis-Talisman,Cigua hielo III,Amuleto de Gelo III,Amulet lodu III,Оберег от льда 3,내빙의 호석Ⅲ,耐冰護石Ⅲ,سحر الثلج III
Blight Charm I,耐属の護石Ⅰ,Collier du druide,Amuleto malus,Pest-Talisman,Cigua plaga I,Amuleto de Flagelo I,Amulet plagi I,Оберег от порчи 1,내속의 호석Ⅰ,耐屬護石Ⅰ,سحر الوباء I
Blight Charm II,耐属の護石Ⅱ,Collier du druide,Amuleto malus,Pest-Talisman,Cigua plaga II,Amuleto de Flagelo II,Amulet plagi II,Оберег от порчи 2,내속의 호석Ⅱ,耐屬護石Ⅱ,سحر الوباء II
Blight Charm III,耐属の護石Ⅲ,Collier du druide,Amuleto malus,Pest-Talisman,Cigua plaga III,Amuleto de Flagelo III,Amulet plagi III,Оберег от порчи 3,내속의 호석Ⅲ,耐屬護石Ⅲ,سحر الوباء III
Frost Charm I,氷結の護石Ⅰ,Collier d'hiver,Amuleto bufera,Frost-Talisman,Cigua helada I,Amuleto Gélido I,Amulet mrozu I,Оберег мороза 1,빙결의 호석Ⅰ,冰結護石Ⅰ,سحر الصقيع I
Frost Charm II,氷結の護石Ⅱ,Collier d'hiver,Amuleto bufera,Frost-Talisman,Cigua helada II,Amuleto Gélido II,Amulet mrozu II,Оберег мороза 2,빙결의 호석Ⅱ,冰結護石Ⅱ,سحر الصقيع II
Frost Charm III,氷結の護石Ⅲ,Collier d'hiver,Amuleto bufera,Frost-Talisman,Cigua helada III,Amuleto Gélido III,Amulet mrozu III,Оберег мороза 3,빙결의 호석Ⅲ,冰結護石Ⅲ,سحر الصقيع III
Master's Charm I,達人の護石Ⅰ,Collier spirituel,Amuleto esperto,Meister-Talisman,Cigua maestra I,Amuleto de Mestre I,Amulet mistrza I,Оберег мастера 1,달인의 호석Ⅰ,達人護石Ⅰ,سحر السيد I
Master's Charm II,達人の護石Ⅱ,Collier spirituel,Amuleto esperto,Meister-Talisman,Cigua maestra II,Amuleto de Mestre II,Amulet mistrza II,Оберег мастера 2,달인의 호석Ⅱ,達人護石Ⅱ,سحر السيد II
Master's Charm III,達人の護石Ⅲ,Collier spirituel,Amuleto esperto,Meister-Talisman,Cigua maestra III,Amuleto de Mestre III,Amulet mistrza III,Оберег мастера 3,달인의 호석Ⅲ,達人護石Ⅲ,سحر السيد III
Evasion Charm I,回避の護石Ⅰ,Collier angélique,Amuleto evasione,Ausweich-Talisman,Cigua evasión I,Amuleto de Evasão I,Amulet uniku I,Оберег уклонения 1,회피의 호석Ⅰ,迴避護石Ⅰ,سحر التفادي I
Evasion Charm II,回避の護石Ⅱ,Collier angélique,Amuleto evasione,Ausweich-Talisman,Cigua evasión II,Amuleto de Evasão II,Amulet uniku II,Оберег уклонения 2,회피의 호석Ⅱ,迴避護石Ⅱ,سحر التفادي II
Evasion Charm III,回避の護石Ⅲ,Collier angélique,Amuleto evasione,Ausweich-Talisman,Cigua evasión III,Amuleto de Evasão III,Amulet uniku III,Оберег уклонения 3,회피의 호석Ⅲ,回迴避護石Ⅲ,سحر التفادي III
Sheath Charm I,納刀の護石Ⅰ,Collier du sensei,Amuleto rinfodero,Wegstecken-Talisman,Cigua funda I,Amuleto de Bainha I,Amulet futerału I,Оберег ножен 1,납도의 호석Ⅰ,納刀護石Ⅰ,سحر الغمد I
Sheath Charm II,納刀の護石Ⅱ,Collier du sensei,Amuleto rinfodero,Wegstecken-Talisman,Cigua funda II,Amuleto de Bainha II,Amulet futerału II,Оберег ножен 2,납도의 호석Ⅱ,納刀護石Ⅱ,سحر الغمد II
Sheath Charm III,納刀の護石Ⅲ,Collier du sensei,Amuleto rinfodero,Wegstecken-Talisman,Cigua funda III,Amuleto de Bainha III,Amulet futerału III,Оберег ножен 3,납도의 호석Ⅲ,納刀護石Ⅲ,سحر الغمد III
Whetstone Charm I,研磨の護石Ⅰ,Collier de verre,Amuleto cote,Wetzstein-Talisman,Cigua afiladora I,Amuleto de Afiação I,Amulet osełki I,Оберег точила 1,연마의 호석Ⅰ,研磨護石Ⅰ,سحر حجر الشحذ I
Whetstone Charm II,研磨の護石Ⅱ,Collier de verre,Amuleto cote,Wetzstein-Talisman,Cigua afiladora II,Amuleto de Afiação II,Amulet osełki II,Оберег точила 2,연마의 호석Ⅱ,研磨護石Ⅱ,سحر حجر الشحذ II
Whetstone Charm III,研磨の護石Ⅲ,Collier de verre,Amuleto cote,Wetzstein-Talisman,Cigua afiladora III,Amuleto de Afiação III,Amulet osełki III,Оберег точила 3,연마의 호석Ⅲ,研磨護石Ⅲ,سحر حجر الشحذ III
Blast Charm I,耐爆の護石Ⅰ,Talisman de pyrope,Amuleto scoppio,Explosion-Talisman,Cigua nitro I,Amuleto de Explosão I,Amulet wybuchu I,Оберег от взрыва 1,내폭파의 호석Ⅰ,耐爆護石Ⅰ,سحر الانفجار I
Blast Charm II,耐爆の護石Ⅱ,Talisman de pyrope,Amuleto scoppio,Explosion-Talisman,Cigua nitro II,Amuleto de Explosão II,Amulet wybuchu II,Оберег от взрыва 2,내폭파의 호석Ⅱ,耐爆護石Ⅱ,سحر الانفجار II
Blast Charm III,耐爆の護石Ⅲ,Talisman de pyrope,Amuleto scoppio,Explosion-Talisman,Cigua nitro III,Amuleto de Explosão III,Amulet wybuchu III,Оберег от взрыва 3,내폭파의 호석Ⅲ,耐爆護石Ⅲ,سحر الانفجار III
Dragon Charm I,耐龍の護石Ⅰ,Talisman draconique,Amuleto drago,Drachen-Talisman,Cigua draco I,Amuleto de Dragão I,Amulet smoków I,Оберег от дракона 1,내룡의 호석Ⅰ,耐龍護石Ⅰ,سحر التنين I
Dragon Charm II,耐龍の護石Ⅱ,Talisman draconique,Amuleto drago,Drachen-Talisman,Cigua draco II,Amuleto de Dragão II,Amulet smoków II,Оберег от дракона 2,내룡의 호석Ⅱ,耐龍護石Ⅱ,سحر التنين II
Dragon Charm III,耐龍の護石Ⅲ,Talisman draconique,Amuleto drago,Drachen-Talisman,Cigua draco III,Amuleto de Dragão III,Amulet smoków III,Оберег от дракона 3,내룡의 호석Ⅲ,耐龍護石Ⅲ,سحر التنين III
Wyrmsbane Charm I,破龍の護石Ⅰ,Talisman du dragon,Amuleto iperdrago,Wyrmgeißel-Talisman,Cigua sierpe I,Amuleto Wyrmsbane I,Amulet smokozmory I,Оберег змея 1,파룡의 호석Ⅰ,破龍護石Ⅰ,سحر الدوامة I
Wyrmsbane Charm II,破龍の護石Ⅱ,Talisman du dragon,Amuleto iperdrago,Wyrmgeißel-Talisman,Cigua sierpe II,Amuleto Wyrmsbane II,Amulet smokozmory II,Оберег змея 2,파룡의 호석Ⅱ,破龍護石Ⅱ,سحر الدوامة II
Wyrmsbane Charm III,破龍の護石Ⅲ,Talisman du dragon,Amuleto iperdrago,Wyrmgeißel-Talisman,Cigua sierpe III,Amuleto Wyrmsbane III,Amulet smokozmory III,Оберег змея 3,파룡의 호석Ⅲ,破龍護石Ⅲ,سحر الدوامة III
Demolition Charm I,爆破の護石Ⅰ,Talisman du chaos,Amuleto schianto,Zerstörung-Talisman,Cigua demolición I,Amuleto de Demolição I,Amulet niszczenia I,Оберег разрушителя 1,폭파의 호석Ⅰ,爆破護石Ⅰ,سحر الدمار I
Demolition Charm II,爆破の護石Ⅱ,Talisman du chaos,Amuleto schianto,Zerstörung-Talisman,Cigua demolición II,Amuleto de Demolição II,Amulet niszczenia II,Оберег разрушителя 2,폭파의 호석Ⅱ,爆破護石Ⅱ,سحر الدمار II
Demolition Charm III,爆破の護石Ⅲ,Talisman du chaos,Amuleto schianto,Zerstörung-Talisman,Cigua demolición III,Amuleto de Demolição III,Amulet niszczenia III,Оберег разрушителя 3,폭파의 호석Ⅲ,爆破護石Ⅲ,سحر الدمار III
Draw Charm I,抜刀の護石Ⅰ,Talisman du battosai,Amuleto sfoderata,Ziehen-Talisman,Cigua extracción I,Amuleto de Saque I,Amulet dobycia I,Оберег выхвата 1,발도의 호석Ⅰ,拔刀護石Ⅰ,سحر السحب I
Draw Charm II,抜刀の護石Ⅱ,Talisman du battosai,Amuleto sfoderata,Ziehen-Talisman,Cigua extracción II,Amuleto de Saque II,Amulet dobycia II,Оберег выхвата 2,발도의 호석Ⅱ,拔刀護石Ⅱ,سحر السحب II
Trickshot Charm I,特射の護石Ⅰ,Talisman du tireur,Amuleto preciso,KunstschussTalismn,Cigua trucada I,Amuleto de Disparo I,Amulet strzelecki I,Оберег стрелка 1,특사의 호석Ⅰ,特射護石Ⅰ,سحر الخدعة I
Trickshot Charm II,特射の護石Ⅱ,Talisman du tireur,Amuleto preciso,KunstschussTalismn,Cigua trucada II,Amuleto de Disparo II,Amulet strzelecki II,Оберег стрелка 2,특사의 호석Ⅱ,特射護石Ⅱ,سحر الخدعة II
Marathon Charm I,強走の護石Ⅰ,Talisman d'énergie,Amuleto maratona,Marathon-Talisman,Cigua maratón I,Amuleto de Maratona I,Amulet maratonu I,Оберег марафонца 1,강주의 호석Ⅰ,強走護石Ⅰ,سحر الماراثون I
Marathon Charm II,強走の護石Ⅱ,Talisman d'énergie,Amuleto maratona,Marathon-Talisman,Cigua maratón II,Amuleto de Maratona II,Amulet maratonu II,Оберег марафонца 2,강주의 호석Ⅱ,強走護石Ⅱ,سحر الماراثون II
Fitness Charm I,体術の護石Ⅰ,Talisman de santé,Amuleto tonico,Fitness-Talisman,Cigua en forma I,Amuleto de Boa Forma I,Amulet sprawności I,Оберег стройности 1,체술의 호석Ⅰ,體術護石Ⅰ,سحر اللياقة I
Fitness Charm II,体術の護石Ⅱ,Talisman de santé,Amuleto tonico,Fitness-Talisman,Cigua en forma II,Amuleto de Boa Forma II,Amulet sprawności II,Оберег стройности 2,체술의 호석Ⅱ,體術護石Ⅱ,سحر اللياقة II
Fitness Charm III,体術の護石Ⅲ,Talisman de santé,Amuleto tonico,Fitness-Talisman,Cigua en forma III,Amuleto de Boa Forma III,Amulet sprawności III,Оберег стройности 3,체술의 호석Ⅲ,體術護石Ⅲ,سحر اللياقة III
Surge Charm I,早気の護石Ⅰ,Talisman d'afflux,Amuleto super,Energie-Talisman,Cigua recarga I,Amuleto de Surto I,Amulet przypływu I,Оберег выносливости 1,조기의 호석Ⅰ,早氣護石Ⅰ,سحر الاندفاع I
Surge Charm II,早気の護石Ⅱ,Talisman d'afflux,Amuleto super,Energie-Talisman,Cigua recarga II,Amuleto de Surto II,Amulet przypływu II,Оберег выносливости 2,조기의 호석Ⅱ,早氣護石Ⅱ,سحر الاندفاع II
Leaping Charm I,跳躍の護石Ⅰ,Talisman ninjutsu,Amuleto tuffo,Luftsprung-Talisman,Cigua saltarina I,Amuleto de Pulo I,Amulet skoczka I,Оберег прыгуна 1,도약의 호석Ⅰ,跳躍護石Ⅰ,سحر الوثب I
Leaping Charm II,跳躍の護石Ⅱ,Talisman ninjutsu,Amuleto tuffo,Luftsprung-Talisman,Cigua saltarina II,Amuleto de Pulo II,Amulet skoczka II,Оберег прыгуна 2,도약의 호석Ⅱ,跳躍護石Ⅱ,سحر الوثب II
Bombardier Charm I,爆師の護石Ⅰ,Talisman infernal,Amuleto bomba,Bombardier-Talisman,Cigua bombardera I,Amuleto Bombardeiro I,Amulet bombardiera I,Оберег бомбардира 1,폭파수의 호석Ⅰ,爆師護石Ⅰ,سحر المدفعي I
Bombardier Charm II,爆師の護石Ⅱ,Talisman infernal,Amuleto bomba,Bombardier-Talisman,Cigua bombardera II,Amuleto Bombardeiro II,Amulet bombardiera II,Оберег бомбардира 2,폭파수의 호석Ⅱ,爆師護石Ⅱ,سحر المدفعي II
Bombardier Charm III,爆師の護石Ⅲ,Talisman infernal,Amuleto bomba,Bombardier-Talisman,Cigua bombardera III,Amuleto Bombardeiro III,Amulet bombardiera III,Оберег бомбардира 3,폭파수의 호석Ⅲ,爆師護石Ⅲ,سحر المدفعي III
Mushroom Charm I,茸好の護石Ⅰ,Talisman champignon,Amuleto fungo,Pilz-Talisman,Cigua seta I,Amuleto de Cogumelo I,Amulet grzybów I,Оберег грибника 1,버섯 애호가의 호석Ⅰ,嗜菇護石Ⅰ,سحر الفطر I
Mushroom Charm II,茸好の護石Ⅱ,Talisman champignon,Amuleto fungo,Pilz-Talisman,Cigua seta II,Amuleto de Cogumelo II,Amulet grzybów II,Оберег грибника 2,버섯 애호가의 호석Ⅱ,嗜菇護石Ⅱ,سحر الفطر II
Awakening Charm I,覚醒の護石Ⅰ,Talisman de l'éveil,Amuleto risveglio,Erwachen-Talisman,Cigua despertar I,Amuleto de Despertar I,Amulet przebudzenia I,Оберег пробуждения 1,각성의 호석Ⅰ,覺醒護石Ⅰ,سحر الصحوة I
Awakening Charm II,覚醒の護石Ⅱ,Talisman de l'éveil,Amuleto risveglio,Erwachen-Talisman,Cigua despertar II,Amuleto de Despertar II,Amulet przebudzenia II,Оберег пробуждения 2,각성의 호석Ⅱ,覺醒護石Ⅱ,سحر الصحوة II
Handicraft Charm I,匠の護石Ⅰ,Talisman du forgeron,Amuleto artigiano,Handwerk-Talisman,Cigua artesanía I,Amuleto Artesanato I,Amulet rękodzieła I,Оберег остроты 1,장인의 호석Ⅰ,匠之護石Ⅰ,سحر الحرفية I
Handicraft Charm II,匠の護石Ⅱ,Talisman du forgeron,Amuleto artigiano,Handwerk-Talisman,Cigua artesanía II,Amuleto Artesanato II,Amulet rękodzieła II,Оберег остроты 2,장인의 호석Ⅱ,匠之護石Ⅱ,سحر الحرفية II
Handicraft Charm III,匠の護石Ⅲ,Talisman du forgeron,Amuleto artigiano,Handwerk-Talisman,Cigua artesanía III,Amuleto Artesanato III,Amulet rękodzieła III,Оберег остроты 3,장인의 호석Ⅲ,匠之護石Ⅲ,سحر الحرفية III
Mud Puppy Charm,泥浴びの護石,Bracelet du fervent,Amuleto melma,Schlamm-Talisman,Cigua nectura,Amuleto Filhote da Lama,Am. błotnego szczeniaka,Оберег грязного щенка,진흙투성이의 호석,泥浴護石,سحر جرو الوحل
Trickshot Charm,仕掛け弾の護石,Bracelet du scélérat,Amuleto preciso,Kunstschuss-Talisman,Cigua trucada,Amuleto de Disparo,Amulet strzelecki,Оберег снайпера,특수탄의 호석,陷阱彈護石,سحر الخدعة
Hunter's Life Charm,狩猟生活の護石,Bracelet du ranger,Amuleto survivalista,Jägerleben-Talisman,Cigua vida de cazador,Amuleto Vida do Caçador,Amulet życia łowcy,Оберег охотничьей жизни,수렵생활의 호석,狩獵生活護石,سحر حياة الصياد
Procurer's Charm,調達の護石,Bracelet du margoulin,Amuleto procacciatore,Vermittler-Talisman,Cigua del procurador,Amuleto do Pisteiro,Amulet zaopatrzeniowca,Оберег поставщика,조달의 호석,籌備護石,سحر المحرز
Gatherer's Charm,採集鉄人の護石,Bracelet du rapineur,Amuleto raccoglitore,Sammler-Talisman,Cigua del recolector,Amuleto do Coletor,Amulet zbieracza,Оберег сборщика,채집 철인의 호석,採集鐵人護石,سحر الجامع
Guard Charm I,耐防の護石Ⅰ,Talisman de fer,Amuleto blocco,Block-Talisman,Cigua guarda I,Amuleto de Bloqueio I,Amulet ochrony I,Оберег железной кожи 1,내방어의 호석Ⅰ,耐防護石Ⅰ,سحر التصدي I
Guard Charm II,耐防の護石Ⅱ,Talisman de fer,Amuleto blocco,Block-Talisman,Cigua guarda II,Amuleto de Bloqueio II,Amulet ochrony II,Оберег железной кожи 2,내방어의 호석Ⅱ,耐防護石Ⅱ,سحر التصدي II
Guard Charm III,耐防の護石Ⅲ,Talisman de fer,Amuleto blocco,Block-Talisman,Cigua guarda III,Amuleto de Bloqueio III,Amulet ochrony III,Оберег железной кожи 3,내방어의 호석Ⅲ,耐防護石Ⅲ,سحر التصدي III
Earplugs Charm I,耳栓の護石Ⅰ,Talisman de banshee,Amuleto udito,Ohrstöpsel-Talisman,Cigua para oídos I,Amuleto de Tampões I,Amulet zatyczek I,Оберег ушей 1,귀마개의 호석Ⅰ,耳塞護石Ⅰ,سحر سدادات الأذن I
Earplugs Charm II,耳栓の護石Ⅱ,Talisman de banshee,Amuleto udito,Ohrstöpsel-Talisman,Cigua para oídos II,Amuleto de Tampões II,Amulet zatyczek II,Оберег ушей 2,귀마개의 호석Ⅱ,耳塞護石Ⅱ,سحر سدادات الأذن II
Earplugs Charm III,耳栓の護石Ⅲ,Talisman de banshee,Amuleto udito,Ohrstöpsel-Talisman,Cigua para oídos III,Amuleto de Tampões III,Amulet zatyczek III,Оберег ушей 3,귀마개의 호석Ⅲ,耳塞護石Ⅲ,سحر سدادات الأذن III
Tremor Charm I,耐震の護石Ⅰ,Talisman de terre,Amuleto sisma,Beben-Talisman,Cigua temblores I,Amuleto de Tremor I,Amulet wstrząsów I,Оберег от тряски 1,내진의 호석Ⅰ,耐震護石Ⅰ,سحر الزلازل I
Tremor Charm II,耐震の護石Ⅱ,Talisman de terre,Amuleto sisma,Beben-Talisman,Cigua temblores II,Amuleto de Tremor II,Amulet wstrząsów II,Оберег от тряски 2,내진의 호석Ⅱ,耐震護石Ⅱ,سحر الزلازل II
Exploiter Charm I,痛撃の護石Ⅰ,Talisman de cruauté,Amuleto abuso,Vorteil-Talisman,Cigua provecho I,Amuleto de Fraqueza I,Amulet spryciarza I,Оберег хитреца 1,통격의 호석Ⅰ,痛擊護石Ⅰ,سحر المستغِل I
Exploiter Charm II,痛撃の護石Ⅱ,Talisman de cruauté,Amuleto abuso,Vorteil-Talisman,Cigua provecho II,Amuleto de Fraqueza II,Amulet spryciarza II,Оберег хитреца 2,통격의 호석Ⅱ,痛擊護石Ⅱ,سحر المستغِل II
Focus Charm I,集中の護石Ⅰ,Talisman de clarté,Amuleto concentrato,Fokus-Talisman,Cigua centrada I,Amuleto de Foco I,Amulet skupienia I,Оберег фокусировки 1,집중의 호석Ⅰ,集中護石Ⅰ,سحر التركيز I
Focus Charm II,集中の護石Ⅱ,Talisman de clarté,Amuleto concentrato,Fokus-Talisman,Cigua centrada II,Amuleto de Foco II,Amulet skupienia II,Оберег фокусировки 2,집중의 호석Ⅱ,集中護石Ⅱ,سحر التركيز II
Breaker Charm I,重撃の護石Ⅰ,Talisman du briseur,Amuleto lesione,Brecher-Talisman,Cigua troceo I,Amuleto de Quebra I,Amulet łamacza I,Оберег рассекателя 1,중격의 호석Ⅰ,重擊護石Ⅰ,سحر الكاسر I
Breaker Charm II,重撃の護石Ⅱ,Talisman du briseur,Amuleto lesione,Brecher-Talisman,Cigua troceo II,Amuleto de Quebra II,Amulet łamacza II,Оберег рассекателя 2,중격의 호석Ⅱ,重擊護石Ⅱ,سحر الكاسر II
Fury Charm I,逆上の護石Ⅰ,Talisman de fureur,Amuleto furia,Zorn-Talisman,Cigua furia I,Amuleto de Fúria I,Amulet furii I,Оберег ярости 1,역상의 호석Ⅰ,暴怒護石Ⅰ,سحر الغاضب I
Fury Charm II,逆上の護石Ⅱ,Talisman de fureur,Amuleto furia,Zorn-Talisman,Cigua furia II,Amuleto de Fúria II,Amulet furii II,Оберег ярости 2,역상의 호석Ⅱ,暴怒護石Ⅱ,سحر الغاضب II
Grit Charm I,底力の護石Ⅰ,Talisman du courage,Amuleto grinta,Schneid-Talisman,Cigua abrasiva I,Amuleto de Brio I,Amulet determinacji I,Оберег выдержки 1,저력의 호석Ⅰ,底力護石Ⅰ,سحر الصلابة I
Grit Charm II,底力の護石Ⅱ,Talisman du courage,Amuleto grinta,Schneid-Talisman,Cigua abrasiva II,Amuleto de Brio II,Amulet determinacji II,Оберег выдержки 2,저력의 호석Ⅱ,底力護石Ⅱ,سحر الصلابة II
Maintenance Charm I,整備の護石Ⅰ,Talisman du ranger,Amuleto dedicato,Wartung-Talisman,Cigua reparadora I,Amuleto Manutenção I,Amulet konserwacji I,Оберег механика 1,정비의 호석Ⅰ,裝備護石Ⅰ,سحر أعمال الصيانة I
Maintenance Charm II,整備の護石Ⅱ,Talisman du ranger,Amuleto dedicato,Wartung-Talisman,Cigua reparadora II,Amuleto Manutenção II,Amulet konserwacji II,Оберег механика 2,정비의 호석Ⅱ,整備護石Ⅱ,سحر أعمال الصيانة II
Maintenance Charm III,整備の護石Ⅲ,Talisman du ranger,Amuleto dedicato,Wartung-Talisman,Cigua reparadora III,Amuleto Manutenção III,Amulet konserwacji III,Оберег механика 3,정비의 호석Ⅲ,整備護石Ⅲ,سحر أعمال الصيانة III
Power Charm I,全開の護石Ⅰ,Talisman de puissance,Amuleto forza,Kraft-Talisman,Cigua de poder I,Amuleto de Poder I,Amulet mocy I,Оберег энергии 1,전개의 호석Ⅰ,全開護石Ⅰ,سحر القوة I
Power Charm II,全開の護石Ⅱ,Talisman de puissance,Amuleto forza,Kraft-Talisman,Cigua de poder II,Amuleto de Poder II,Amulet mocy II,Оберег энергии 2,전개의 호석Ⅱ,全開護石Ⅱ,سحر القوة II
Challenger Charm I,挑戦の護石Ⅰ,Talisman du courage,Amuleto sfidante,Hetzer-Talisman,Cigua desafío I,Amuleto do Desafiante I,Amulet konkurenta I,Оберег провокатора 1,도전의 호석Ⅰ,挑戰護石Ⅰ,سحر المتحدّي I
Challenger Charm II,挑戦の護石Ⅱ,Talisman du courage,Amuleto sfidante,Hetzer-Talisman,Cigua desafío II,Amuleto do Desafiante II,Amulet konkurenta II,Оберег провокатора 2,도전의 호석Ⅱ,挑戰護石Ⅱ,سحر المتحدّي II
Unscathed Charm I,無傷の護石Ⅰ,Talisman du triomphe,Amuleto illeso,Unversehrt-Talisman,Cigua ilesa I,Amuleto Ileso I,Amulet zdrowego I,Оберег невредимости 1,건강제일의 호석Ⅰ,無傷護石Ⅰ,سحر الآمن I
Unscathed Charm II,無傷の護石Ⅱ,Talisman du triomphe,Amuleto illeso,Unversehrt-Talisman,Cigua ilesa II,Amuleto Ileso II,Amulet zdrowego II,Оберег невредимости 2,건강제일의 호석Ⅱ,無傷護石Ⅱ,سحر الآمن II
Mighty Charm I,渾身の護石Ⅰ,Talisman du fervent,Amuleto possente,Macht-Talisman,Cigua potente I,Amuleto Potente I,Amulet mocarności I,Оберег могущества 1,혼신의 호석Ⅰ,渾身護石Ⅰ,سحر الهائل I
Mighty Charm II,渾身の護石Ⅱ,Talisman du fervent,Amuleto possente,Macht-Talisman,Cigua potente II,Amuleto Potente II,Amulet mocarności II,Оберег могущества 2,혼신의 호석Ⅱ,渾身護石Ⅱ,سحر الهائل II
Impact Charm I,耐衝の護石Ⅰ,Talisman d'acier,Amuleto impatto,Treffer-Talisman,Cigua impacto I,Amuleto de Impacto I,Amulet uderzenia I,Оберег непоколебимости 1,내충격의 호석Ⅰ,耐衝護石Ⅰ,سحر التصادم I
Impact Charm II,耐衝の護石Ⅱ,Talisman d'acier,Amuleto impatto,Treffer-Talisman,Cigua impacto II,Amuleto de Impacto II,Amulet uderzenia II,Оберег непоколебимости 2,내충격의 호석Ⅱ,耐衝護石Ⅱ,سحر التصادم II
Miasma Charm I,耐瘴の護石Ⅰ,Talisman impie,Amuleto effluvio,Miasma-Talisman,Cigua miasma I,Amuleto de Miasma I,Amulet miazmatów I,Оберег от миазм 1,독기 내성의 호석Ⅰ,耐瘴護石Ⅰ,سحر الخانق I
Miasma Charm II,耐瘴の護石Ⅱ,Talisman impie,Amuleto effluvio,Miasma-Talisman,Cigua miasma II,Amuleto de Miasma II,Amulet miazmatów II,Оберег от миазм 2,독기 내성의 호석Ⅱ,耐瘴護石Ⅱ,سحر الخانق II
Miasma Charm III,耐瘴の護石Ⅲ,Talisman impie,Amuleto effluvio,Miasma-Talisman,Cigua miasma III,Amuleto de Miasma III,Amulet miazmatów III,Оберег от миазм 3,독기 내성의 호석Ⅲ,耐瘴護石Ⅲ,سحر الخانق III
Normal Shots Charm,通常弾の護石,Talisman du tireur,Amuleto normale,StandardboostTalismn,Cigua D normal,Amuleto Disparos Normais,Amulet strzałów,Оберег обычного выстрела,통상탄의 호석,通常彈護石,سحر الطلقات العادية
