id,name_en,rarity,type,gender,slot_1,slot_2,slot_3,defense_base,defense_max,defense_augment_max,defense_fire,defense_water,defense_thunder,defense_ice,defense_dragon
324,Anja Coil β,5,waist,both,2,0,0,44,66,82,3,-3,-1,-1,0
325,Anja Greaves β,5,legs,both,1,0,0,44,66,82,3,-3,-1,-1,0
326,Jyura Helm α,5,head,both,0,0,0,44,66,82,-1,2,-3,0,0
327,Jyura Mail α,5,chest,both,0,0,0,44,66,82,-1,2,-3,0,0
328,Jyura Vambraces α,5,arms,both,0,0,0,44,66,82,-1,2,-3,0,0
329,Jyura Coil α,5,waist,both,0,0,0,44,66,82,-1,2,-3,0,0
330,Jyura Greaves α,5,legs,both,0,0,0,44,66,82,-1,2,-3,0,0
331,Jyura Helm β,5,head,both,1,0,0,44,66,82,-1,2,-3,0,0
332,Jyura Mail β,5,chest,both,1,0,0,44,66,82,-1,2,-3,0,0
333,Jyura Vambraces β,5,arms,both,1,0,0,44,66,82,-1,2,-3,0,0
334,Jyura Coil β,5,waist,both,1,0,0,44,66,82,-1,2,-3,0,0
335,Jyura Greaves β,5,legs,both,2,0,0,44,66,82,-1,2,-3,0,0
336,Kadachi Helm α,5,head,both,0,0,0,44,66,82,0,-3,3,0,0
337,Kadachi Mail α,5,chest,both,0,0,0,44,66,82,0,-3,3,0,0
338,Kadachi Vambraces α,5,arms,both,0,0,0,44,66,82,0,-3,3,0,0
339,Kadachi Coil α,5,waist,both,0,0,0,44,66,82,0,-3,3,0,0
340,Kadachi Greaves α,5,legs,both,0,0,0,44,66,82,0,-3,3,0,0
341,Kadachi Helm β,5,head,both,2,0,0,44,66,82,0,-3,3,0,0
342,Kadachi Mail β,5,chest,both,2,0,0,44,66,82,0,-3,3,0,0
343,Kadachi Vambraces β,5,arms,both,2,0,0,44,66,82,0,-3,3,0,0
344,Kadachi Coil β,5,waist,both,1,1,0,44,66,82,0,-3,3,0,0
345,Kadachi Greaves β,5,legs,both,1,1,0,44,66,82,0,-3,3,0,0
346,Lumu Hat α,5,head,both,0,0,0,44,66,82,-3,2,0,1,0
347,Lumu Mail α,5,chest,both,0,0,0,44,66,82,-3,2,0,1,0
348,Lumu Vambraces α,5,arms,both,0,0,0,44,66,82,-3,2,0,1,0
349,Lumu Coil α,5,waist,both,0,0,0,44,66,82,-3,2,0,1,0
350,Lumu Greaves α,5,legs,both,0,0,0,44,66,82,-3,2,0,1,0
351,Lumu Hat β,5,head,both,2,0,0,44,66,82,-3,2,0,1,0
352,Lumu Mail β,5,chest,both,1,0,0,44,66,82,-3,2,0,1,0
353,Lumu Vambraces β,5,arms,both,1,0,0,44,66,82,-3,2,0,1,0
354,Lumu Coil β,5,waist,both,1,0,0,44,66,82,-3,2,0,1,0
355,Lumu Greaves β,5,legs,both,1,1,0,44,66,82,-3,2,0,1,0
356,Rathian Helm α,5,head,both,0,0,0,46,68,84,2,0,-2,0,-3
357,Rathian Mail α,5,chest,both,0,0,0,46,68,84,2,0,-2,0,-3
358,Rathian Vambraces α,5,arms,both,0,0,0,46,68,84,2,0,-2,0,-3
359,Rathian Coil α,5,waist,both,0,0,0,46,68,84,2,0,-2,0,-3
360,Rathian Greaves α,5,legs,both,0,0,0,46,68,84,2,0,-2,0,-3
361,Rathian Helm β,5,head,both,1,0,0,46,68,84,2,0,-2,0,-3
362,Rathian Mail β,5,chest,both,1,0,0,46,68,84,2,0,-2,0,-3
363,Rathian Vambraces β,5,arms,both,1,0,0,46,68,84,2,0,-2,0,-3
364,Rathian Coil β,5,waist,both,1,0,0,46,68,84,2,0,-2,0,-3
365,Rathian Greaves β,5,legs,both,1,0,0,46,68,84,2,0,-2,0,-3
366,Rath Heart Helm α,6,head,both,0,0,0,52,72,84,3,0,-3,0,-4
367,Rath Heart Mail α,6,chest,both,0,0,0,52,72,84,3,0,-3,0,-4
368,Rath Heart Braces α,6,arms,both,0,0,0,52,72,84,3,0,-3,0,-4
369,Rath Heart Coil α,6,waist,both,0,0,0,52,72,84,3,0,-3,0,-4
370,Rath Heart Greaves α,6,legs,both,0,0,0,52,72,84,3,0,-3,0,-4
371,Rath Heart Helm β,6,head,both,2,0,0,52,72,84,3,0,-3,0,-4
372,Rath Heart Mail β,6,chest,both,1,1,0,52,72,84,3,0,-3,0,-4
373,Rath Heart Braces β,6,arms,both,2,0,0,52,72,84,3,0,-3,0,-4
374,Rath Heart Coil β,6,waist,both,1,0,0,52,72,84,3,0,-3,0,-4
375,Rath Heart Greaves β,6,legs,both,2,0,0,52,72,84,3,0,-3,0,-4
376,Baan Helm α,6,head,both,0,0,0,46,66,78,0,2,0,-1,-2
377,Baan Mail α,6,chest,both,0,0,0,46,66,78,0,2,0,-1,-2
378,Baan Vambraces α,6,arms,both,0,0,0,46,66,78,0,2,0,-1,-2
379,Baan Coil α,6,waist,both,0,0,0,46,66,78,0,2,0,-1,-2
380,Baan Greaves α,6,legs,both,0,0,0,46,66,78,0,2,0,-1,-2
381,Baan Helm β,6,head,both,2,0,0,46,66,78,0,2,0,-1,-2
382,Baan Mail β,6,chest,both,1,0,0,46,66,78,0,2,0,-1,-2
383,Baan Vambraces β,6,arms,both,1,0,0,46,66,78,0,2,0,-1,-2
384,Baan Coil β,6,waist,both,2,0,0,46,66,78,0,2,0,-1,-2
385,Baan Greaves β,6,legs,both,1,0,0,46,66,78,0,2,0,-1,-2
386,Gastodon Horn α,5,head,both,0,0,0,48,70,86,3,0,0,0,0
387,Gastodon Horn β,5,head,both,1,0,0,48,70,86,3,0,0,0,0
388,Barnos Jacket α,5,chest,both,0,0,0,48,70,86,1,1,0,1,-2
389,Barnos Jacket β,5,chest,both,1,0,0,48,70,86,1,1,0,1,-2
390,Dodogama Helm α,5,head,both,0,0,0,48,70,86,2,0,-3,0,2
391,Dodogama Mail α,5,chest,both,0,0,0,48,70,86,2,0,-3,0,2
392,Dodogama Vambraces α,5,arms,both,0,0,0,48,70,86,2,0,-3,0,2
393,Dodogama Coil α,5,waist,both,0,0,0,48,70,86,2,0,-3,0,2
394,Dodogama Greaves α,5,legs,both,0,0,0,48,70,86,2,0,-3,0,2
395,Dodogama Helm β,5,head,both,1,0,0,48,70,86,2,0,-3,0,2
396,Dodogama Mail β,5,chest,both,1,0,0,48,70,86,2,0,-3,0,2
397,Dodogama Vambraces β,5,arms,both,1,0,0,48,70,86,2,0,-3,0,2
398,Dodogama Coil β,5,waist,both,1,0,0,48,70,86,2,0,-3,0,2
399,Dodogama Greaves β,5,legs,both,1,0,0,48,70,86,2,0,-3,0,2
400,Zorah Headgear α,6,head,both,0,0,0,44,64,76,4,-3,-1,-2,-3
401,Zorah Hide α,6,chest,both,0,0,0,44,64,76,4,-3,-1,-2,-3
402,Zorah Claws α,6,arms,both,0,0,0,44,64,76,4,-3,-1,-2,-3
403,Zorah Spine α,6,waist,both,0,0,0,44,64,76,4,-3,-1,-2,-3
404,Zorah Spurs α,6,legs,both,0,0,0,44,64,76,4,-3,-1,-2,-3
405,Zorah Headgear β,6,head,both,1,0,0,44,64,76,4,-3,-1,-2,-3
406,Zorah Hide β,6,chest,both,2,0,0,44,64,76,4,-3,-1,-2,-3
407,Zorah Claws β,6,arms,both,1,0,0,44,64,76,4,-3,-1,-2,-3
408,Zorah Spine β,6,waist,both,2,0,0,44,64,76,4,-3,-1,-2,-3
409,Zorah Spurs β,6,legs,both,2,0,0,44,64,76,4,-3,-1,-2,-3
410,High Metal Helm α,6,head,both,0,0,0,50,70,82,0,-1,-2,3,0
411,High Metal Mail α,6,chest,both,0,0,0,50,70,82,0,-1,-2,3,0
412,High Metal Braces α,6,arms,both,0,0,0,50,70,82,0,-1,-2,3,0
413,High Metal Coil α,6,waist,both,0,0,0,50,70,82,0,-1,-2,3,0
414,High Metal Greaves α,6,legs,both,0,0,0,50,70,82,0,-1,-2,3,0
415,High Metal Helm β,6,head,both,2,0,0,50,70,82,0,-1,-2,3,0
416,High Metal Mail β,6,chest,both,2,0,0,50,70,82,0,-1,-2,3,0
417,High Metal Braces β,6,arms,both,1,0,0,50,70,82,0,-1,-2,3,0
418,High Metal Coil β,6,waist,both,1,0,0,50,70,82,0,-1,-2,3,0
419,High Metal Greaves β,6,legs,both,1,0,0,50,70,82,0,-1,-2,3,0
420,Ingot Helm α,6,head,both,0,0,0,50,70,82,-2,0,3,-1,0
421,Ingot Mail α,6,chest,both,0,0,0,50,70,82,-2,0,3,-1,0
422,Ingot Vambraces α,6,arms,both,0,0,0,50,70,82,-2,0,3,-1,0
423,Ingot Coil α,6,waist,both,0,0,0,50,70,82,-2,0,3,-1,0
424,Ingot Greaves α,6,legs,both,0,0,0,50,70,82,-2,0,3,-1,0
425,Ingot Helm β,6,head,both,1,0,0,50,70,82,-2,0,3,-1,0
426,Ingot Mail β,6,chest,both,1,0,0,50,70,82,-2,0,3,-1,0
427,Ingot Vambraces β,6,arms,both,1,0,0,50,70,82,-2,0,3,-1,0
428,Ingot Coil β,6,waist,both,3,0,0,50,70,82,-2,0,3,-1,0
429,Ingot Greaves β,6,legs,both,2,0,0,50,70,82,-2,0,3,-1,0
430,Brigade Lobos α,6,head,both,0,0,0,52,72,84,1,0,2,0,2
431,Brigade Suit α,6,chest,both,2,0,0,52,72,84,1,0,2,0,2
432,Brigade Vambraces α,6,arms,both,0,0,0,52,72,84,1,0,2,0,2
433,Brigade Coil α,6,waist,both,0,0,0,52,72,84,1,0,2,0,2
434,Brigade Boots α,6,legs,both,1,0,0,52,72,84,1,0,2,0,2
435,Brigade Lobos β,6,head,both,1,0,0,52,72,84,1,0,2,0,2
436,Brigade Suit β,6,chest,both,2,2,0,52,72,84,1,0,2,0,2
437,Brigade Vambraces β,6,arms,both,1,0,0,52,72,84,1,0,2,0,2
438,Brigade Coil β,6,waist,both,1,0,0,52,72,84,1,0,2,0,2
439,Brigade Boots β,6,legs,both,3,0,0,52,72,84,1,0,2,0,2
440,Faux Felyne α,6,head,both,0,0,0,56,76,88,2,2,2,2,2
441,Strategist Spectacles α,6,head,both,1,0,0,56,76,88,2,2,2,2,2
442,Lavasioth Helm α,6,head,both,0,0,0,56,76,88,3,-3,1,-2,2
443,Lavasioth Mail α,6,chest,both,0,0,0,56,76,88,3,-3,1,-2,2
444,Lavasioth Vambraces α,6,arms,both,2,0,0,56,76,88,3,-3,1,-2,2
445,Lavasioth Coil α,6,waist,both,0,0,0,56,76,88,3,-3,1,-2,2
446,Lavasioth Greaves α,6,legs,both,1,0,0,56,76,88,3,-3,1,-2,2
447,Lavasioth Helm β,6,head,both,1,1,0,56,76,88,3,-3,1,-2,2
448,Lavasioth Mail β,6,chest,both,1,1,0,56,76,88,3,-3,1,-2,2
449,Lavasioth Vambraces β,6,arms,both,3,0,0,56,76,88,3,-3,1,-2,2
450,Lavasioth Coil β,6,waist,both,1,0,0,56,76,88,3,-3,1,-2,2
451,Lavasioth Greaves β,6,legs,both,2,0,0,56,76,88,3,-3,1,-2,2
452,Legiana Helm α,6,head,both,0,0,0,54,74,86,-1,2,-3,3,0
453,Legiana Mail α,6,chest,both,0,0,0,54,74,86,-1,2,-3,3,0
454,Legiana Vambraces α,6,arms,both,0,0,0,54,74,86,-1,2,-3,3,0
455,Legiana Coil α,6,waist,both,0,0,0,54,74,86,-1,2,-3,3,0
456,Legiana Greaves α,6,legs,both,0,0,0,54,74,86,-1,2,-3,3,0
457,Legiana Helm β,6,head,both,1,0,0,54,74,86,-1,2,-3,3,0
458,Legiana Mail β,6,chest,both,1,0,0,54,74,86,-1,2,-3,3,0
459,Legiana Vambraces β,6,arms,both,3,0,0,54,74,86,-1,2,-3,3,0
460,Legiana Coil β,6,waist,both,2,0,0,54,74,86,-1,2,-3,3,0
461,Legiana Greaves β,6,legs,both,3,0,0,54,74,86,-1,2,-3,3,0
462,Odogaron Helm α,6,head,both,0,0,0,54,74,86,2,2,-2,-3,0
463,Odogaron Mail α,6,chest,both,0,0,0,54,74,86,2,2,-2,-3,0
464,Odogaron Vambraces α,6,arms,both,0,0,0,54,74,86,2,2,-2,-3,0
465,Odogaron Coil α,6,waist,both,0,0,0,54,74,86,2,2,-2,-3,0
466,Odogaron Greaves α,6,legs,both,0,0,0,54,74,86,2,2,-2,-3,0
467,Odogaron Helm β,6,head,both,2,0,0,54,74,86,2,2,-2,-3,0
468,Odogaron Mail β,6,chest,both,1,0,0,54,74,86,2,2,-2,-3,0
469,Odogaron Vambraces β,6,arms,both,1,0,0,54,74,86,2,2,-2,-3,0
470,Odogaron Coil β,6,waist,both,2,0,0,54,74,86,2,2,-2,-3,0
471,Odogaron Greaves β,6,legs,both,1,0,0,54,74,86,2,2,-2,-3,0
472,Rathalos Helm α,6,head,both,0,0,0,54,74,86,3,1,-2,1,-3
473,Rathalos Mail α,6,chest,both,0,0,0,54,74,86,3,1,-2,1,-3
474,Rathalos Vambraces α,6,arms,both,0,0,0,54,74,86,3,1,-2,1,-3
475,Rathalos Coil α,6,waist,both,0,0,0,54,74,86,3,1,-2,1,-3
476,Rathalos Greaves α,6,legs,both,0,0,0,54,74,86,3,1,-2,1,-3
477,Rathalos Helm β,6,head,both,1,0,0,54,74,86,3,1,-2,1,-3
478,Rathalos Mail β,6,chest,both,1,0,0,54,74,86,3,1,-2,1,-3
479,Rathalos Vambraces β,6,arms,both,1,0,0,54,74,86,3,1,-2,1,-3
480,Rathalos Coil β,6,waist,both,2,0,0,54,74,86,3,1,-2,1,-3
481,Rathalos Greaves β,6,legs,both,3,0,0,54,74,86,3,1,-2,1,-3
482,Rath Soul Helm α,7,head,both,0,0,0,56,68,82,3,2,2,-3,-4
483,Rath Soul Mail α,7,chest,both,1,0,0,56,68,82,3,2,2,-3,-4
484,Rath Soul Braces α,7,arms,both,1,0,0,56,68,82,3,2,2,-3,-4
485,Rath Soul Coil α,7,waist,both,0,0,0,56,68,82,3,2,2,-3,-4
486,Rath Soul Greaves α,7,legs,both,0,0,0,56,68,82,3,2,2,-3,-4
487,Rath Soul Helm β,7,head,both,1,1,0,56,68,82,3,2,2,-3,-4
488,Rath Soul Mail β,7,chest,both,2,0,0,56,68,82,3,2,2,-3,-4
489,Rath Soul Braces β,7,arms,both,2,0,0,56,68,82,3,2,2,-3,-4
490,Rath Soul Coil β,7,waist,both,3,0,0,56,68,82,3,2,2,-3,-4
491,Rath Soul Greaves β,7,legs,both,1,0,0,56,68,82,3,2,2,-3,-4
492,Diablos Helm α,6,head,both,0,0,0,54,74,86,3,-2,0,-3,2
493,Diablos Mail α,6,chest,both,0,0,0,54,74,86,3,-2,0,-3,2
494,Diablos Vambraces α,6,arms,both,0,0,0,54,74,86,3,-2,0,-3,2
495,Diablos Coil α,6,waist,both,0,0,0,54,74,86,3,-2,0,-3,2
496,Diablos Greaves α,6,legs,both,0,0,0,54,74,86,3,-2,0,-3,2
497,Diablos Helm β,6,head,both,2,0,0,54,74,86,3,-2,0,-3,2
498,Diablos Mail β,6,chest,both,2,0,0,54,74,86,3,-2,0,-3,2
499,Diablos Vambraces β,6,arms,both,2,0,0,54,74,86,3,-2,0,-3,2
500,Diablos Coil β,6,waist,both,2,0,0,54,74,86,3,-2,0,-3,2
501,Diablos Greaves β,6,legs,both,1,1,0,54,74,86,3,-2,0,-3,2
502,Diablos Nero Helm α,7,head,both,1,0,0,56,68,82,2,-3,0,-4,2
503,Diablos Nero Mail α,7,chest,both,1,0,0,56,68,82,2,-3,0,-4,2
504,Diablos Nero Braces α,7,arms,both,0,0,0,56,68,82,2,-3,0,-4,2
505,Diablos Nero Coil α,7,waist,both,0,0,0,56,68,82,2,-3,0,-4,2
506,Diablos Nero Greaves α,7,legs,both,1,0,0,56,68,82,2,-3,0,-4,2
507,Diablos Nero Helm β,7,head,both,3,0,0,56,68,82,2,-3,0,-4,2
508,Diablos Nero Mail β,7,chest,both,2,1,0,56,68,82,2,-3,0,-4,2
509,Diablos Nero Braces β,7,arms,both,2,1,0,56,68,82,2,-3,0,-4,2
510,Diablos Nero Coil β,7,waist,both,2,0,0,56,68,82,2,-3,0,-4,2
511,Diablos Nero Greaves β,7,legs,both,2,0,0,56,68,82,2,-3,0,-4,2
512,Uragaan Helm α,7,head,both,3,0,0,60,72,86,4,-3,1,-2,-2
513,Uragaan Mail α,7,chest,both,1,0,0,60,72,86,4,-3,1,-2,-2
514,Uragaan Vambraces α,7,arms,both,1,0,0,60,72,86,4,-3,1,-2,-2
515,Uragaan Coil α,7,waist,both,1,1,0,60,72,86,4,-3,1,-2,-2
516,Uragaan Greaves α,7,legs,both,1,0,0,60,72,86,4,-3,1,-2,-2
517,Uragaan Helm β,7,head,both,3,1,0,60,72,86,4,-3,1,-2,-2
518,Uragaan Mail β,7,chest,both,3,0,0,60,72,86,4,-3,1,-2,-2
519,Uragaan Vambraces β,7,arms,both,2,0,0,60,72,86,4,-3,1,-2,-2
520,Uragaan Coil β,7,waist,both,2,1,0,60,72,86,4,-3,1,-2,-2
521,Uragaan Greaves β,7,legs,both,3,0,0,60,72,86,4,-3,1,-2,-2
522,Bazel Helm α,7,head,both,2,0,0,58,70,84,3,1,-4,-2,-2
523,Bazel Mail α,7,chest,both,0,0,0,58,70,84,3,1,-4,-2,-2
524,Bazel Vambraces α,7,arms,both,0,0,0,58,70,84,3,1,-4,-2,-2
525,Bazel Coil α,7,waist,both,1,0,0,58,70,84,3,1,-4,-2,-2
526,Bazel Greaves α,7,legs,both,1,0,0,58,70,84,3,1,-4,-2,-2
527,Bazel Helm β,7,head,both,3,1,0,58,70,84,3,1,-4,-2,-2
528,Bazel Mail β,7,chest,both,1,1,0,58,70,84,3,1,-4,-2,-2
529,Bazel Vambraces β,7,arms,both,3,0,0,58,70,84,3,1,-4,-2,-2
530,Bazel Coil β,7,waist,both,3,0,0,58,70,84,3,1,-4,-2,-2
531,Bazel Greaves β,7,legs,both,3,0,0,58,70,84,3,1,-4,-2,-2
532,Damascus Helm α,7,head,both,1,0,0,60,72,86,4,-2,0,0,0
533,Damascus Mail α,7,chest,both,1,0,0,60,72,86,4,-2,0,0,0
534,Damascus Vambraces α,7,arms,both,0,0,0,60,72,86,4,-2,0,0,0
535,Damascus Coil α,7,waist,both,1,0,0,60,72,86,4,-2,0,0,0
536,Damascus Greaves α,7,legs,both,1,0,0,60,72,86,4,-2,0,0,0
537,Damascus Helm β,7,head,both,3,0,0,60,72,86,4,-2,0,0,0
538,Damascus Mail β,7,chest,both,1,1,1,60,72,86,4,-2,0,0,0
539,Damascus Vambraces β,7,arms,both,1,0,0,60,72,86,4,-2,0,0,0
540,Damascus Coil β,7,waist,both,1,1,1,60,72,86,4,-2,0,0,0
541,Damascus Greaves β,7,legs,both,3,0,0,60,72,86,4,-2,0,0,0
542,Dober Helm α,7,head,both,0,0,0,60,72,86,-2,0,-1,-1,4
543,Dober Mail α,7,chest,both,1,0,0,60,72,86,-2,0,-1,-1,4
544,Dober Vambraces α,7,arms,both,0,0,0,60,72,86,-2,0,-1,-1,4
545,Dober Coil α,7,waist,both,2,0,0,60,72,86,-2,0,-1,-1,4
546,Dober Greaves α,7,legs,both,0,0,0,60,72,86,-2,0,-1,-1,4
547,Dober Helm β,7,head,both,1,0,0,60,72,86,-2,0,-1,-1,4
548,Dober Mail β,7,chest,both,3,0,0,60,72,86,-2,0,-1,-1,4
549,Dober Vambraces β,7,arms,both,1,1,0,60,72,86,-2,0,-1,-1,4
550,Dober Coil β,7,waist,both,3,0,0,60,72,86,-2,0,-1,-1,4
551,Dober Greaves β,7,legs,both,1,0,0,60,72,86,-2,0,-1,-1,4
552,Death Stench Brain α,7,head,both,2,0,0,62,74,88,3,2,-2,3,-4
553,Death Stench Muscle α,7,chest,both,0,0,0,62,74,88,3,2,-2,3,-4
554,Death Stench Grip α,7,arms,both,1,0,0,62,74,88,3,2,-2,3,-4
555,Death Stench Bowels α,7,waist,both,0,0,0,62,74,88,3,2,-2,3,-4
556,Death Stench Heel α,7,legs,both,0,0,0,62,74,88,3,2,-2,3,-4
557,Death Stench Brain β,7,head,both,3,0,0,62,74,88,3,2,-2,3,-4
558,Death Stench Muscle β,7,chest,both,3,0,0,62,74,88,3,2,-2,3,-4
559,Death Stench Grip β,7,arms,both,1,1,0,62,74,88,3,2,-2,3,-4
560,Death Stench Bowels β,7,waist,both,1,1,0,62,74,88,3,2,-2,3,-4
561,Death Stench Heel β,7,legs,both,1,1,0,62,74,88,3,2,-2,3,-4
562,Skull Mask α,7,head,both,2,0,0,64,76,90,-3,-1,-1,-1,2
563,Nergigante Helm α,8,head,both,1,0,0,64,70,84,1,1,-3,1,-3
564,Nergigante Mail α,8,chest,both,1,0,0,64,70,84,1,1,-3,1,-3
565,Nergigante Vambraces α,8,arms,both,0,0,0,64,70,84,1,1,-3,1,-3
566,Nergigante Coil α,8,waist,both,0,0,0,64,70,84,1,1,-3,1,-3
567,Nergigante Greaves α,8,legs,both,1,0,0,64,70,84,1,1,-3,1,-3
568,Nergigante Helm β,8,head,both,1,1,0,64,70,84,1,1,-3,1,-3
569,Nergigante Mail β,8,chest,both,2,1,0,64,70,84,1,1,-3,1,-3
570,Nergigante Vambraces β,8,arms,both,1,0,0,64,70,84,1,1,-3,1,-3
571,Nergigante Coil β,8,waist,both,2,0,0,64,70,84,1,1,-3,1,-3
572,Nergigante Greaves β,8,legs,both,2,0,0,64,70,84,1,1,-3,1,-3
573,Kaiser Crown α,8,head,both,0,0,0,64,70,84,3,-3,1,-3,1
574,Kaiser Mail α,8,chest,both,0,0,0,64,70,84,3,-3,1,-3,1
575,Kaiser Vambraces α,8,arms,both,1,0,0,64,70,84,3,-3,1,-3,1
576,Kaiser Coil α,8,waist,both,0,0,0,64,70,84,3,-3,1,-3,1
577,Kaiser Greaves α,8,legs,both,0,0,0,64,70,84,3,-3,1,-3,1
578,Kaiser Crown β,8,head,both,2,0,0,64,70,84,3,-3,1,-3,1
579,Kaiser Mail β,8,chest,both,1,1,0,64,70,84,3,-3,1,-3,1
580,Kaiser Vambraces β,8,arms,both,3,0,0,64,70,84,3,-3,1,-3,1
581,Kaiser Coil β,8,waist,both,2,0,0,64,70,84,3,-3,1,-3,1
582,Kaiser Greaves β,8,legs,both,1,0,0,64,70,84,3,-3,1,-3,1
583,Kushala Glare α,8,head,both,0,0,0,64,70,84,0,2,-3,4,-2
584,Kushala Cista α,8,chest,both,0,0,0,64,70,84,0,2,-3,4,-2
585,Kushala Grip α,8,arms,both,0,0,0,64,70,84,0,2,-3,4,-2
586,Kushala Cocoon α,8,waist,both,0,0,0,64,70,84,0,2,-3,4,-2
587,Kushala Crus α,8,legs,both,0,0,0,64,70,84,0,2,-3,4,-2
588,Kushala Glare β,8,head,both,1,1,1,64,70,84,0,2,-3,4,-2
589,Kushala Cista β,8,chest,both,2,0,0,64,70,84,0,2,-3,4,-2
590,Kushala Grip β,8,arms,both,3,0,0,64,70,84,0,2,-3,4,-2
591,Kushala Cocoon β,8,waist,both,1,1,0,64,70,84,0,2,-3,4,-2
592,Kushala Crus β,8,legs,both,3,0,0,64,70,84,0,2,-3,4,-2
593,Vaal Hazak Helm α,8,head,both,0,0,0,64,70,84,-4,4,1,-1,-3
594,Vaal Hazak Mail α,8,chest,both,1,0,0,64,70,84,-4,4,1,-1,-3
595,Vaal Hazak Braces α,8,arms,both,1,0,0,64,70,84,-4,4,1,-1,-3
596,Vaal Hazak Coil α,8,waist,both,1,0,0,64,70,84,-4,4,1,-1,-3
597,Vaal Hazak Greaves α,8,legs,both,1,0,0,64,70,84,-4,4,1,-1,-3
598,Vaal Hazak Helm β,8,head,both,1,0,0,64,70,84,-4,4,1,-1,-3
599,Vaal Hazak Mail β,8,chest,both,1,1,0,64,70,84,-4,4,1,-1,-3
600,Vaal Hazak Braces β,8,arms,both,1,1,1,64,70,84,-4,4,1,-1,-3
601,Vaal Hazak Coil β,8,waist,both,1,1,0,64,70,84,-4,4,1,-1,-3
602,Vaal Hazak Greaves β,8,legs,both,1,1,0,64,70,84,-4,4,1,-1,-3
603,Kirin Horn α,8,head,both,0,0,0,64,70,84,-3,-2,4,-2,2
604,Kirin Jacket α,8,chest,both,0,0,0,64,70,84,-3,-2,4,-2,2
605,Kirin Longarms α,8,arms,both,0,0,0,64,70,84,-3,-2,4,-2,2
606,Kirin Hoop α,8,waist,both,0,0,0,64,70,84,-3,-2,4,-2,2
607,Kirin Leg Guards α,8,legs,both,0,0,0,64,70,84,-3,-2,4,-2,2
608,Kirin Horn β,8,head,both,1,0,0,64,70,84,-3,-2,4,-2,2
609,Kirin Jacket β,8,chest,both,1,0,0,64,70,84,-3,-2,4,-2,2
610,Kirin Longarms β,8,arms,both,1,1,0,64,70,84,-3,-2,4,-2,2
611,Kirin Hoop β,8,waist,both,1,1,1,64,70,84,-3,-2,4,-2,2
612,Kirin Leg Guards β,8,legs,both,1,1,0,64,70,84,-3,-2,4,-2,2
613,Xeno'jiiva Headgear α,8,head,both,1,0,0,72,78,92,-3,2,2,2,-4
614,Xeno'jiiva Hide α,8,chest,both,1,0,0,72,78,92,-3,2,2,2,-4
615,Xeno'jiiva Claws α,8,arms,both,1,0,0,72,78,92,-3,2,2,2,-4
616,Xeno'jiiva Spine α,8,waist,both,2,0,0,72,78,92,-3,2,2,2,-4
617,Xeno'jiiva Spurs α,8,legs,both,1,0,0,72,78,92,-3,2,2,2,-4
618,Xeno'jiiva Headgear β,8,head,both,2,0,0,72,78,92,-3,2,2,2,-4
619,Xeno'jiiva Hide β,8,chest,both,1,1,0,72,78,92,-3,2,2,2,-4
620,Xeno'jiiva Claws β,8,arms,both,3,0,0,72,78,92,-3,2,2,2,-4
621,Xeno'jiiva Spine β,8,waist,both,2,1,0,72,78,92,-3,2,2,2,-4
622,Xeno'jiiva Spurs β,8,legs,both,1,1,0,72,78,92,-3,2,2,2,-4
623,Guild Cross Circlet α,8,head,both,1,0,0,62,68,82,0,0,0,0,0
624,Guild Cross Suit α,8,chest,both,1,0,0,62,68,82,0,0,0,0,0
625,Guild Cross Vambraces α,8,arms,both,1,0,0,62,68,82,0,0,0,0,0
626,Guild Cross Coil α,8,waist,both,1,0,0,62,68,82,0,0,0,0,0
627,Guild Cross Boots α,8,legs,both,1,0,0,62,68,82,0,0,0,0,0
628,Guild Cross Circlet β,8,head,both,1,1,1,62,68,82,0,0,0,0,0
629,Guild Cross Suit β,8,chest,both,3,0,0,62,68,82,0,0,0,0,0
630,Guild Cross Vambraces β,8,arms,both,3,0,0,62,68,82,0,0,0,0,0
631,Guild Cross Coil β,8,waist,both,1,1,1,62,68,82,0,0,0,0,0
632,Guild Cross Boots β,8,legs,both,3,0,0,62,68,82,0,0,0,0,0
633,Dragonking Eyepatch α,8,head,both,3,0,0,70,76,90,0,0,0,0,0
634,Commission Gorget α,8,head,both,1,0,0,70,76,90,2,2,2,2,2
635,Commission Jacket α,8,chest,both,0,0,0,70,76,90,2,2,2,2,2
636,Commission Vambraces α,8,arms,both,1,0,0,70,76,90,2,2,2,2,2
637,Commission Belt α,8,waist,both,1,0,0,70,76,90,2,2,2,2,2
638,Commission Pants α,8,legs,both,0,0,0,70,76,90,2,2,2,2,2
639,Commission Gorget β,8,head,both,2,0,0,70,76,90,2,2,2,2,2
640,Commission Jacket β,8,chest,both,1,0,0,70,76,90,2,2,2,2,2
641,Commission Vambraces β,8,arms,both,2,0,0,70,76,90,2,2,2,2,2
642,Commission Belt β,8,waist,both,2,0,0,70,76,90,2,2,2,2,2
643,Commission Pants β,8,legs,both,2,0,0,70,76,90,2,2,2,2,2
644,Vangis Helm α,7,head,both,1,0,0,58,70,84,1,1,-3,2,-3
645,Vangis Mail α,7,chest,both,2,0,0,58,70,84,1,1,-3,2,-3
646,Vangis Vambraces α,7,arms,both,0,0,0,58,70,84,1,1,-3,2,-3
