name_en,name_ja,name_fr,name_it,name_de,name_es,name_pt,name_pl,name_ru,name_ko,name_zh,name_ar
Death Stench Brain,デスギアゲヒル,Cerveau putride,Cervello putrefatto,Todesgestank-Hirn,Cerebro pestilente,Cérebro Putrefato,Mózg rozkładu,Капюшон зловония смерти,데스기어게힐,死神首腦,درع رأس رائحة الموت
Death Stench Muscle,デスギアムスケル,Muscle putride,Muscolo putrefatto,Todesgestank-Muskel,Músculo pestilente,Músculo Putrefato,Mięsień rozkładu,Доспех зловония смерти,데스기어무스켈,死神肌肉,عضلة رائحة الموت
Death Stench Grip,デスギアファオスト,Étreinte putride,Mani putrefatte,Todesgestank-Klauen,Zarpas pestilentes,Garra Putrefata,Chwyt rozkładu,Наручи зловония смерти,데스기어파오스트,死神雙手,قبضة رائحة الموت
Death Stench Bowels,デスギアナーベル,Boyaux putrides,Budella putrefatte,Todesgestank-Gedärm,Intestinos pestilentes,Vísceras Putrefatas,Jelita rozkładu,Пояс зловония смерти,데스기어네이블,死神臍帶,مصران رائحة الموت
Death Stench Heels,,,,,,,,,,,
Brigade Lobos,ブリゲイドロポス,Chapeau de brigade,Feluca di brigata,Brigade-Lobos,Sombrero de brigada,Chapéu de Brigada,Kapelusz Brygady,Почетная шляпа,브리게이드로포스,旅團帽,لوبُس السرية
Brigade Suit,ブリゲイドスーツ,Tenue de brigade,Abito di brigata,Brigade-Anzug,Traje de brigada,Traje de Brigada,Strój Brygady,Почетный мундир,브리게이드슈트,旅團戰衣,سترة السرية
Brigade Vambraces,ブリゲイドアーム,Protège-bras de brigade,Parabraccia di brigata,Brigade-Armschienen,Brazales de brigada,Avambraços de Brigada,Zarękawia Brygady,Почетные наручи,브리게이드암,旅團腕甲,درع ساعد السرية
Brigade Coil,ブリゲイドコイル,Boucle de brigade,Spira di brigata,Brigade-Hüftring,Faja de brigada,Cinturão de Brigada,Pas Brygady,Почетный пояс,브리게이드코일,旅團腰甲,لفيفة السرية
Brigade Boots,ブリゲイドブーツ,Bottes de brigade,Stivali di brigata,Brigade-Stiefel,Botas de brigada,Botas de Brigada,Buty Brygady,Почетные сапоги,브리게이드부츠,旅團靴,حذاء السرية
Legiana Helm,ギエナヘルム,Valkyrie Legiana,Elmo di Legiana,Legiana-Helm,Yelmo de Legiana,Elmo de Legiana,Hełm z Legiany,Легиановый шлем,기에나헬름,風漂龍頭盔,خوذة ليغيانا
Legiana Mail,ギエナメイル,Veste Legiana,Cotta di Legiana,Legiana-Panzerung,Cota de Legiana,Armadura de Legiana,Zbroja z Legiany,Легиановый доспех,기에나메일,風漂龍鎧甲,درع ليغيانا
Legiana Vambraces,ギエナアーム,Avant-bras Legiana,Parabraccia di Legiana,Legiana-Armschienen,Brazales de Legiana,Avambraços de Legiana,Zarękawia z Legiany,Легиановые наручи,기에나암,風漂龍腕甲,درع ساعد ليغيانا
Legiana Coil,ギエナコイル,Ceinture Legiana,Spira di Legiana,Legiana-Hüftring,Faja de Legiana,Cinturão de Legiana,Pas z Legiany,Легиановый пояс,기에나코일,風漂龍腰甲,لفيفة ليغيانا
Legiana Greaves,ギエナグリーヴ,Grèves Legiana,Schinieri di Legiana,Legiana-Beinschienen,Grebas de Legiana,Grevas de Legiana,Nagolenice z Legiany,Легиановые поножи,기에나그리브,風漂龍護腿,درع ساق ليغيانا
Odogaron Helm,ガロンヘルム,Masque Odogaron,Elmo di Odogaron,Odogaron-Helm,Yelmo de Odogaron,Elmo de Odogaron,Hełm z Odogarona,Одогароновый шлем,가론헬름,慘爪龍頭盔,خوذة أودوغارون
Odogaron Mail,ガロンメイル,Cotte Odogaron,Cotta di Odogaron,Odogaron-Panzerung,Cota de Odogaron,Armadura de Odogaron,Zbroja z Odogarona,Одогароновый доспех,가론메일,慘爪龍鎧甲,درع أودوغارون
Odogaron Vambraces,ガロンアーム,Avant-bras Odogaron,Parabraccia di Odogaron,Odogaron-Armschienen,Brazales de Odogaron,Avambraços de Odogaron,Zarękawia z Odogarona,Одогароновые наручи,가론암,慘爪龍腕甲,درع ساعد أودوغارون
Odogaron Coil,ガロンコイル,Obi Odogaron,Spira di Odogaron,Odogaron-Hüftring,Faja de Odogaron,Cinturão de Odogaron,Pas z Odogarona,Одогароновый пояс,가론코일,慘爪龍腰甲,لفيفة أودوغارون
Odogaron Greaves,ガロングリーヴ,Cuissards Odogaron,Schinieri di Odogaron,Odogaron-Beinschienen,Grebas de Odogaron,Grevas de Odogaron,Nagolenice z Odogarona,Одогароновые поножи,가론그리브,慘爪龍護腿,درع ساق أودوغارون
Rathalos Helm,レウスヘルム,Casque Rathalos,Elmo di Rathalos,Rathalos-Helm,Yelmo de Rathalos,Elmo de Rathalos,Hełm z Rathalosa,Раталосовый шлем,레우스헬름,火龍頭盔,خوذة راذالوس
Rathalos Mail,レウスメイル,Cotte Rathalos,Cotta di Rathalos,Rathalos-Panzerung,Cota de Rathalos,Armadura de Rathalos,Zbroja z Rathalosa,Раталосовый доспех,레우스메일,火龍鎧甲,درع راذالوس
Rathalos Vambraces,レウスアーム,Avant-bras Rathalos,Parabraccia di Rathalos,Rathalos-Armschienen,Brazales de Rathalos,Avambraços de Rathalos,Zarękawia z Rathalosa,Раталосовые наручи,레우스암,火龍腕甲,درع ساعد راذالوس
Rathalos Coil,レウスコイル,Tassette Rathalos,Spira di Rathalos,Rathalos-Hüftring,Faja de Rathalos,Cinturão de Rathalos,Pas z Rathalosa,Раталосовый пояс,레우스코일,火龍腰甲,لفيفة راذالوس
Rathalos Greaves,レウスグリーヴ,Grèves Rathalos,Schinieri di Rathalos,Rathalos-Beinschienen,Grebas de Rathalos,Grevas de Rathalos,Nagolenice z Rathalosa,Раталосовые поножи,레우스그리브,火龍護腿,درع ساق راذالوس
Diablos Helm,ディアブロヘルム,Heaume Diablos,Elmo di Diablos,Diablos-Helm,Yelmo de Diablos,Elmo de Diablos,Hełm z Diablosa,Диаблосовый шлем,디아블로헬름,角龍頭盔,خوذة ديابلوس
Diablos Mail,ディアブロメイル,Cuirasse Diablos,Cotta di Diablos,Diablos-Panzerung,Cota de Diablos,Armadura de Diablos,Zbroja z Diablosa,Диаблосовый доспех,디아블로메일,角龍鎧甲,درع ديابلوس
Diablos Vambraces,ディアブロアーム,Avant-bras Diablos,Parabraccia di Diablos,Diablos-Armschienen,Brazales de Diablos,Avambraços de Diablos,Zarękawia z Diablosa,Диаблосовые наручи,디아블로암,角龍腕甲,درع ساعد ديابلوس
Diablos Coil,ディアブロコイル,Garde Diablos,Spira di Diablos,Diablos-Hüftring,Faja de Diablos,Cinturão de Diablos,Pas z Diablosa,Диаблосовый пояс,디아블로코일,角龍腰甲,لفيفة ديابلوس
Diablos Greaves,ディアブログリーヴ,Grèves Diablos,Schinieri di Diablos,Diablos-Beinschienen,Grebas de Diablos,Grevas de Diablos,Nagolenice z Diablosa,Диаблосовые поножи,디아블로그리브,角龍護腿,درع ساق ديابلوس
Kirin Horn,キリンホーン,Corne Kirin,Corno di Kirin,Kirin-Horn,Cuerno de Kirin,Chifre de Kirin,Róg Kirina,Рог кирина,키린혼,麒麟角,قرن كيرين
Kirin Jacket,キリンベスト,Veste Kirin,Pettino di Kirin,Kirin-Jacke,Chaqueta de Kirin,Jaqueta de Kirin,Kubrak z Kirina,Куртка кирина,키린베스트,麒麟服飾,سترة كيرين
Kirin Longarms,キリンアームロング,Bras-longs Kirin,Copribraccia di Kirin,Kirin-Armstulpen,Brazos de Kirin,Braços Longos de Kirin,Zarękawia z Kirina,Наручи кирина,키린롱암,麒麟長腕甲,درع ذراع كيرين الطويل
Kirin Hoop,キリンフープ,Ceinture Kirin,Cerchio di Kirin,Kirin-Reifen,Aro de Kirin,Argola de Kirin,Obręcz z Kirina,Обод кирина,키린후프,麒麟腰環,حلقة كيرين
Kirin Leg Guards,キリンレガース,Bottines Kirin,Paragambe di Kirin,Kirin-Beinschutz,Perneras de Kirin,Caneleiras de Kirin,Nogawice z Kirina,Поножи кирина,키린레그가드,麒麟護脛,واقي ساق كيرين
Blossom Headgear,ブロッサムヘッド,Coiffe Printemps,Elmo floreale,Blüten-Kopfschutz,Yelmo de flores,Elmo Florescer,Hełm kwiecia,Цветочный обруч,블로섬헤드,巴魯特頭飾,عتاد رأس الربيع
Blossom Vest,ブロッサムベスト,Veste Printemps,Pettorina floreale,Blüten-Weste,Armadura de flores,Colete Florescer,Kamizela kwiecia,Цветочный жилет,블로섬베스트,巴魯特服飾,صديري الربيع
Blossom Cuffs,ブロッサムカフス,Manches Printemps,Guanti floreali,Blüten-Manschetten,Guanteletes de flores,Mangas Florescer,Mankiety kwiecia,Цветочные манжеты,블로섬커프스,巴魯特手套,معصمي الربيع
Blossom Coat,ブロッサムコート,Jupette Printemps,Cappotto floreale,Blüten-Hüftschutz,Muslera de flores,Jaqueta Florescer,Płaszcz kwiecia,Цветочная юбка,블로섬코트,巴魯特風衣,غطاء درع الربيع
Blossom Boots,ブロッサムブーツ,Bottes Printemps,Gambali floreali,Blüten-Stiefel,Botas de flores,Botas Florescer,Buty kwiecia,Цветочные сапоги,블로섬부츠,巴魯特靴,حذاء الربيع
Leather Headgear α,レザーヘッドα,Lunettes en cuir α,Copricapo di cuoio α,Leder-Kopfschutz α,Lentes de cuero α,Elmo de Couro α,Skórzany kaptur α,Кожаный шлем α,레더헤드α,皮製頭飾α,عتاد رأس جلدي α
Leather Mail α,レザーベストα,Veste en cuir α,Cotta di cuoio α,Leder-Panzerung α,Cota de cuero α,Armadura de Couro α,Skórzana zbroja α,Кожаный доспех α,레더베스트α,皮製服飾α,درع جلدي α
Leather Gloves α,レザーグラブα,Gants en cuir α,Guanti di cuoio α,Leder-Handschuhe α,Guantes de cuero α,Luvas de Couro α,Skórzane rękawice α,Кожаные наручи α,레더글러브α,皮製手套α,قفازات جلدية α
Leather Belt α,レザーベルトα,Ceinture en cuir α,Falda di cuoio α,Leder-Gürtel α,Muslera de cuero α,Cinto de Couro α,Skórzany pas α,Кожаный пояс α,레더벨트α,皮製皮帶α,حزام جلدي α
Leather Trousers α,レザーパンツα,Pantalon en cuir α,Pantaloni di cuoio α,Leder-Hose α,Pantalones de cuero α,Calças de Couro α,Skórzane spodnie α,Кожаные поножи α,레더팬츠α,皮製長褲α,سروال جلدي α
Leather Headgear β,レザーヘッドβ,Lunettes en cuir β,Copricapo di cuoio β,Leder-Kopfschutz β,Lentes de cuero β,Elmo de Couro β,Skórzany kaptur β,Кожаный шлем β,레더헤드β,皮製頭飾β,عتاد رأس جلدي β
Leather Mail β,レザーベストβ,Veste en cuir β,Cotta di cuoio β,Leder-Panzerung β,Cota de cuero β,Armadura de Couro β,Skórzana zbroja β,Кожаный доспех β,레더베스트β,皮製服飾β,درع جلدي β
Leather Gloves β,レザーグラブβ,Gants en cuir β,Guanti di cuoio β,Leder-Handschuhe β,Guantes de cuero β,Luvas de Couro β,Skórzane rękawice β,Кожаные наручи β,레더글러브β,皮製手套β,قفازات جلدية β
Leather Belt β,レザーベルトβ,Ceinture en cuir β,Falda di cuoio β,Leder-Gürtel β,Muslera de cuero β,Cinto de Couro β,Skórzany pas β,Кожаный пояс β,레더벨트β,皮製皮帶β,حزام جلدي β
Leather Trousers β,レザーパンツβ,Pantalon en cuir β,Pantaloni di cuoio β,Leder-Hose β,Pantalones de cuero β,Calças de Couro β,Skórzane spodnie β,Кожаные поножи β,레더팬츠β,皮製長褲β,سروال جلدي β
Chainmail Headgear α,チェーンヘッドα,Heaume de mailles α,Copricapo di maglia α,Ketten-Kopfschutz α,Cubrecabeza malla α,Elmo de Cota de Malha α,Hełm kolczy α,Кольчужный шлем α,체인헤드α,鎖甲頭飾α,خوذة حلقية فولاذية α
Chainmail Armor α,チェーンベストα,Cotte de mailles α,Armatura di maglia α,Ketten-Rüstung α,Cota de malla α,Cota de Malha α,Kolczuga α,Кольчужный доспех α,체인베스트α,鎖甲服飾α,درع حلقي فولاذي α
Chainmail Gloves α,チェーングラブα,Gants de mailles α,Guanti di maglia α,Ketten-Handschuhe α,Guantes de malla α,Luvas de Cota de Malha α,Rękawice kolcze α,Кольчужные наручи α,체인글러브α,鎖甲手套α,قفازات حلقية فولاذية α
Chainmail Belt α,チェーンベルトα,Ceinture de mailles α,Falda di maglia α,Ketten-Gürtel α,Muslera de malla α,Cinto de Cota de Malha α,Pas kolczy α,Кольчужный пояс α,체인벨트α,鎖甲皮帶α,حزام حلقي فولاذي α
Chainmail Trousers α,チェーンパンツα,Pantalon de mailles α,Pantaloni di maglia α,Ketten-Hose α,Pantalones de malla α,Calças Cota de Malha α,Spodnie kolcze α,Кольчужные поножи α,체인팬츠α,鎖甲長褲α,سروال حلقي فولاذي α
Chainmail Headgear β,チェーンヘッドβ,Heaume de mailles β,Copricapo di maglia β,Ketten-Kopfschutz β,Cubrecabeza malla β,Elmo de Cota de Malha β,Hełm kolczy β,Кольчужный шлем β,체인헤드β,鎖甲頭飾β,خوذة حلقية فولاذية β
Chainmail Armor β,チェーンベストβ,Cotte de mailles β,Armatura di maglia β,Ketten-Rüstung β,Cota de malla β,Cota de Malha β,Kolczuga β,Кольчужный доспех β,체인베스트β,鎖甲服飾β,درع حلقي فولاذي β
Chainmail Gloves β,チェーングラブβ,Gants de mailles β,Guanti di maglia β,Ketten-Handschuhe β,Guantes de malla β,Luvas de Cota de Malha β,Rękawice kolcze β,Кольчужные наручи β,체인글러브β,鎖甲手套β,قفازات حلقية فولاذية β
Chainmail Belt β,チェーンベルトβ,Ceinture de mailles β,Falda di maglia β,Ketten-Gürtel β,Muslera de malla β,Cinto de Cota de Malha β,Pas kolczy β,Кольчужный пояс β,체인벨트β,鎖甲皮帶β,حزام حلقي فولاذي β
Chainmail Trousers β,チェーンパンツβ,Pantalon de mailles β,Pantaloni di maglia β,Ketten-Hose β,Pantalones de malla β,Calças Cota de Malha β,Spodnie kolcze β,Кольчужные  поножи β,체인팬츠β,鎖甲長褲β,سروال حلقي فولاذي β
Hunter's Headgear α,ハンターヘルムα,Coiffe de chasseur α,Elmo del cacciatore α,Jäger-Kopfschutz α,Casco de cazador α,Elmo do Caçador α,Nakrycie głowy łowcy α,Охотничий шлем α,헌터헬름α,獵人頭盔α,عتاد رأس الصيّاد α
Hunter's Mail α,ハンターメイルα,Cotte de chasseur α,Cotta del cacciatore α,Jäger-Panzerung α,Cota de cazador α,Armadura do Caçador α,Zbroja łowcy α,Охотничий доспех α,헌터메일α,獵人鎧甲α,درع الصياد α
Hunter's Vambraces α,ハンターアームα,Avant-bras de chasseur α,Parabraccia del cacciatore α,Jäger-Armschienen α,Brazales cazador α,Avambraços do Caçador α,Zarękawia łowcy α,Охотничьи наручи α,헌터암α,獵人腕甲α,درع ساعد الصياد α
Hunter's Coil α,ハンターコイルα,Jupette de chasseur α,Spira del cacciatore α,Jäger-Hüftring α,Faja de cazador α,Cinturão do Caçador α,Pas łowcy α,Охотничий пояс α,헌터코일α,獵人腰甲α,لفيفة الصياد α
Hunter's Greaves α,ハンターグリーヴα,Grèves de chasseur α,Schinieri del cacciatore α,Jäger-Beinschienen α,Grebas de cazador α,Grevas de Caçador α,Nagolenice łowcy α,Охотничьи поножи α,헌터그리브α,獵人護腿α,درع ساق الصياد α
Hunter's Headgear β,ハンターヘルムβ,Coiffe de chasseur β,Elmo del cacciatore β,Jäger-Kopfschutz β,Casco de cazador β,Elmo do Caçador β,Nakrycie głowy łowcy β,Охотничий шлем β,헌터헬름β,獵人頭盔β,عتاد رأس الصيّاد β
Hunter's Mail β,ハンターメイルβ,Cotte de chasseur β,Cotta del cacciatore β,Jäger-Panzerung β,Cota de cazador β,Armadura do Caçador β,Zbroja łowcy β,Охотничий доспех β,헌터메일β,獵人鎧甲β,درع الصياد β
Hunter's Vambraces β,ハンターアームβ,Avant-bras de chasseur β,Parabraccia del cacciatore β,Jäger-Armschienen β,Brazales cazador β,Avambraços do Caçador β,Zarękawia łowcy β,Охотничьи наручи β,헌터암β,獵人腕甲β,درع ساعد الصياد β
Hunter's Coil β,ハンターコイルβ,Jupette de chasseur β,Spira del cacciatore β,Jäger-Hüftring β,Faja de cazador β,Cinturão do Caçador β,Pas łowcy β,Охотничий пояс β,헌터코일β,獵人腰甲β,لفيفة الصياد β
Hunter's Greaves β,ハンターグリーヴβ,Grèves de chasseur β,Schinieri del cacciatore β,Jäger-Beinschienen β,Grebas de cazador β,Grevas de Caçador β,Nagolenice łowcy β,Охотничьи поножи β,헌터그리브β,獵人護腿β,درع ساق الصياد β
Bone Helm α,ボーンヘルムα,Casque d'os α,Elmo d'osso α,Knochen-Helm α,Yelmo de hueso α,Elmo Ósseo α,Kościany hełm α,Костяной шлем α,본헬름α,骨製頭盔α,خوذة عظمية α
Bone Mail α,ボーンメイルα,Veste d'os α,Cotta d'osso α,Knochen-Panzerung α,Cota de hueso α,Armadura Óssea α,Kościana zbroja α,Костяной доспех α,본메일α,骨製鎧甲α,درع عظمي α
Bone Vambraces α,ボーンアームα,Avant-bras d'os α,Parabraccia d'osso α,Knochen-Armschienen α,Brazales de hueso α,Avambraços Ósseos α,Kościane zarękawia α,Костяные наручи α,본암α,骨製腕甲α,درع ساعد عظمي α
Bone Coil α,ボーンコイルα,Tassette d'os α,Spira d'osso α,Knochen-Hüftring α,Faja de hueso α,Cinturão Ósseo α,Kościany pas α,Костяной пояс α,본코일α,骨製腰甲α,لفيفة عظمية α
Bone Greaves α,ボーングリーヴα,Jambières d'os α,Schinieri d'osso α,Knochen-Beinschienen α,Grebas de hueso α,Grevas Ósseas α,Kościane nagolenice α,Костяные поножи α,본그리브α,骨製護腿α,درع ساق عظمي α
Bone Helm β,ボーンヘルムβ,Casque d'os β,Elmo d'osso β,Knochen-Helm β,Yelmo de hueso β,Elmo Ósseo β,Kościany hełm β,Костяной шлем β,본헬름β,骨製頭盔β,خوذة عظمية β
Bone Mail β,ボーンメイルβ,Veste d'os β,Cotta d'osso β,Knochen-Panzerung β,Cota de hueso β,Armadura Óssea β,Kościana zbroja β,Костяной доспех β,본메일β,骨製鎧甲β,درع عظمي β
Bone Vambraces β,ボーンアームβ,Avant-bras d'os β,Parabraccia d'osso β,Knochen-Armschienen β,Brazales de hueso β,Avambraços Ósseos β,Kościane zarękawia β,Костяные наручи β,본암β,骨製腕甲β,درع ساعد عظمي β
Bone Coil β,ボーンコイルβ,Tassette d'os β,Spira d'osso β,Knochen-Hüftring β,Faja de hueso β,Cinturão Ósseo β,Kościany pas β,Костяной пояс β,본코일β,骨製腰甲β,لفيفة عظمية β
Bone Greaves β,ボーングリーヴβ,Jambières d'os β,Schinieri d'osso β,Knochen-Beinschienen β,Grebas de hueso β,Grevas Ósseas β,Kościane nagolenice β,Костяные поножи β,본그리브β,骨製護腿β,درع ساق عظمي β
Alloy Helm α,アロイヘルムα,Heaume en alliage α,Elmo in lega α,Legierungs-Helm α,Yelmo de aleación α,Elmo de Liga Leve α,Hełm ze stopu α,Литой шлем α,얼로이헬름α,合金頭盔α,خوذة خليط معدني α
Alloy Mail α,アロイメイルα,Cotte en alliage α,Cotta in lega α,Legierungs-Panzerung α,Cota de aleación α,Armadura de Liga Leve α,Zbroja ze stopu α,Литой доспех α,얼로이메일α,合金鎧甲α,درع خليط معدني α
Alloy Vambraces α,アロイアームα,Avant-bras en alliage α,Parabraccia in lega α,Legierung-Armschienen α,Brazales aleación α,Avambraços Liga Leve α,Zarękawia ze stopu α,Литые наручи α,얼로이암α,合金腕甲α,درع ساعد خليط معدني α
Alloy Coil α,アロイコイルα,Boucle en alliage α,Spira in lega α,Legierungs-Hüftring α,Faja de aleación α,Cinturão de Liga Leve α,Pas ze stopu α,Литой пояс α,얼로이코일α,合金腰甲α,لفيفة خليط معدني α
Alloy Greaves α,アロイグリーヴα,Grèves en alliage α,Schinieri in lega α,LegierungsBeinschienen α,Grebas de aleación α,Grevas de Liga Leve α,Nagolenice ze stopu α,Литые поножи α,얼로이그리브α,合金護腿α,درع ساق خليط معدني α
Alloy Helm β,アロイヘルムβ,Heaume en alliage β,Elmo in lega β,Legierungs-Helm β,Yelmo de aleación β,Elmo de Liga Leve β,Hełm ze stopu β,Литой шлем β,얼로이헬름β,合金頭盔β,خوذة خليط معدني β
Alloy Mail β,アロイメイルβ,Cotte en alliage β,Cotta in lega β,Legierungs-Panzerung β,Cota de aleación β,Armadura de Liga Leve β,Zbroja ze stopu β,Литой доспех β,얼로이메일β,合金鎧甲β,درع خليط معدني β
Alloy Vambraces β,アロイアームβ,Avant-bras en alliage β,Parabraccia in lega β,Legierung-Armschienen β,Brazales aleación β,Avambraços Liga Leve β,Zarękawia ze stopu β,Литые наручи β,얼로이암β,合金腕甲β,درع ساعد خليط معدني β
Alloy Coil β,アロイコイルβ,Boucle en alliage β,Spira in lega β,Legierungs-Hüftring β,Faja de aleación β,Cinturão de Liga Leve β,Pas ze stopu β,Литой пояс β,얼로이코일β,合金腰甲β,لفيفة خليط معدني β
Alloy Greaves β,アロイグリーヴβ,Grèves en alliage β,Schinieri in lega β,LegierungsBeinschienen β,Grebas de aleación β,Grevas de Liga Leve β,Nagolenice ze stopu β,Литые поножи β,얼로이그리브β,合金護腿β,درع ساق خليط معدني β
King Beetle Vertex α,オウビートテスタα,Vertex Scarabée α,Vertex dello scarabeo α,Königskäfer-Vertex α,Vértice rey escarabajo α,Vértice de Besouro-rei α,Wierzchołek żuka król. α,Голова королевск. жука α,킹비트테스타α,獨角仙護頭α,رأس الخنفساء الملك α
King Beetle Thorax α,オウビートペットα,Thorax Scarabée α,Torace dello scarabeo α,Königskäfer-Thorax α,Tórax rey escarabajo α,Tórax de Besouro-rei α,Tułów żuka król. α,Панцирь корол. жука α,킹비트페트α,獨角仙上身α,صدر الخنفساء الملك α
King Beetle Brachia α,オウビートマーノα,Brachia Scarabée α,Brachia dello scarabeo α,Königskäfer-Brachia α,Ristre rey escarabajo α,Braços de Besouro-rei α,Ramiona żuka król. α,Наручи корол. жука α,킹비트마노α,獨角仙護袖α,عضد الخنفساء الملك α
King Beetle Elytra α,オウビートアンカα,Élytre Scarabée α,Elitre dello scarabeo α,Königskäfer-Elytren α,Élitro rey escarabajo α,Élitros de Besouro-rei α,Okrywy żuka król. α,Пояс корол. жука α,킹비트앙카α,獨角仙護腰具α,غمد الخنفساء الملك α
King Beetle Crura α,オウビートガンバα,Crura Scarabée α,Crura dello scarabeo α,Königskäfer-Crura α,Patas rey escarabajo α,Crurais de Besouro-rei α,Nogi żuka królewskiego α,Поножи корол. жука α,킹비트감바α,獨角仙腳α,درع رِجل الخنفساء الملك α
King Beetle Vertex β,オウビートテスタβ,Vertex Scarabée β,Vertex dello scarabeo β,Königskäfer-Vertex β,Vértice rey escarabajo β,Vértice de Besouro-rei β,Wierzchołek żuka król. β,Голова королевск. жука β,킹비트테스타β,獨角仙護頭β,رأس الخنفساء الملك β
King Beetle Thorax β,オウビートペットβ,Thorax Scarabée β,Torace dello scarabeo β,Königskäfer-Thorax β,Tórax rey escarabajo β,Tórax de Besouro-rei β,Tułów żuka król. β,Панцирь корол. жука β,킹비트페트β,獨角仙上身β,صدر الخنفساء الملك β
King Beetle Brachia β,オウビートマーノβ,Brachia Scarabée β,Brachia dello scarabeo β,Königskäfer-Brachia β,Ristre rey escarabajo β,Braços de Besouro-rei β,Ramiona żuka król. β,Наручи корол. жука β,킹비트마노β,獨角仙護袖β,عضد الخنفساء الملك β
King Beetle Elytra β,オウビートアンカβ,Élytre Scarabée β,Elitre dello scarabeo β,Königskäfer-Elytren β,Élitro rey escarabajo β,Élitros de Besouro-rei β,Okrywy żuka król. β,Пояс корол. жука β,킹비트앙카β,獨角仙護腰具β,غمد الخنفساء الملك β
King Beetle Crura β,オウビートガンバβ,Crura Scarabée β,Crura dello scarabeo β,Königskäfer-Crura β,Patas rey escarabajo β,Crurais de Besouro-rei β,Nogi żuka królewskiego β,Поножи корол. жука β,킹비트감바β,獨角仙腳β,درع رِجل الخنفساء الملك β
Butterfly Vertex α,パピメルテスタα,Vertex Papillon α,Vertex di farfalla α,Schmetterling-Vertex α,Vértice mariposa α,Vértice de Borboleta α,Wierzchołek motyla α,Головка бабочки α,파피메르테스타α,燕尾蝶護頭α,رأس الفراشة α
Butterfly Thorax α,パピメルペットα,Thorax Papillon α,Torace di farfalla α,Schmetterling-Thorax α,Tórax de mariposa α,Tórax de Borboleta α,Tułów motyla α,Панцирь бабочки α,파피메르페트α,燕尾蝶上身α,صدر الفراشة α
Butterfly Brachia α,パピメルマーノα,Brachia Papillon α,Brachia di farfalla α,Schmetterling-Brachia α,Ristre mariposa α,Braços de Borboleta α,Ramiona motyla α,Предплечье бабочки α,파피메르마노α,燕尾蝶護袖α,عضد الفراشة α
Butterfly Elytra α,パピメルアンカα,Élytre Papillon α,Elitre di farfalla α,Schmetterling-Elytren α,Élitro de mariposa α,Élitros de Borboleta α,Okrywy motyla α,Надкрылье бабочки α,파피메르앙카α,燕尾蝶護腰具α,غمد الفراشة α
Butterfly Crura α,パピメルガンバα,Crura Papillon α,Crura di farfalla α,Schmetterling-Crura α,Perneras mariposa α,Crurais de Borboleta α,Nogi motyla α,Лапки бабочки α,파피메르감바α,燕尾蝶腳α,درع رِجل الفراشة α
Butterfly Vertex β,パピメルテスタβ,Vertex Papillon β,Vertex di farfalla β,Schmetterling-Vertex β,Vértice mariposa β,Vértice de Borboleta β,Wierzchołek motyla β,Головка бабочки β,파피메르테스타β,燕尾蝶護頭β,رأس الفراشة β
Butterfly Thorax β,パピメルペットβ,Thorax Papillon β,Torace di farfalla β,Schmetterling-Thorax β,Tórax de mariposa β,Tórax de Borboleta β,Tułów motyla β,Панцирь бабочки β,파피메르페트β,燕尾蝶上身β,صدر الفراشة β
Butterfly Brachia β,パピメルマーノβ,Brachia Papillon β,Brachia di farfalla β,Schmetterling-Brachia β,Ristre mariposa β,Braços de Borboleta β,Ramiona motyla β,Предплечье бабочки β,파피메르마노β,燕尾蝶護袖β,عضد الفراشة β
Butterfly Elytra β,パピメルアンカβ,Élytre Papillon β,Elitre di farfalla β,Schmetterling-Elytren β,Élitro de mariposa β,Élitros de Borboleta β,Okrywy motyla β,Надкрылье бабочки β,파피메르앙카β,燕尾蝶護腰具β,غمد الفراشة β
Butterfly Crura β,パピメルガンバβ,Crura Papillon β,Crura di farfalla β,Schmetterling-Crura β,Perneras mariposa β,Crurais de Borboleta β,Nogi motyla β,Лапки бабочки β,파피메르감바β,燕尾蝶腳β,درع رِجل الفراشة β
Vespoid Helm α,ランゴヘルムα,Calot Vespoid α,Elmo di Vespoid α,Vespoid-Helm α,Yelmo de Vespoid α,Elmo de Vespoidea α,Hełm z Vespoida α,Осиный шлем α,랑고헬름α,巨蜂頭盔α,خوذة فيسبويد α
Vespoid Mail α,ランゴメイルα,Cotte Vespoid α,Cotta di Vespoid α,Vespoid-Panzerung α,Cota de Vespoid α,Armadura de Vespoidea α,Zbroja z Vespoida α,Осиный доспех α,랑고메일α,巨蜂鎧甲α,درع فيسبويد α
Vespoid Vambraces α,ランゴアームα,Avant-bras Vespoid α,Parabraccia di Vespoid α,Vespoid-Armschienen α,Brazales Vespoid α,Avambraços Vespoidea α,Zarękawia z Vespoida α,Осиные наручи α,랑고암α,巨蜂腕甲α,درع ساعد فيسبويد α
Vespoid Coil α,ランゴコイルα,Tassette Vespoid α,Spira di Vespoid α,Vespoid-Hüftring α,Faja de Vespoid α,Cinturão de Vespoidea α,Pas z Vespoida α,Осиный пояс α,랑고코일α,巨蜂腰甲α,لفيفة فيسبويد α
Vespoid Greaves α,ランゴグリーヴα,Jambières Vespoid α,Schinieri di Vespoid α,Vespoid-Beinschienen α,Grebas de Vespoid α,Grevas de Vespoidea α,Nagolenice z Vespoida α,Осиные поножи α,랑고그리브α,巨蜂護腿α,درع ساق فيسبويد α
