name_en,name_ja,name_fr,name_it,name_de,name_es,name_pt,name_pl,name_ru,name_ko,name_zh,name_ar
Thunder Res Jewel+ 4,耐雷珠Ⅱ【４】,Joyau isolant II [4],Gioiello resistenza tuono II 4,Donnerabwehr-Juwel+ 4,Joya resistente al rayo+ 4,Joia Resistência a Raio+ 4,Klejnot gromoodporności+ 4,Самоцвет Антигроза+ 4,내뢰주Ⅱ【4】,耐雷珠Ⅱ【４】,حلية مقاومة الرعد+ 4
Dragon Res Jewel+ 4,耐龍珠Ⅱ【４】,Joyau draconien II [4],Gioiello resistenza drago II 4,Drachenabwehr-Juwel+ 4,Joya resistente al draco+ 4,Joia Resistência a Dragão+ 4,Klejnot smokoodporności+ 4,Самоцвет Антидракон+ 4,내룡주Ⅱ【4】,耐龍珠Ⅱ【４】,حلية مقاومة التنين+ 4
Blaze Jewel+ 4,火炎珠Ⅱ【４】,Joyau de feu II [4],Gioiello attacco fuoco II 4,Lohe-Juwel+ 4,Joya de fuego+ 4,Joia Chama+ 4,Klejnot pożogi+ 4,Самоцвет пламени+ 4,화염주Ⅱ【4】,火炎珠Ⅱ【４】,حلية اللهيب+ 4
Stream Jewel+ 4,流水珠Ⅱ【４】,Joyau d'eau II [4],Gioiello attacco acqua II 4,Fluss-Juwel+ 4,Joya de agua+ 4,Joia Riacho+ 4,Klejnot strumienia+ 4,Самоцвет потока+ 4,유수주Ⅱ【4】,流水珠Ⅱ【４】,حلية التيار+ 4
Frost Jewel+ 4,氷結珠Ⅱ【４】,Joyau de glace II [4],Gioiello attacco ghiaccio II 4,Frost-Juwel+ 4,Joya de hielo+ 4,Joia Geada+ 4,Klejnot mrozu+ 4,Самоцвет мороза+ 4,빙결주Ⅱ【4】,冰結珠Ⅱ【４】,حلية الصقيع+ 4
Bolt Jewel+ 4,雷光珠Ⅱ【４】,Joyau de foudre II [4],Gioiello attacco tuono II 4,Blitz-Juwel+ 4,Joya de rayo+ 4,Joia Relâmpago+ 4,Klejnot gromu+ 4,Самоцвет молнии+ 4,뇌광주Ⅱ【4】,雷光珠Ⅱ【４】,حلية الصاعقة+ 4
Dragon Jewel+ 4,破龍珠Ⅱ【４】,Joyau tueur de dragon II [4],Gioiello attacco drago II 4,Drachen-Juwel+ 4,Joya de draco+ 4,Joia Dragão+ 4,Klejnot smoka+ 4,Самоцвет дракона+ 4,파룡주Ⅱ【4】,破龍珠Ⅱ【４】,حلية التنين+ 4
Venom Jewel+ 4,毒珠Ⅱ【４】,Joyau venin II [4],Gioiello attacco veleno II 4,Gift-Juwel+ 4,Joya venenosa+ 4,Joia Veneno+ 4,Klejnot jadu+ 4,Самоцвет отравы+ 4,독주Ⅱ【4】,毒珠Ⅱ【４】,حلية السم+ 4
Paralyzer Jewel+ 4,麻痺珠Ⅱ【４】,Joyau paralysant II [4],Gioiello attacco paralisi II 4,Lähmangriff-Juwel+ 4,Joya paralizante+ 4,Joia Paralisadora+ 4,Klejnot paraliżu+ 4,"Самоцвет ""Парализатор""+ 4",마비주Ⅱ【4】,麻痺珠Ⅱ【４】,حلية الشلل+ 4
Sleep Jewel+ 4,睡眠珠Ⅱ【４】,Joyau du sommeil II [4],Gioiello attacco sonno II 4,Schlaf-Juwel+ 4,Joya de sueño+ 4,Joia Sono+ 4,Klejnot snu+ 4,Самоцвет сна+ 4,수면주Ⅱ【4】,睡眠珠Ⅱ【４】,حلية النوم+ 4
Blast Jewel+ 4,爆破珠Ⅱ【４】,Joyau explosion II [4],Gioiello attacco scoppio II 4,Explosion-Juwel+ 4,Joya nitro+ 4,Joia Explosão+ 4,Klejnot wybuchu+ 4,Самоцвет взрыва+ 4,폭파주Ⅱ【4】,爆破珠Ⅱ【４】,حلية الانفجار+ 4
Hard Fire Res Jewel 4,耐火珠Ⅲ【４】,Joyau ignifuge III [4],Gioiello resistenza fuoco III 4,Hartes Feuerabwehr-Juwel 4,Brillante resistente al fuego 4,Joia Dura Resistência a Fogo 4,Twardy klejnot ognioodporności 4,Твердый самоцвет Антиогонь 4,내화주Ⅲ【4】,耐火珠Ⅲ【４】,حلية مقاومة النار الصلبة 4
Hard Water Res Jewel 4,耐水珠Ⅲ【４】,Joyau étanche III [4],Gioiello resistenza acqua III 4,Hartes Wasserabwehr-Juwel 4,Brillante resistente al agua 4,Joia Dura Resistência a Água 4,Twardy klejnot wodoodporności 4,Твердый самоцвет Антивода 4,내수주Ⅲ【4】,耐水珠Ⅲ【４】,حلية مقاومة الماء الصلبة 4
Hard Ice Res Jewel 4,耐氷珠Ⅲ【４】,Joyau antigel III [4],Gioiello resistenza ghiaccio III 4,Hartes Eisabwehr-Juwel 4,Brillante resistente al hielo 4,Joia Dura Resistência a Gelo 4,Twardy klejnot lodoodporności 4,Твердый самоцвет Антилед 4,내빙주Ⅲ【4】,耐冰珠Ⅲ【４】,حلية مقاومة الثلج الصلبة 4
Hard Thunder Res Jewel 4,耐雷珠Ⅲ【４】,Joyau isolant III [4],Gioiello resistenza tuono III 4,Hartes Donnerabwehr-Juwel 4,Brillante resistente al rayo 4,Joia Dura Resistência a Raio 4,Twardy klejnot gromoodporności 4,Твердый самоцвет Антигроза 4,내뢰주Ⅲ【4】,耐雷珠Ⅲ【４】,حلية مقاومة الرعد الصلبة 4
Hard Dragon Res Jewel 4,耐龍珠Ⅲ【４】,Joyau draconien III [4],Gioiello resistenza drago III 4,Hartes Drachenabwehr-Juwel 4,Brillante resistente al draco 4,Joia Dura Resistência a Dragão 4,Twardy klejnot smokoodporności 4,Твердый самоцвет Антидракон 4,내룡주Ⅲ【4】,耐龍珠Ⅲ【４】,حلية مقاومة التنين الصلبة 4
Antidote Jewel+ 4,耐毒珠Ⅱ【４】,Joyau antidote II [4],Gioiello resistenza veleno II 4,Gegengift-Juwel+ 4,Joya antídoto+ 4,Joia Antídoto+ 4,Klejnot antidotum+ 4,Самоцвет-противоядие+ 4,내독주Ⅱ【4】,耐毒珠Ⅱ【４】,حلية الترياق+ 4
Antipara Jewel+ 4,耐麻珠Ⅱ【４】,Joyau antiparalysie II [4],Gioiello resistenza paralisi II 4,Anti-Lähm-Juwel+ 4,Joya antiparálisis+ 4,Joia Antiparalisia+ 4,Klejnot antyparaliżu+ 4,"Самоцвет ""Антипаралич""+ 4",내비주Ⅱ【4】,耐麻珠Ⅱ【４】,حلية مضادة للشلل+ 4
Pep Jewel+ 4,耐眠珠Ⅱ【４】,Joyau insomnie II [4],Gioiello resistenza sonno II 4,Pepp-Juwel+ 4,Joya del sueño+ 4,Joia Ânimo+ 4,Klejnot rozbudzenia+ 4,Самоцвет бодрости+ 4,내면주Ⅱ【4】,耐眠珠Ⅱ【４】,حلية الحيوية+ 4
Steadfast Jewel+ 4,耐絶珠Ⅱ【４】,Joyau volonté II [4],Gioiello resistenza stordimento II 4,Felsenfest-Juwel+ 4,Joya de voluntad+ 4,Joia Resoluta+ 4,Klejnot niezłomności+ 4,Самоцвет твердости+ 4,내절주Ⅱ【4】,耐絕珠Ⅱ【４】,حلية الثبات+ 4
Antiblast Jewel+ 4,耐爆珠Ⅱ【４】,Joyau blindage II [4],Gioiello resistenza scoppio II 4,Anti-Explosion-Juwel+ 4,Joya antinitro+ 4,Joia Antiexplosão+ 4,Klejnot antywybuchowy+ 4,Саперный самоцвет+ 4,내폭주Ⅱ【4】,耐爆珠Ⅱ【４】,حلية مقاومة الانفجار+ 4
Suture Jewel+ 4,耐裂珠Ⅱ【４】,Joyau hémostatique II [4],Gioiello resist. sanguinamento II 4,Naht-Juwel+ 4,Joya de sutura+ 4,Joia Sutura+ 4,Klejnot szwów+ 4,Самоцвет крови+ 4,내열주Ⅱ【4】,耐裂珠Ⅱ【４】,حلية التقطيب+ 4
Def Lock Jewel+ 4,耐防珠Ⅱ【４】,Joyau de fer II [4],Gioiello pelle di ferro II 4,Abwehrsperre-Juwel+ 4,Joya de bloqueo+ 4,Joia Defesa Ativa+ 4,Klejnot trwałej obrony+ 4,Защитный самоцвет+ 4,내방주Ⅱ【4】,耐防珠Ⅱ【４】,حلية القفل الدفاعي+ 4
Miasma Jewel+ 4,耐瘴珠Ⅱ【４】,Joyau de pureté II [4],Gioiello resistenza effluvio II 4,Miasma-Juwel+ 4,Joya de miasma+ 4,Joia de Miasma+ 4,Klejnot miazmatów+ 4,Самоцвет миазмов+ 4,내장주Ⅱ【4】,耐瘴珠Ⅱ【４】,حلية الخانق+ 4
Hungerless Jewel+ 4,無食珠Ⅱ【４】,Joyau du spartiate II [4],Gioiello resistenza fame II 4,Hungerfrei-Juwel+ 4,Joya antigula+ 4,Joia Saciação+ 4,Klejnot niegłodnego+ 4,Самоцвет сытости+ 4,공복주Ⅱ【4】,無食珠Ⅱ【４】,حلية الشبع+ 4
Recovery Jewel+ 4,早復珠Ⅱ【４】,Joyau facteur X II [4],Gioiello guarigione II 4,Erholung-Juwel+ 4,Joya de recuperación+ 4,Joia Regeneração+ 4,Klejnot regeneracji+ 4,Самоцвет восстановления+ 4,조복주Ⅱ【4】,早復珠Ⅱ【４】,حلية التعافي+ 4
Tip Toe Jewel+ 4,潜伏珠Ⅱ【４】,Joyau de furtivité II [4],Gioiello furtivo II 4,Schleich-Juwel+ 4,Joya de puntillas+ 4,Joia Ponta dos Pés+ 4,Klejnot skradania+ 4,Самоцвет бесшумности+ 4,잠복주Ⅱ【4】,潛伏珠Ⅱ【４】,حلية طرف إصبع القدم+ 4
Intimidator Jewel+ 4,威嚇珠Ⅱ【４】,Joyau intimidation II [4],Gioiello intimidazione II 4,Einschüchtern-Juwel+ 4,Joya intimidante+ 4,Joia Intimidante+ 4,Klejnot zastraszacza+ 4,Самоцвет устрашения+ 4,위하주Ⅱ【4】,威嚇珠Ⅱ【４】,حلية المخيف+ 4
Meowster Jewel+ 4,采配珠Ⅱ【４】,Joyau Palico II [4],Gioiello gregario II 4,Miauster-Juwel+ 4,Joya miaunstruo+ 4,Joia Miaustre+ 4,Klejnot miaustrza+ 4,Самоцвет мяустера+ 4,지시주Ⅱ【4】,指示珠Ⅱ【４】,حلية السيد+ 4
Hard Tip Toe Jewel 4,潜伏珠Ⅲ【４】,Joyau de furtivité III [4],Gioiello furtivo III 4,Hartes Schleich-Juwel 4,Brillante de puntillas 4,Joia Dura Ponta dos Pés 4,Twardy klejnot skradania 4,Твердый самоцвет бесшумности 4,잠복주Ⅲ【4】,潛伏珠Ⅲ【４】,حلية طرف إصبع القدم الصلبة 4
Hard Intimidator Jewel 4,威嚇珠Ⅲ【４】,Joyau intimidation III [4],Gioiello intimidazione III 4,Hartes Einschüchtern-Juwel 4,Brillante intimidante 4,Joia Dura Intimidante 4,Twardy klejnot zastraszacza 4,Твердый самоцвет устрашения 4,위하주Ⅲ【4】,威嚇珠Ⅲ【４】,حلية المخيف الصلبة 4
Hard Meowster Jewel 4,采配珠Ⅲ【４】,Joyau Palico III [4],Gioiello gregario III 4,Hartes Miauster-Juwel 4,Brillante miaunstruo 4,Joia Dura Miaustre 4,Twardy klejnot miaustrza 4,Твердый самоцвет мяустера 4,지시주Ⅲ【4】,指示珠Ⅲ【４】,حلية السيد الصلبة 4
Trueshot Jewel+ 4,特射珠Ⅱ【４】,Joyau du sniper II [4],Gioiello munizioni speciali II 4,Volltreffer-Juwel+ 4,Joya tirofijo+ 4,Joia Tiro Certo+ 4,Klejnot celnego strzału+ 4,Снайперский самоцвет+ 4,특사주Ⅱ【4】,特射珠Ⅱ【４】,حلية الضربة الحقيقية+ 4
Heavy Artillery Jewel+ 4,砲手珠Ⅱ【４】,Joyau artillerie II [4],Gioiello artiglieria pesante II 4,Schwere-Artillerie-Juwel+ 4,Joya artillería pesada+ 4,Joia Artilharia Pesada+ 4,Klejnot ciężkiej artylerii+ 4,Самоцвет тяжелой артиллерии+ 4,포수주Ⅱ【4】,砲手珠Ⅱ【４】,حلية المدفعية الثقيلة+ 4
Botany Jewel+ 4,植学珠Ⅱ【４】,Joyau du botaniste II [4],Gioiello botanico II 4,Botanik-Juwel+ 4,Joya botánica+ 4,Joia Botânica+ 4,Klejnot botaniki+ 4,Ботанический самоцвет+ 4,식학주Ⅱ【4】,植學珠Ⅱ【４】,حلية علم النبات+ 4
Geology Jewel+ 4,地学珠Ⅱ【４】,Joyau géologie II [4],Gioiello geologo II 4,Geologie-Juwel+ 4,Joya geológica+ 4,Joia Geológica+ 4,Klejnot geologii+ 4,Геологический самоцвет+ 4,지학주Ⅱ【4】,地學珠Ⅱ【４】,حلية الجيولوجيا+ 4
Survival Jewel+ 4,環境珠Ⅱ【４】,Joyau de la nature II [4],Gioiello sopravvivenza II 4,Rauch-Juwel+ 4,Joya de supervivencia+ 4,Joia Sobrevivência+ 4,Klejnot przetrwania+ 4,Самоцвет выживания+ 4,환경주Ⅱ【4】,環境珠Ⅱ【４】,حلية النجاة+ 4
Mirewalker Jewel+ 4,沼渡珠Ⅱ【４】,Joyau d'Atlantis II [4],Gioiello esperto acquatico II 4,Sumpfläufer-Juwel+ 4,Joya lodazal+ 4,Joia Lodo+ 4,Klejnot bagnołaza+ 4,Самоцвет трясины+ 4,소도주Ⅱ【4】,沼渡珠Ⅱ【４】,حلية سائر الوحل+ 4
Specimen Jewel+ 4,標本珠Ⅱ【４】,Joyau insectoïde II [4],Gioiello entomologo II 4,Insektenforscher-Juwel+ 4,Joya espécimen+ 4,Joia Espécime+ 4,Klejnot okazu+ 4,Самоцвет образцов+ 4,표본주Ⅱ【4】,標本珠Ⅱ【４】,حلية العيّنة+ 4
Sonorous Jewel+ 4,鼓笛珠Ⅱ【４】,Joyau de musique II [4],Gioiello maestro del corno II 4,Klang-Juwel+ 4,Joya del músico+ 4,Joia Sonora+ 4,Klejnot dźwięku+ 4,Звонкий самоцвет+ 4,고적주Ⅱ【4】,鼓笛珠Ⅱ【４】,حلية الجهور+ 4
Hard Botany Jewel+ 4,植学珠Ⅳ【４】,Joyau du botaniste IV [4],Gioiello botanico IV 4,Hartes Botanik-Juwel+ 4,Brillante botánico+ 4,Joia Dura Botânica 4,Twardy klejnot botaniki+ 4,Твердый ботанический самоцвет+ 4,식학주IV【4】,植學珠Ⅳ【４】,حلية علم النبات الصلبة+ 4
Hard Geology Jewel 4,地学珠Ⅲ【４】,Joyau géologie III [4],Gioiello geologo III 4,Hartes Geologie-Juwel 4,Brillante geológico 4,Joia Dura Geológica 4,Twardy klejnot geologii 4,Твердый геологический самоцвет 4,지학주Ⅲ【4】,地學珠Ⅲ【４】,حلية الجيولوجيا الصلبة 4
Hard Survival Jewel 4,環境珠Ⅲ【４】,Joyau de la nature III [4],Gioiello sopravvivenza III 4,Hartes Rauch-Juwel 4,Brillante de supervivencia 4,Joia Dura Sobrevivência 4,Twardy klejnot przetrwania 4,Твердый самоцвет выживания 4,환경주Ⅲ【4】,環境珠Ⅲ【４】,حلية النجاة الصلبة 4
Hard Specimen Jewel 4,標本珠Ⅲ【４】,Joyau insectoïde III [4],Gioiello entomologo III 4,Hartes InsektenforscherJuwel 4,Brillante espécimen 4,Joia Dura Espécime 4,Twardy klejnot okazu 4,Твердый самоцвет образцов 4,표본주Ⅲ【4】,標本珠Ⅲ【４】,حلية العيّنة الصلبة 4
Enduring Jewel+ 4,持続珠Ⅱ【４】,Joyau du chimiste II [4],Gioiello estensione oggetti II 4,Dauer-Juwel+ 4,Joya impasible+ 4,Joia Tolerância+ 4,Klejnot wytrwałości+ 4,Самоцвет терпения+ 4,지속주Ⅱ【4】,持續珠Ⅱ【４】,حلية الاستمرار+ 4
Defense Jewel+ 4,防御珠Ⅱ【４】,Joyau défense II [4],Gioiello difesa II 4,Verteidigung-Juwel+ 4,Joya de defensa+ 4,Joia Defesa+ 4,Klejnot obrony+ 4,Самоцвет защиты+ 4,방어주Ⅱ【4】,防禦珠Ⅱ【４】,حلية الدفاع+ 4
Hard Enduring Jewel 4,持続珠Ⅲ【４】,Joyau du chimiste III [4],Gioiello estensione oggetti III 4,Hartes Dauer-Juwel 4,Brillante impasible 4,Joia Dura Tolerância 4,Twardy klejnot wytrwałości 4,Твердый самоцвет терпения 4,지속주Ⅲ【4】,持續珠Ⅲ【４】,حلية الاستمرار الصلبة 4
Hard Defense Jewel 4,防御珠Ⅲ【４】,Joyau défense III [4],Gioiello difesa III 4,Hartes Verteidigung-Juwel 4,Brillante de defensa 4,Joia Dura Defesa 4,Twardy klejnot obrony 4,Твердый самоцвет защиты 4,방어주Ⅲ【4】,防禦珠Ⅲ【４】,حلية الدفاع الصلبة 4
Artillery Jewel+ 4,砲術珠Ⅱ【４】,Joyau dynamite II [4],Gioiello artigliere II 4,Artillerie-Juwel+ 4,Joya de artillería+ 4,Joia Artilharia+ 4,Klejnot artylerii+ 4,Самоцвет артиллерии+ 4,포술주Ⅱ【4】,砲術珠Ⅱ【４】,حلية المدفعية+ 4
Earplug Jewel+ 4,防音珠Ⅱ【４】,Joyau insonorisation II [4],Gioiello udito II 4,Ohrstöpsel-Juwel+ 4,Joya de tapones+ 4,Joia Tampão+ 4,Klejnot zatyczek+ 4,"Самоцвет ""Беруши""+ 4",방음주Ⅱ【4】,防音珠Ⅱ【４】,حلية سدادة الأذن+ 4
Wind Resist Jewel+ 4,防風珠Ⅱ【４】,Joyau anti-vent II [4],Gioiello paravento II 4,Windresistenz-Juwel+ 4,Joya antiviento+ 4,Joia Resistência a Vento+ 4,Klejnot wiatroodporności+ 4,"Самоцвет ""Антиветер""+ 4",방풍주Ⅱ【4】,防風珠Ⅱ【４】,حلية مقاومة الرياح+ 4
Attack Jewel+ 4,攻撃珠Ⅱ【４】,Joyau attaque II [4],Gioiello attacco II 4,Angriff-Juwel+ 4,Joya de ataque+ 4,Joia Ataque+ 4,Klejnot ataku+ 4,Самоцвет атаки+ 4,공격주Ⅱ【4】,攻擊珠Ⅱ【４】,حلية الهجوم+ 4
Expert Jewel+ 4,達人珠Ⅱ【４】,Joyau du maître II [4],Gioiello occhio critico II 4,Experten-Juwel+ 4,Joya del experto+ 4,Joia Especialista+ 4,Klejnot eksperta+ 4,Самоцвет эксперта+ 4,달인주Ⅱ【4】,達人珠Ⅱ【４】,حلية الخبير+ 4
Handicraft Jewel+ 4,匠珠Ⅱ【４】,Joyau artisanat II [4],Gioiello artigiano II 4,Handwerk-Juwel+ 4,Joya de artesanía+ 4,Joia Artesanato+ 4,Klejnot rękodzieła+ 4,Самоцвет ремесла+ 4,장인주Ⅱ【4】,匠珠Ⅱ【４】,حلية الحرفية+ 4
Throttle Jewel+ 4,全開珠Ⅱ【４】,Joyau occulte II [4],Gioiello forza latente II 4,Vollgas-Juwel+ 4,Joya del poder+ 4,Joia Aceleradora+ 4,Klejnot przyspieszenia+ 4,Самоцвет новых сил+ 4,전개주Ⅱ【4】,全開珠Ⅱ【４】,حلية الخنق+ 4
Challenger Jewel+ 4,挑戦珠Ⅱ【４】,Joyau de témérité II [4],Gioiello istigatore II 4,Herausforderer-Juwel+ 4,Joya desafiante+ 4,Joia Desafiante+ 4,Klejnot prowokatora+ 4,Самоцвет вызова+ 4,도전주Ⅱ【4】,挑戰珠Ⅱ【４】,حلية المتحدي+ 4
Potential Jewel+ 4,底力珠Ⅱ【４】,Joyau du héros II [4],Gioiello eroismo II 4,Potenzial-Juwel+ 4,Joya de potencia+ 4,Joia Potencial+ 4,Klejnot potencjału+ 4,Самоцвет потенциала+ 4,저력주Ⅱ【4】,底力珠Ⅱ【４】,حلية الإمكانيات+ 4
Furor Jewel+ 4,逆上珠Ⅱ【４】,Joyau de vengeance II [4],Gioiello risentimento II 4,Furor-Juwel+ 4,Joya del furor+ 4,Joia Furor+ 4,Klejnot poruszenia+ 4,Самоцвет ярости+ 4,역상주Ⅱ【4】,逆上珠Ⅱ【４】,حلية الصياح+ 4
Physique Jewel+ 4,体術珠Ⅱ【４】,Joyau de l'athlète II [4],Gioiello atleta II 4,Figur-Juwel+ 4,Joya de salud+ 4,Joia Biotipo+ 4,Klejnot sylwetki+ 4,Самоцвет телосложения+ 4,체술주Ⅱ【4】,體術珠Ⅱ【４】,حلية بنية الجسم+ 4
Evasion Jewel+ 4,回避珠Ⅱ【４】,Joyau d'invulnérabilité II [4],Gioiello schivata II 4,Ausweich-Juwel+ 4,Joya de evasión+ 4,Joia Evasão+ 4,Klejnot uniku+ 4,Самоцвет уклонения+ 4,회피주Ⅱ【4】,迴避珠Ⅱ【４】,حلية التملص+ 4
Ironwall Jewel+ 4,鉄壁珠Ⅱ【４】,Joyau du paladin II [4],Gioiello blocco II 4,Eisenmauer-Juwel+ 4,Joya de guardia+ 4,Joia Muro de Ferro+ 4,Klejnot żelaznego muru+ 4,Самоцвет железной стены+ 4,철벽주Ⅱ【4】,鐵壁珠Ⅱ【４】,حلية الجدار الحديدي+ 4
Friendship Jewel+ 4,友愛珠Ⅱ【４】,Joyau du mousquetaire II [4],Gioiello ampia area II 4,Freundschaft-Juwel+ 4,Joya de amistad+ 4,Joia Amizade+ 4,Klejnot przyjaźni+ 4,Самоцвет дружбы+ 4,우애주Ⅱ【4】,友愛珠Ⅱ【４】,حلية الصداقة+ 4
Drain/Physique Jewel 4,奪気・体術珠【４】,Joyau fatigue/athlète [4],Gioiello ruba res./atleta 4,Entzug-/Figur-Juwel 4,Joya de salud/débil 4,Joia Biotipo/Drenagem 4,Klejnot wyssania/sylwetki 4,Самоцвет высасывания/телослож. 4,탈기-체술주【4】,奪氣‧體術珠【４】,حلية الاستنزاف/بنية الجسم 4
Fortitude/Physique Jewel 4,逆境・体術珠【４】,Joyau courage/athlète [4],Gioiello rafforz./atleta 4,Kraft-/Figur-Juwel 4,Joya de salud/supervivencia 4,Joia Biotipo/Fortitude 4,Klejnot hartu/sylwetki 4,Самоцвет стойкости/телосложения 4,역경-체술주【4】,逆境‧體術珠【４】,حلية الجَلَد/بنية الجسم 4
Crisis/Physique Jewel 4,窮地・体術珠【４】,Joyau sauvage/athlète [4],Gioiello rianimaz./atleta 4,Krisen-/Figur-Juwel 4,Joya de salud/crisis 4,Joia Biotipo/Crise 4,Klejnot kryzysu/sylwetki 4,Самоцвет кризиса/телосложения 4,궁지-체술주【4】,絕路‧體術珠【４】,حلية الكارثة/بنية الجسم 4
Ironwall/Physique Jewel 4,鉄壁・体術珠【４】,Joyau paladin/athlète [4],Gioiello blocco/atleta 4,Eisenmauer-/Figur-Juwel 4,Joya de salud/guardia 4,Joia Biotipo/Muro de Ferro 4,Klejnot żelaznego muru/sylwetki 4,Самоцвет жел. стены/телосложения 4,철벽-체술주【4】,鐵壁‧體術珠【４】,حلية الجدار الحديدي/بنية الجسم 4
Friendship/Physique Jewel 4,友愛・体術珠【４】,Joyau mousquetaire/athlète [4],Gioiello ampia area/atleta 4,Freundschaft-/Figur-Juwel 4,Joya de salud/amistad 4,Joia Biotipo/Amizade 4,Klejnot przyjaźni/sylwetki 4,Самоцвет дружбы/телосложения 4,우애-체술주【4】,友愛‧體術珠【４】,حلية الصداقة/بنية الجسم 4
Satiated/Physique Jewel 4,節食・体術珠【４】,Joyau parasite/athlète [4],Gioiello pasto gratuito/atleta 4,Sattes/Figur-Juwel 4,Joya de salud/saciante 4,Joia Biotipo/Saciedade 4,Klejnot nasycenia/sylwetki 4,Самоцвет пресыщения/телосложения 4,절식-체술주【4】,節食‧體術珠【４】,حلية التخمة/بنية الجسم 4
Stonethrower/Physique Jewel 4,投石・体術珠【４】,Joyau pierre/athlète [4],Gioiello cap. fionda/atleta 4,Steinwerfer-/Figur-Juwel 4,Joya de salud/lanzapiedras 4,Joia Biotipo/Apedrejadora 4,Klejn. ciskacza kamieni/sylwetki 4,Самоцвет метателя/телосложения 4,투석-체술주【4】,投石‧體術珠【４】,حلية قاذف الأحجار/بنية الجسم 4
Resistor/Physique Jewel 4,耐属・体術珠【４】,Joyau fléau/athlète [4],Gioiello res. malus/atleta 4,Resistor-/Figur-Juwel 4,Joya de salud/reostato 4,Joia Biotipo/Resistor 4,Klejnot plagoodporności/sylwetki 4,Самоцвет от сглаза/телосложения 4,내속-체술주【4】,耐屬‧體術珠【４】,حلية المقاوِم/بنية الجسم 4
Flight/Physique Jewel 4,飛燕・体術珠【４】,Joyau acrobatie/athlète [4],Gioiello min. aerea/atleta 4,Flug-/Figur-Juwel 4,Joya de salud/vuelo 4,Joia Biotipo/Voo 4,Klejnot lotu/sylwetki 4,Самоцвет полета/телосложения 4,비연-체술주【4】,飛燕‧體術珠【４】,حلية الطيران/بنية الجسم 4
Sprinter/Physique Jewel 4,強走・体術珠【４】,Joyau marathonien/athlète [4],Gioiello maratoneta/atleta 4,Sprinter-/Figur-Juwel 4,Joya de salud/impulso 4,Joia Biotipo/Corredor 4,Klejnot sprintera/sylwetki 4,Самоцвет бегуна/телосложения 4,강주-체술주【4】,強走‧體術珠【４】,حلية العدّاء/بنية الجسم 4
Refresh/Physique Jewel 4,早気・体術珠【４】,Joyau métabolisme/athlète [4],Gioiello super res./atleta 4,Erfrischungs-/Figur-Juwel 4,Joya de salud/refresco 4,Joia Biotipo/Revigorante 4,Klejnot orzeźwienia/sylwetki 4,Самоцвет обновления/телосложения 4,조기-체술주【4】,早氣‧體術珠【４】,حلية التجدد/بنية الجسم 4
Jumping/Physique Jewel 4,跳躍・体術珠【４】,Joyau esquive/athlète [4],Gioiello schiv. estesa/atleta 4,Sprung-/Figur-Juwel 4,Joya de salud/salto 4,Joia Biotipo/Salto 4,Klejnot skoków/sylwetki 4,Самоцвет прыжка/телосложения 4,도약-체술주【4】,跳躍‧體術珠【４】,حلية القفز/بنية الجسم 4
Sheath/Physique Jewel 4,速納・体術珠【４】,Joyau rengainage/athlète [4],Gioiello rinf. veloce/atleta 4,Wegsteck-/Figur-Juwel 4,Joya de salud/enfundado 4,Joia Biotipo/Bainha 4,Klejnot futerału/sylwetki 4,Самоцвет ножен/телосложения 4,속납-체술주【4】,速納‧體術珠【４】,حلية الغمد/بنية الجسم 4
Gobbler/Physique Jewel 4,早食・体術珠【４】,Joyau carnassier/athlète [4],Gioiello pasto veloce/atleta 4,Verschling-/Figur-Juwel 4,Joya de salud/tragón 4,Joia Biotipo/Glutão 4,Klejnot żarłoka/sylwetki 4,Самоцвет обжорства/телосложения 4,흡입-체술주【4】,快吃‧體術珠【４】,حلية الشره/بنية الجسم 4
Grinder/Physique Jewel 4,研磨・体術珠【４】,Joyau aiguiseur/athlète [4],Gioiello aff. veloce/atleta 4,Schleif-/Figur-Juwel 4,Joya de salud/afiladora 4,Joia Biotipo/Amolador 4,Klejnot ostrzenia/sylwetki 4,Самоцвет точильный/телосложения 4,연마-체술주【4】,研磨‧體術珠【４】,حلية الطاحونة/بنية الجسم 4
Bomber/Physique Jewel 4,爆師・体術珠【４】,Joyau bombardier/athlète [4],Gioiello bombardiere/atleta 4,Bomber-/Figur-Juwel 4,Joya de salud/bombardera 4,Joia Biotipo/Bombardeiro 4,Klejnot bombowy/sylwetki 4,Самоцвет бомбардира/телосложения 4,폭사-체술주【4】,爆師‧體術珠【４】,حلية قاذف القنابل/بنية الجسم 4
Fungiform/Physique Jewel 4,茸好・体術珠【４】,Joyau mycologue/athlète [4],Gioiello fungomante/atleta 4,Pilzform-/Figur-Juwel 4,Joya de salud/micótica 4,Joia Biotipo/Fungiforme 4,Klejnot grzybny/sylwetki 4,Самоцвет грибной/телосложения 4,이호-체술주【4】,茸好‧體術珠【４】,حلية شكل الفطر/بنية الجسم 4
Slider/Physique Jewel 4,滑走・体術珠【４】,Joyau glisseur/athlète [4],Gioiello aff. scivolata/atleta 4,Gleiter-/Figur-Juwel 4,Joya de salud/deslizante 4,Joia Biotipo/Deslizante 4,Klejnot ślizgacza/sylwetki 4,Самоцвет скольжения/телосложения 4,활주-체술주【4】,滑走‧體術珠【４】,حلية المنزلق/بنية الجسم 4
