id,name_en,objective_en,description_en,name_ja,objective_ja,description_ja,name_fr,objective_fr,description_fr,name_it,objective_it,description_it,name_de,objective_de,description_de,name_es,objective_es,description_es,name_pt,objective_pt,description_pt,name_pl,objective_pl,description_pl,name_ru,objective_ru,description_ru,name_ko,objective_ko,description_ko,name_zh,objective_zh,description_zh,name_ar,objective_ar,description_ar,
1401,When the Mist Taketh You,Hunt a Shrieking Legiana,"Leave finding the Tracker to me. In the meantime, secure the area by taking care of that Legiana! Be careful though, there's something off about this one...",刹那の白霧,凍て刺すレイギエナの狩猟,気を付けて！　今までとは少し違うレイギエナです！ 行方不明のおばさまの捜索は私にお任せを！ 相棒はどうか、周囲の安全確保をお願いします！,Autant en emporte la brume,Chasser un Legiana blizzard,"Laisse-moi trouver la Grande traqueuse. Pendant ce temps, débarrasse-toi de ce Legiana et sécurise la région ! Mais méfie-toi de cette créature...",Quando la brina ti avvolge,Caccia un Legiana glaciale,"Penserò io all'esploratrice. Nel mentre, tu occupati di quel Legiana e metti in sicurezza l'area, intesi? Sii prudente, questo esemplare è diverso dal solito...",Wenn der Nebel dich verschlingt,Erjage einen Schneesturm-Legiana.,"Überlass es mir, die Fährtenleserin zu finden. Kümmere dich in der Zwischenzeit um diesen Legiana und sichere das Gebiet! Sei aber vorsichtig, mit dem stimmt irgendwas nicht...",Un velo de bruma cenicienta,Caza un Legiana Aullador,"Déjame a mí lo de encontrar a la Rastreadora. ¡Mientras tanto, líbrate de ese Legiana y asegura la zona! Pero ten cuidado, hay algo sobre este que no me cuadra...",Quando a Névoa Levar-te,Cace um Legiana Estridente,"Pode deixar que eu encontro a Rastreadora. Enquanto isso, dê um jeito naquele Legiana e deixe a área segura! Mas tome cuidado, esse tem algo de estranho...",Gdy spowije cię mgła,Upoluj Wrzeszczącą Legianę,"Zostaw mi znalezienie Tropicielki. Tymczasem zabezpiecz ten obszar, pozbywając się Legiany! Uważaj, coś tutaj jest nie tak...",Когда ты скроешься в тумане,Выследите визжащую легиану,"Поиски следопыта можешь оставить мне. А ты пока займись легианой, а то от нее много хлопот. Только осторожно: с этим чудовищем явно что-то не так...",찰나의 흰 안개,얼려 찌르는 레이기에나 사냥,조심하세요! 지금까지와는 다른 레이기에나에요! 행방불명인 이모님을 찾는 건 저에게 맡기고 파트너는 주위의 안전을 확보해주세요!,剎那白霧,狩獵霜翼風漂龍,小心！這與至今遇到的風漂龍有點不同！ 搜尋行蹤不明的阿姨就交給我！ 請夥伴負責確保周圍的安全！,عندما يقضي <LSNR {عليك} {عليكِ}> الضباب,صيد ليغيانا الصارخ,<LSNR {اترك} {اتركي}> لي أمر العثور على المتعقبة، في الوقت الحالي يجب تأمين المنطقة عن طريق تولي أمر ليغيانا! <LSNR {خذ} {خذي}> الحذر هناك شيء مريب متعلق بها...,
1402,The Disintegrating Blade,Hunt an Acidic Glavenus,"As soon as Velkhana left, monsters everywhere started getting riled up. We're short on manpower, and we need a hunter to secure the defense convoy's route to Seliana. Start by taking out the Glavenus subspecies!",腐食の刃・ディノバルド亜種,ディノバルド亜種の狩猟,冰龍が去って直ぐ、各地でモンスターの活発化が認められた。 ハンターの手が足りぬ今、セリエナへの防衛兵器輸送を成功させる 為、硫斬竜の調査を頼みたい。君の働きに心から感謝する…！,Lame de désintégration,Chasser un Glavenus acide,"Depuis le départ de Velkhana, les monstres pullulent dans le coin. Nous manquons d'hommes pour sécuriser la route des convois à destination de Seliana. Tu peux nous aider en chassant la sous-espèce de Glavenus !",La lama disgregante,Caccia un Glavenus caustico,"Appena il Velkhana ha tolto le tende, ogni genere di mostro si è imbizzarrito. Siamo a corto di uomini, e serve qualcuno che metta in sicurezza la rotta del convoglio per Seliana. Occupati della sottospecie di Glavenus!",Die zerfallende Klinge,Erjage einen Säure-Glavenus.,"Seit der Velkhana weg ist, drehen die Monster durch. Wir sind dünn besetzt und brauchen <LSNR {einen Jäger, der} {eine Jägerin, die}> die Verteidigungskonvoi-Route nach Seliana sichert. Du kannst helfen, indem du die Glavenus-Unterart beseitigst.",La hoja desintegradora,Caza un Glavenus Acídico,"En cuanto se fue Velkhana, todos los monstruos empezaron a volverse locos. Andamos cortos de personal y necesitamos un cazador que asegure la defensa de la ruta del convoy hasta Seliana. ¡Puedes ayudar si acabas con la subespecie de Glavenus!",A Lâmina Desintegradora,Cace um Glavenus Ácido,"Assim que Velkhana foi embora, monstros de toda parte começaram a ficar agitados. Temos pouca gente e precisamos de um caçador para proteger a rota do comboio para Seliana. Comece eliminando a subespécie de Glavenus!",Dezintegrujące ostrze,Upoluj Kwasowego Glavenusa,"Kiedy Velkhan odszedł, potwory wszędzie zaczęły wariować. Nie mamy ludzi, a potrzebujemy łowcy do ochrony konwoju obronnego do Seliany. Upoluj podgatunek Glavenusa!",Разрушительный клинок,Выследите кислотного главентуса,"После исчезновения велханы остальные чудовища будто с цепи сорвались. У нас не хватает людей, а еще ведь надо расчистить дорогу до Селианы для нашей колонны. Начни с подвидов главенуса!",부식의 칼날 - 디노발드 아종,디노발드 아종 사냥,"빙룡이 떠난 직후, 각지에서 몬스터의 활성화가 확인되었다. 헌터의 지원이 부족한 지금, 세리에나 방어 병기 수송을 성공시키기 위해 류참룡의 조사를 부탁하고 싶다. 네 협조에 진심으로 감사한다...!",腐蝕之刃‧硫斬龍,狩獵硫斬龍,冰呪龍離開後，確認各地的魔物立即活躍了起來。 現在獵人的人手不足，為了成功向月辰運送防衛兵器， 想要拜託你進行硫斬龍的調查。打從心底感謝你的協助…！,النصل الساحق,صيد غلافنيوس الحمضي,حالما رحلت فيلكانا، غضبت الوحوش الموجودة في كل مكان. لدينا نقص في القوة البشرية، ونحتاج إلى صياد لتأمين طريق قافلة الدفاع إلى سيليانا. يمكن البدء بالقضاء على سلالات غلافنيوس الفرعية!,
1403,"Bad Friends, Great Enemies",Hunt an Ebony Odogaron,"As soon as Velkhana left, monsters everywhere started getting riled up. We're short on manpower, and we need a hunter to secure the defense convoy's route to Seliana. Start by taking out the Odogaron subspecies!",兇終隙末・オドガロン亜種,オドガロン亜種の狩猟,冰龍が去って直ぐ、各地でモンスターの活発化が認められた。 ハンターの手が足りぬ今、セリエナへの防衛兵器輸送を成功させる 為、兇爪竜の調査を頼みたい。君の働きに心から感謝する…！,"Mauvais amis, bons ennemis",Chasser un Odogaron désastre,"Depuis le départ du Velkhana, les monstres pullulent dans le coin. Nous manquons d'hommes pour sécuriser la route des convois à destination de Seliana. Tu peux nous aider en chassant la sous-espèce d'Odogaron !",Pessimi amici,Caccia un Odogaron d'ebano,"Appena il Velkhana ha tolto le tende, ogni genere di mostro si è imbizzarrito. Siamo a corto di uomini, e serve qualcuno che metta in sicurezza la rotta del convoglio per Seliana. Occupati della sottospecie di Odogaron!","Schlechte Freunde, gute Feinde",Erjage einen Vulkan-Odogaron.,"Seit der Velkhana weg ist, drehen die Monster durch. Wir sind dünn besetzt und brauchen <LSNR {einen Jäger, der} {eine Jägerin, die}> die Verteidigungskonvoi-Route nach Seliana sichert. Du kannst helfen, indem du die Odogaron-Unterart beseitigst.","Malos amigos, grandes enemigos",Caza un Odogaron Ébano,"En cuanto se fue Velkhana, todos los monstruos empezaron a volverse locos. Andamos cortos de personal y necesitamos un cazador que asegure la defensa de la ruta del convoy hasta Seliana. ¡Puedes ayudar si acabas con la subespecie de Odogaron!","Maus Amigos, Ótimos Inimigos",Cace um Odogaron Negro,"Assim que Velkhana foi embora, monstros de toda parte começaram a ficar agitados. Temos pouca gente e precisamos de um caçador para proteger a rota do comboio para Seliana. Comece eliminando a subespécie de Odogaron!","Źli przyjaciele, świetni wrogowie",Upoluj Hebanowego Odogarona,"Kiedy Velkhan odszedł, potwory wszędzie zaczęły wariować. Nie mamy ludzi, a potrzebujemy łowcy do ochrony konwoju obronnego do Seliany. Upoluj podgatunek Odogarona!","Плохие друзья, хорошие враги",Выследите эбенового одогарона,"После исчезновения велханы остальные чудовища будто с цепи сорвались. У нас не хватает людей, а еще ведь надо расчистить дорогу до Селианы для нашей колонны. Начни с подвидов одогарона!",흉악함의 끝 - 오도가론 아종,오도가론 아종 사냥,"빙룡이 떠난 직후, 각지에서 몬스터의 활성화가 확인되었다. 헌터의 지원이 부족한 지금, 세리에나 방어 병기 수송을 성공시키기 위해 흉조룡의 조사를 부탁하고 싶다. 네 협조에 진심으로 감사한다...!",兇終隙末‧兇爪龍,狩獵兇爪龍,冰呪龍離開後，確認各地的魔物立即活躍了起來。 現在獵人的人手不足，為了成功向月辰運送防衛兵器， 想要拜託你進行兇爪龍的調查。打從心底感謝你的協助…！,أصدقاء سيئون وأعداء رائعون,يجب صيد أودوغارون أسمر,حالما رحلت فيلكانا، غضبت الوحوش الموجودة في كل مكان. لدينا نقص في القوة البشرية، ونحتاج إلى صياد لتأمين طريق قافلة الدفاع إلى سيليانا. يمكن البدء بالقضاء على سلالات أودوغارون الفرعية!,
1404,The Defense of Seliana,Complete the assignment,"Velkhana is closing in on Seliana! Man the Dragonrazer and drive that thing back! All of Seliana is counting on you, Sapphire Star!",セリエナ防衛戦,任務の達成,イヴェルカーナの脅威がセリエナに押し寄せんとしている。完成 した撃龍杭砲を奴に撃ち、撃退へと追い込む事を最終目的とする。 それではセリエナに導きの青い星が輝かんことを！,La défense de Seliana,Compléter la Mission,"Le Velkhana approche de Seliana ! Prends le Tranche-dragon et repousse-le ! Seliana compte plus que jamais sur toi, Étoile de saphir !",La difesa di Seliana,Completa l'incarico,Il Velkhana sta puntando su Seliana! Vai all'annientadraghi e respingilo! Il destino di Seliana è nelle tue mani!,Die Verteidigung von Seliana,Schließe die Aufgabe ab.,"Der Velkhana nähert sich Seliana! Nimm den Drachenreißer und schlage ihn zurück! Ganz Seliana zählt auf dich, Saphirstern!",La defensa de Seliana,Completa el encargo,"¡Velkhana se cierne sobre Seliana! ¡Encárgate del Demoledragones y haz que retroceda! ¡Toda Seliana cuenta contigo, estrella azul!",A Defesa de Seliana,Conclua o serviço,"Velkhana está se aproximando de Seliana! Use o Dracanhão e afaste esse bicho! Seliana inteira está contando com você, Estrela Safira!",Obrona Seliany,Ukończ zlecenie,"Velkhan zbliża się do Seliany! Użyj Niszczyciela Smoków i powstrzymaj jego atak! Cała Seliana na ciebie liczy, Szafirowa Gwiazdo!",Оборона Селианы,Выполните задание,"Велхана приближается к Селиане! Вставай за драконобойцу и прогони это чудовище прочь! Все в Селиане рассчитывают на тебя, Сапфировая звезда!",세리에나 방어전,임무 달성,"이베르카나의 위협이 세리에나에 닥치고 있다. 완성된 격룡항포를 놈에게 쏴서 격퇴하는 것이 최종 목표다. 그럼, 세리에나에 길을 인도해 주는 푸른 별이 빛나기를!",月辰防衛戰,達成任務,冰呪龍的威脅正逼近著月辰。 以完成的擊龍杭砲攻擊，最終目的是擊退牠。 願指引明路的蒼藍星能為月辰閃爍！,دفاع سيليانا,إكمال التكليف,يقترب فيلكانا من سيليانا! <LSNR {جهّز} {جهّزي}> مدفع التنين و<LSNR {قم} {قومي}> بإعادة هذا الشيء! سيليانا بأكملها تعتمد <LSNR {عليك} {عليكِ}> يا نجم الياقوت الأزرق!,
1405,The Thunderous Troublemaker!,Hunt a Fulgur Anjanath,"The convoy from Astera is approaching the Hoarfrost Reach, but we need to secure its route. Our favorite troublemaker is back, and someone needs to teach it a lesson!",暴れん坊大将狩猟大作戦！,アンジャナフ亜種の狩猟,近々アステラから、防衛兵器の輸送隊が渡りの凍て地に到着する 予定だ。彼らが到着する前に、経路の安全を確保したい。あの暴 れん坊大将の狩猟を、どうかよろしく頼む！,Fauteur de trouble tonitruant,Chasser un Anjanath tonnerre,"Le convoi en provenance d'Astera approche du Givre éternel mais nous devons sécuriser sa route. Notre fauteur de trouble favori est de retour, à toi de jouer !",Il piantagrane tonante,Caccia un Anjanath tonante,"Il convoglio da Astera si sta avvicinando alle Distese brinose, ma non è ancora al sicuro. Il nostro piantagrane preferito è tornato, e qualcuno deve dargli una lezione!",Der donnernde Störenfried,Erjage einen Fulgur-Anjanath.,"Der Konvoi aus Astera nähert sich der Raureif-Weite, aber wir müssen seine Route sichern. Unser Lieblingsstörenfried ist zurück und jemand muss ihm eine Lektion erteilen.",El buscabroncas atronador,Caza un Anjanath Fulgúreo,"El convoy de Astera se acerca al Arroyo de Escarcha, pero tenemos que asegurar su ruta. Nuestro buscabroncas favorito ha vuelto y alguien tiene que enseñarle una lección.",O Encrenqueiro Trovejante!,Cace um Anjanath Fulgurante,"O comboio de Astera está chegando na Fronteira Glacial, mas precisamos garantir a segurança da rota. Nosso encrenqueiro favorito está de volta e precisa de uma lição!",Grzmiący mąciciel!,Upoluj Piorunowego Anjanatha,"Konwój z Astery zbliża się do Szronistego Brzegu, ale musimy zabezpieczyć jego trasę. Wrócił nasz ulubiony kłopot i ktoś musi sobie z nim poradzić!",Грозовой и грозный,Выследите громового аньяната,"Колонна из Астеры приближается к Морозному простору, но нам нужно обезопасить маршрут. Наш любимый разбойник вернулся, и кто-то должен преподать ему урок!",폭군 대장 사냥 대작전,안쟈나프 아종 사냥,곧 아스테라에서 출발한 방어 무기 수송대가 바다 건너 극한지에 도착할 예정이다. 그들이 도착하기 전에 경로의 안전을 확보하고 싶다. 그 폭군 대장의 사냥을 부탁한다!,暴徒大將的狩獵大作戰！,狩獵雷顎龍,近日預定將從星辰運送防衛兵器到永霜凍土。 在他們到達前，想先確保路線的安全。 拜託你前去狩獵麻煩製造者！,المشاكس المدوي!,صيد أنجاناث رعدي,تقترب قافلة أستيرا من نطاق الصقيع ولكن علينا تأمين طريقها. عاد المشاغب المفضل وعليه أن يتلقن درسًا!,
1501,The Iceborne Wyvern,Slay a Velkhana,"We may have protected Seliana this time, but we still have no idea if and when Velkhana will return. It's time to take the fight to the beast before it recovers! Gear up and head out! And BE CAREFUL!",冰の龍,イヴェルカーナの討伐,セリエナは守られたが、次にいつイヴェルカーナが力を揮うかは 分からない。この時を逃せば、調査団が壊滅することは必至だ。 皆で生き残るため、精鋭達にイヴェルカーナ追撃の命を託す！,La wyverne de glace,Tuer un Velkhana,"Nous avons peut-être protégé Seliana cette fois-ci, mais nous ne savons pas quand le Velkhana reviendra. Nous devons lui porter le coup de grâce !",Il wyvern del gelo,Uccidi un Velkhana,"Seliana è salva, per il momento, ma non sappiamo quanto impiegherà il Velkhana a riprendersi. Dobbiamo passare all'offensiva e chiudere questa storia una volta per tutte!",Der Eisgeborene Wyvern,Töte den Velkhana.,"Wir konnten Seliana diesmal beschützen, aber wir haben keine Ahnung, ob und wann der Velkhana zurückkommt. Also trage den Kampf zu ihm und eliminiere die Bedrohung, bevor er sich erholt.",El dragón de hielo,Abate a un Velkhana,"Puede que esta vez Seliana esté a salvo, pero no sabemos si volverá Velkhana, ni cuándo. ¡Necesitamos ir a por esa bestia antes de que se recupere! ¡Prepárate bien y VE CON CUIDADO!",A Serpe Nascida do Gelo,Mate um Velkhana,"Dessa vez conseguimos proteger Seliana, mas ainda não sabemos se, e quando, o Velkhana voltará. É hora de atacarmos a fera antes que ela se recupere! Equipe-se e parta! E TENHA CUIDADO!",Lodowa wiwerna,Zabij Velkhana,"Tym razem obroniliśmy Selianę, ale wciąż nie mamy pojęcia, czy i kiedy Velkhan wróci. Czas zaatakować bestię, zanim dojdzie do siebie! Przygotuj się i ruszaj! Uważaj na siebie!",Порождение холода,Убейте велхану,"Может, на этот раз мы и защитили Селиану, но все еще не знаем, не вернется ли вскоре велхана. Хватит ждать! Навестим ее прямо в логове! Подготовься, и вперед — но осторожнее!",얼음 용,이베르카나 토벌,"세리에나는 지켰지만, 언제 다시 이베르카나가 힘을 휘두를지 알 수 없다. 이때를 놓친다면 조사단은 괴멸할 것이다. 모두를 위해서, 정예들에게 이베르카나 추격 임무를 부탁한다!",冰之龍,討伐冰呪龍,雖然守住了月辰，但不知下次何時冰呪龍會發揮真本領。 錯過這個時機的話，調查團一定難逃毀滅。 為了讓大家生存下去，將生命託付給追擊冰呪龍的精銳們！,تنين الجليد المجنح,ذبح فيلكانا,قد نكون حمينا سيليانا هذه المرة، ولكن ليست لدينا أي فكرة حتى الآن إن كان سيعود ومتى. حان وقت قتال الوحش قبل استعادته لصحته! ينبغي الاستعداد والانطلاق! ولا بد من توخّي الحذر!,
1502,The Second Coming,Hunt a Seething Bazelgeuse,"Hah, look who's back to wreak havoc. This guy thinks he owns the place, but he's about to get a real rude awakening, right, Fiver? Get in there and send 'em packin'!",大災難、大再来,紅蓮滾るバゼルギウスの狩猟,帰って来たぞ！　大災難が！　こいつが現れると、辺り一面火の 海だ。場をとことん引っ掻き回しやがる。避けて通れないなら、 真正面から突破するしかないよな？,Une impression de déjà-vu,Chasser un Bazelgeuse vulcan,Regardez qui revient semer la pagaille ! Il croit régner sur cet endroit mais quelque chose me dit qu'il va avoir un réveil difficile...,Disastroso déjà-vu,Caccia un Bazelgeuse vulcanico,"Ah, indovina chi è tornato a far danni? Quel simpaticone crede di poter fare il buono e il cattivo tempo qui, ma sta per ricevere una doccia gelata, non è vero?",Die zweite Ankunft,Erjage einen Brodelnden Bazelgeuse.,"Ha, sieh mal an, wer wieder Stress machen will. Dieser Kerl denkt, dass er hier Herr im Haus ist, aber der kann sich auf was gefasst machen, nicht wahr? Ist doch wahr, oder?",La segunda aparición,Caza un Bazelgeuse Magma,"Vaya, mira quién ha vuelto para sembrar el caos. Ese monstruo se cree que todo esto es suyo, y vas a tener que demostrarle lo contrario por las malas, ¿me equivoco?",A Segunda Vinda,Cace um Bazelgeuse Vulcânico,"Hah, olha só quem voltou pra criar confusão. Esse cara acha que é dono do lugar, mas já já vai acordar pra vida, certo, da Quinta? Vá pra lá e bote ele pra correr!",Powtórne przyjście,Upoluj Rozzłoszczonego Bazelgeza,"Popatrzcie, kto wrócił siać chaos. Myśli sobie, że wszystko do niego należy, ale czeka go brutalna pobudka, prawda, Piątaku? Ruszaj tam i spuść mu lanie!",Второе пришествие,Выследите вспыльчивого базельгейса,"Ха, погляди-ка: наш друг снова собирается сеять хаос и разрушения! Похоже, он считает себя тут главным. Что ж, пора отправить его восвояси!","대재앙, 나타나다",홍련의 솟구치는 바젤기우스 사냥,돌아왔어! 대재난이! 그 녀석이 나타난 곳 근처는 불바다야! 장소를 쑥대밭으로 만들어버릴 거야. 피할 수 없다면 정면으로 돌파하는 수밖에 없겠지?,大災難，再次到來！,狩獵紅蓮爆鱗龍,大災難回來了！這傢伙一旦出現，周圍都會化為一片火海， 讓環境完全陷入混亂。 如果不能避開通過的話，也只能正面進行突破了吧？,المجيء الثاني,صيد بازيلغيس متأجج,هاه، انظروا مَن جاء ليخلف الدمار؟ يعتقد هذا الرجل أنه يملك المكان لكننا سنجعله يفيق من أوهامه بطريقة وقحة، أليس كذلك يا <LSNR {عضو الخامس؟ اذهب وأبعدهم} {عضوة الخامس؟ اذهبي وأبعديهم}>!,
1503,Under the Veil of Death,Slay a Blackveil Vaal Hazak,"Something strange is going on... A Vaal Hazak has shown up in the Ancient Forest. Reports state that something is...off about it. What's it doing outside the vale? At any rate, be careful!",死を纏うヴァルハザク,死を纏うヴァルハザクの討伐,谷に住まうはずのヴァルハザクが古代樹の森を闊歩しているのが 目撃された。こいつは俺達が知るそれよりも禍々しい姿をして いるようだ。皆、気を付けて向かってくれ！,Sous le voile de la mort,Tuer un Vaal Hazak fléau,"Des rapports indiquent qu'un Vaal Hazak s'acharne sur l'ancienne forêt. Je me demande ce qu'il fait en dehors du Val. En tout cas, fais attention à toi.",Il velo funebre,Uccidi un Vaal Hazak funereo,"Ci è stato segnalato un Vaal Hazak nella Foresta antica, e gira voce sia un esemplare più inquietante del solito. Perché è così lontano dalla Valle? Sii prudente, ti prego.",Der Schleier des Todes,Töte einen Velum-Vaal-Hazak.,"Etwas stimmt nicht... Wir haben Berichte über einen Vaal Hazak erhalten, der im Uralten Wald aufgetaucht ist. Was macht der außerhalb des Tals? Sei auf jeden Fall vorsichtig!",Bajo el velo de la muerte,Abate a un Vaal Hazak Espóreo,"Esto sí que no es normal... Ha aparecido un Vaal Hazak en el Bosque Primigenio, y los avistamientos dicen que tiene algo extraño. ¿Qué hace fuera del valle? Bueno, ve con cuidado.",Sob o Véu da Morte,Mate um Vaal Hazak Velado,"Tem algo estranho acontecendo... Um Vaal Hazak apareceu na Floresta Ancestral. Os informes dizem que ele é... incomum. O que ele está fazendo fora do Vale? Enfim, tome cuidado!",Pod całunem śmierci,Zabij Welonowego Vaal Hazaka,Dzieje się coś dziwnego. W Starodrzewie pojawił się Vaal Hazak. Według raportów coś z nim jest nie tak. Co robi poza Doliną? W każdym razie uważaj!,Под покровом смерти,Убейте тленного ваал-хазака,"Что-то тут не то... В Древнем лесу видели ваал-хазака, и наблюдатели говорят, с ним что-то... не так. И правда, что он делает не в долине? Будь осторожнее!",죽음을 두른 발하자크,죽음을 두른 발하자크 토벌,"계곡에 살고 있을 터인 발하자크가 고대수의 숲을 활보하는 것이 목격되었다. 녀석은 우리가 아는 모습보다 더 불길한 모습을 하고 있는 것 같다. 모두, 조심하면서 임무를 수행하도록!",霧瘴屍套龍,討伐霧瘴屍套龍,目擊到本應居住在山谷中的屍套龍在古代樹森林走動。 這傢伙似乎比我們原本的認知帶有更不祥的氣息。 大家小心前往吧！,تحت قناع الموت,ذبح فال هازاك الستار الأسود,هناك أمر غريب يحدث... ظهر فال هازاك في الغابة العتيقة. وتفيد التقارير بأن هناك أمر غريب به. ماذا يفعل خارج الوادي؟ على أي حال، <LSNR {كن حذرًا} {كوني حذرة}>!,
1504,A Light From The Abyss,Slay a Namielle,"The Commission has discovered a never-before-seen elder dragon in the Coral Highlands. No solid info to go on, other than reports of an ominous light radiating from the highest plateau...",溟にしるべがともるまで,ネロミェールの討伐,陸珊瑚の台地に、調査団未確認の古龍が潜んでいるとの調査結果が 出た。どうにも目撃証言が曖昧な古龍で、台地の高所で不気味な光 の明滅が観測されている。皆、気を付けて向かってくれ！,La lueur des abysses,Tuer un Namielle,"La Commission a découvert un dragon ancien encore jamais vu immergé dans le Plateau de corail. Nous n'en savons pas plus, à part que le plus haut plateau émet une lumière...",Luce dall'abisso,Uccidi un Namielle,"La commissione ha scoperto un nuovo drago anziano nascosto sugli Altipiani corallini. Nessun dettaglio, tranne una luce inquietante che proviene dall'altopiano più elevato.",Ein Licht aus dem Abgrund,Töte den Namielle.,Die Kommission hat einen nie zuvor gesehenen Drachenältesten im Korallenhochland entdeckt. Wir haben noch keine gesicherten Infos – außer dem ominösen Licht vom höchsten Plateau...,Una luz desde el abismo,Abate a un Namielle,La comisión ha descubierto a un dragón anciano nunca visto asentado en los Altiplanos Coralinos. Lo único que sabemos es que se ve un destello amenazante en la meseta más alta.,Uma Luz do Abismo,Mate um Namielle,A Comissão descobriu um dragão ancião nunca antes visto nos Planaltos Coralinos. Não temos detalhes concretos além dos informes sobre uma luz sinistra vinda do platô mais alto...,Światło z otchłani,Zabij Namiella,Komisja odkryła niewidzianego wcześniej Starszego Smoka na Pogórzu Koralowym. Nie mamy żadnych informacji oprócz doniesień o złowrogim blasku bijącym znad Pogórza...,Свет из бездны,Убейте намиэля,"Экспедиция обнаружила в Коралловом нагорье невиданного ранее Древнего дракона. Сведений о нем очень мало, кроме донесений о зловещем свете, исходящем с самого высокого плато...",바다에 길잡이가 뜰 때까지,네로미에르 토벌,"육산호의 대지에 조사단 미확인 고룡이 숨어 있다는 조사 결과가 나왔다. 목격 증언이 애매한 고룡으로, 육산호의 대지 높은 곳에서 불길한 빛이 깜빡이고 있다고 한다. 조심하면서 임무를 수행하도록!",直至點亮溟海指標,討伐溟波龍,陸珊瑚台地的調查結果，指出潛藏著調查團尚未確認的古龍。 相關的目擊證言都不能具體形容此古龍， 只知觀測到台地的高處出現詭異的閃爍光芒。大家小心前往吧！,ضوء من الهاوية,ذبح ناميال,اكتشفت اللجنة تنينًا معمِّرًا لم يسبق له مثيل في المرتفعات المرجانية. لا توجد معلومات موثقة سوى تقارير عن ضوء مشئوم من أعلى هضبة...,
1601,"To The Guided, A Paean",Complete the assignment,"Board the ship when you're ready. It's time we wrap up all loose ends. Who knows what we'll find when we land, but I know you'll be ready. You always are.",導かれた者の歌,任務の達成,準備はいいか？　覚悟を胸に気球船に乗ろう。全ての調査が導き 出した場所へと向かうんだ。そこでは何が起こるか分からない。 本当に分からない。念のための十分な準備を忘れるなよ。,L'ode aux élus,Compléter la mission,Embarque dès que tu le sens. Il est temps d'en finir. Qui sait ce que nous découvrirons de l'autre côté ? Je sais que tu ne me décevras pas.,"Ai seguaci, un peana",Completa l'incarico,"Sali a bordo della nave appena puoi. È ora di chiudere le questioni in sospeso. Non sappiamo cosa ci attenda dopo l'atterraggio, ma certamente saprai cavartela. Come sempre.",Loblied der Geführten,Schließe die Aufgabe ab.,"Geh an Bord des Schiffs, wenn du bereit bist. Zeit, ein paar Sachen zu Ende zu bringen. Wer weiß schon, was wir bei der Landung vorfinden, aber du wirst bereit sein. Das bist du immer.","A los guiados, un himno",Completa el encargo,Sube a la nave cuando lo tengas todo listo. Es hora de acabar con esto. No sé qué nos espera al aterrizar. Lo único que sé es que no nos decepcionarás. Nunca lo haces.,Uma Fanfarra aos Guiados,Conclua o serviço,"Embarque no navio quando estiver <LSNR {pronto}{pronta}>. É hora de amarrarmos as pontas soltas. Sabe-se lá o que vamos encontrar, mas sei que você estará <LSNR {pronto}{pronta}>. Como sempre.",Pean dla idących za przewodnikiem,Ukończ zlecenie,"Po przygotowaniach wejdź na pokład. Pora doprowadzić sprawę do końca. Kto wie, co znajdziemy po wylądowaniu, ale liczę na ciebie. Zawsze mogę.",Хвалебная песнь,Выполните задание,"Поднимайся на корабль, как будешь <LSNR {готов}{готова}>. Пора закончить начатое. Кто знает, что нас ждет, когда мы высадимся на землю, но я уверен, что ты будешь <LSNR {готов}{готова}>. Как и всегда.",인도된 자의 노래,임무 달성,준비는 됐나? 각오를 다지고 기구에 타라. 모든 조사가 인도하는 장소로 갈 거다. 거기서 무엇이 일어나는지는 알 수 없다. 정말로 알 수 없지. 그러니 충분히 준비를 갖추는 걸 잊지 말도록.,引導者之歌,達成任務,準備好了嗎？帶著覺悟乘上熱氣球吧。 前往所有調查所指引的地點，不知在那裡會發生什麼事， 實在難以預料。慎重起見別忘記做好萬全的準備。,للمرشدين، أنشودة,إكمال التكليف,<LSNR {اصعد} {اصعدي}> على متن السفينة عندما <LSNR {تكون مستعدًّا} {تكونين مستعدّةً}>. حان وقت إنهاء الأمر. مَن يعرف ما سنجده بعد الإرساء <LSNR {ولكني أعلم أنك ستكون مستعدًا. أنت دائمًا كذلك} {ولكني أعلم أنكِ ستكونين مستعدّةً. أنتِ دائمًا كذلك}>.,
